country,year,crop_item,actual_yield,predicted_yield,pesticide_value,rainfall,avg_temp
Japan,1996,Soybeans,18093,113259.97599328891,79821.18,1668.0,12.61
Japan,1997,Soybeans,17380,100568.1200412348,79821.18,1668.0,15.76
Japan,1997,Soybeans,17380,109731.88504264998,79821.18,1668.0,13.43
Japan,1997,Soybeans,17380,100094.36057959755,79821.18,1668.0,15.89
Japan,1997,Soybeans,17380,102013.19385709803,79821.18,1668.0,15.37
Japan,1997,Soybeans,17380,101938.21923247268,79821.18,1668.0,15.39
Japan,1997,Soybeans,17380,109731.88504264998,79821.18,1668.0,13.43
Japan,1998,Soybeans,14495,97163.08073962855,79821.18,1668.0,16.72
Japan,1998,Soybeans,14495,108439.19682690415,79821.18,1668.0,13.74
Japan,1998,Soybeans,14495,97094.44217649919,79821.18,1668.0,16.74
Japan,1998,Soybeans,14495,98309.16916279621,79821.18,1668.0,16.39
Japan,1998,Soybeans,14495,98098.88863104422,79821.18,1668.0,16.45
Japan,1998,Soybeans,14495,108439.19682690415,79821.18,1668.0,13.74
Japan,1999,Soybeans,17301,99949.38631196594,79821.18,1668.0,15.93
Japan,1999,Soybeans,17301,108274.04103006315,79821.18,1668.0,13.78
Japan,1999,Soybeans,17301,99949.38631196594,79821.18,1668.0,15.93
Japan,1999,Soybeans,17301,100935.24908919973,79821.18,1668.0,15.66
Japan,1999,Soybeans,17301,100458.43893128668,79821.18,1668.0,15.79
Japan,1999,Soybeans,17301,108274.04103006315,79821.18,1668.0,13.78
Japan,2000,Soybeans,19184,99985.59467853219,79821.18,1668.0,15.92
Japan,2000,Soybeans,19184,109438.01648447852,79821.18,1668.0,13.5
Japan,2000,Soybeans,19184,99877.03997951669,79821.18,1668.0,15.95
Japan,2000,Soybeans,19184,101230.64194397064,79821.18,1668.0,15.58
Japan,2000,Soybeans,19184,100898.43058337831,79821.18,1668.0,15.67
Japan,2000,Soybeans,19184,109438.01648447852,79821.18,1668.0,13.5
Japan,2001,Soybeans,20195,100075.59643065404,78735.45,1668.0,15.86
Japan,2001,Soybeans,20195,110894.90827659436,78735.45,1668.0,13.13
Japan,2001,Soybeans,20195,99676.30875160151,78735.45,1668.0,15.97
Japan,2001,Soybeans,20195,101776.11000528903,78735.45,1668.0,15.4
Japan,2001,Soybeans,20195,101514.13296936362,78735.45,1668.0,15.47
Japan,2001,Soybeans,20195,110894.90827659436,78735.45,1668.0,13.13
Japan,2002,Soybeans,18025,98198.10943811308,70262.54,1668.0,16.09
Japan,2002,Soybeans,18025,108756.42748573923,70262.54,1668.0,13.42
Japan,2002,Soybeans,18025,98526.76273483636,70262.54,1668.0,16.0
Japan,2002,Soybeans,18025,99598.68694977532,70262.54,1668.0,15.71
Japan,2002,Soybeans,18025,99524.1275356989,70262.54,1668.0,15.73
Japan,2002,Soybeans,18025,108756.42748573923,70262.54,1668.0,13.42
Japan,2004,Soybeans,11930,95772.82303509612,64688.88,1668.0,16.56
Japan,2004,Soybeans,11930,105460.8633405126,64688.88,1668.0,14.05
Japan,2004,Soybeans,11930,95844.17531866537,64688.88,1668.0,16.54
Japan,2004,Soybeans,11930,97108.0350952704,64688.88,1668.0,16.19
Japan,2004,Soybeans,11930,96599.04155114725,64688.88,1668.0,16.33
Japan,2004,Soybeans,11930,105460.8633405126,64688.88,1668.0,14.05
Japan,2005,Soybeans,16791,98625.40801042471,63829.77,1668.0,15.75
Japan,2005,Soybeans,16791,109898.62163217255,63829.77,1668.0,12.99
Japan,2005,Soybeans,16791,98625.40801042471,63829.77,1668.0,15.75
Japan,2005,Soybeans,16791,100109.90985654396,63829.77,1668.0,15.36
Japan,2005,Soybeans,16791,100109.90985654396,63829.77,1668.0,15.36
Japan,2005,Soybeans,16791,109898.62163217255,63829.77,1668.0,12.99
Japan,2006,Soybeans,16129,98361.87055539922,65248.26,1668.0,15.87
Japan,2006,Soybeans,16129,108793.43494036912,65248.26,1668.0,13.28
Japan,2006,Soybeans,16129,98175.9771538893,65248.26,1668.0,15.92
Japan,2006,Soybeans,16129,100023.02980088149,65248.26,1668.0,15.43
Japan,2006,Soybeans,16129,99946.53695288443,65248.26,1668.0,15.45
Japan,2006,Soybeans,16129,108793.43494036912,65248.26,1668.0,13.28
Japan,2007,Soybeans,16392,95398.01603147908,61164.07,1668.0,16.53
Japan,2007,Soybeans,16392,106594.17649933352,61164.07,1668.0,13.68
Japan,2007,Soybeans,16392,95326.18148303752,61164.07,1668.0,16.55
Japan,2007,Soybeans,16392,97224.38670527664,61164.07,1668.0,16.03
Japan,2007,Soybeans,16392,97559.36388703123,61164.07,1668.0,15.94
Japan,2007,Soybeans,16392,106594.17649933352,61164.07,1668.0,13.68
Japan,2008,Soybeans,17791,97156.69516046977,58750.0,1668.0,15.96
Japan,2008,Soybeans,17791,107898.94511206602,58750.0,1668.0,13.31
Japan,2008,Soybeans,17791,97081.88723674213,58750.0,1668.0,15.98
Japan,2008,Soybeans,17791,98710.94366432658,58750.0,1668.0,15.55
Japan,2008,Soybeans,17791,98634.2114552557,58750.0,1668.0,15.57
Japan,2008,Soybeans,17791,107898.94511206602,58750.0,1668.0,13.31
Japan,2009,Soybeans,15812,97570.66764701155,60970.8,1668.0,15.93
Japan,2009,Soybeans,15812,107127.14117271343,60970.8,1668.0,13.55
Japan,2009,Soybeans,15812,97235.37184919804,60970.8,1668.0,16.02
Japan,2009,Soybeans,15812,98778.22476642758,60970.8,1668.0,15.61
Japan,2009,Soybeans,15812,98549.97738877157,60970.8,1668.0,15.67
Japan,2009,Soybeans,15812,107127.14117271343,60970.8,1668.0,13.55
Japan,2010,Soybeans,16158,96118.29704519303,55576.0,1668.0,16.12
Japan,2010,Soybeans,16158,105306.0273461982,55576.0,1668.0,13.82
Japan,2010,Soybeans,16158,96529.4443591616,55576.0,1668.0,16.01
Japan,2010,Soybeans,16158,97322.24683508452,55576.0,1668.0,15.8
Japan,2010,Soybeans,16158,97056.82946528317,55576.0,1668.0,15.87
Japan,2010,Soybeans,16158,105306.0273461982,55576.0,1668.0,13.82
Japan,2011,Soybeans,16006,97135.75127287651,51796.3,1668.0,15.71
Japan,2011,Soybeans,16006,106993.97614083724,51796.3,1668.0,13.32
Japan,2011,Soybeans,16006,97482.6932622953,51796.3,1668.0,15.62
Japan,2011,Soybeans,16006,98417.16479093947,51796.3,1668.0,15.38
Japan,2011,Soybeans,16006,98221.36854498653,51796.3,1668.0,15.43
Japan,2011,Soybeans,16006,106993.97614083724,51796.3,1668.0,13.32
Japan,2012,Soybeans,17994,98238.46395492242,54716.4,1668.0,15.53
Japan,2012,Soybeans,17994,108287.53428276855,54716.4,1668.0,13.11
Japan,2012,Soybeans,17994,98199.79009859626,54716.4,1668.0,15.54
Japan,2012,Soybeans,17994,99765.04852929838,54716.4,1668.0,15.14
Japan,2012,Soybeans,17994,99488.4178776189,54716.4,1668.0,15.21
Japan,2012,Soybeans,17994,108287.53428276855,54716.4,1668.0,13.11
Japan,2013,Soybeans,15520,94171.94657093436,52794.3,1668.0,16.54
Japan,2013,Soybeans,15520,104565.71298203408,52794.3,1668.0,13.91
Japan,2013,Soybeans,15520,95053.12410275382,52794.3,1668.0,16.3
Japan,2013,Soybeans,15520,96173.60420201607,52794.3,1668.0,16.0
Japan,2013,Soybeans,15520,96098.24845568789,52794.3,1668.0,16.02
Japan,2013,Soybeans,15520,104565.71298203408,52794.3,1668.0,13.91
Japan,1990,Sweet potatoes,231353,98274.06374026815,79821.18,1668.0,16.4
Japan,1990,Sweet potatoes,231353,106804.53502248334,79821.18,1668.0,14.14
Japan,1990,Sweet potatoes,231353,98063.9240098827,79821.18,1668.0,16.46
Japan,1990,Sweet potatoes,231353,99265.88605714857,79821.18,1668.0,16.12
Japan,1990,Sweet potatoes,231353,99087.42558270451,79821.18,1668.0,16.17
Japan,1990,Sweet potatoes,231353,106804.53502248334,79821.18,1668.0,14.14
Japan,1991,Sweet potatoes,205631,101156.65292891134,79821.18,1668.0,15.6
Japan,1991,Sweet potatoes,205631,110196.00171375365,79821.18,1668.0,13.32
Japan,1991,Sweet potatoes,205631,101788.55158595517,79821.18,1668.0,15.43
Japan,1991,Sweet potatoes,205631,101975.69481133814,79821.18,1668.0,15.38
Japan,1991,Sweet potatoes,205631,101564.75412301175,79821.18,1668.0,15.49
Japan,1991,Sweet potatoes,205631,110196.00171375365,79821.18,1668.0,13.32
Japan,1992,Sweet potatoes,235027,101045.84540803061,79821.18,1668.0,15.63
Japan,1992,Sweet potatoes,235027,111821.16152900747,79821.18,1668.0,12.94
Japan,1992,Sweet potatoes,235027,100861.63554445133,79821.18,1668.0,15.68
Japan,1992,Sweet potatoes,235027,102616.37008689859,79821.18,1668.0,15.21
Japan,1992,Sweet potatoes,235027,102427.2321754891,79821.18,1668.0,15.26
Japan,1992,Sweet potatoes,235027,111821.16152900747,79821.18,1668.0,12.94
Japan,1993,Sweet potatoes,194906,103686.38409601818,79821.18,1668.0,14.93
Japan,1993,Sweet potatoes,194906,113789.5173145236,79821.18,1668.0,12.49
Japan,1993,Sweet potatoes,194906,103455.54656474592,79821.18,1668.0,14.99
Japan,1993,Sweet potatoes,194906,104657.30056457737,79821.18,1668.0,14.68
Japan,1993,Sweet potatoes,194906,104500.96832004184,79821.18,1668.0,14.72
Japan,1993,Sweet potatoes,194906,113789.5173145236,79821.18,1668.0,12.49
Japan,1994,Sweet potatoes,246394,98520.29450274767,79821.18,1668.0,16.33
Japan,1994,Sweet potatoes,246394,108274.04103006315,79821.18,1668.0,13.78
Japan,1994,Sweet potatoes,246394,98238.9817846345,79821.18,1668.0,16.41
Japan,1994,Sweet potatoes,246394,99480.81303399763,79821.18,1668.0,16.06
Japan,1994,Sweet potatoes,246394,99444.93320395336,79821.18,1668.0,16.07
Japan,1994,Sweet potatoes,246394,108274.04103006315,79821.18,1668.0,13.78
Japan,1995,Sweet potatoes,241020,102465.01282398215,79821.18,1668.0,15.25
Japan,1995,Sweet potatoes,241020,111648.496325949,79821.18,1668.0,12.98
Japan,1995,Sweet potatoes,241020,102201.04108931389,79821.18,1668.0,15.32
Japan,1995,Sweet potatoes,241020,104072.99066635965,79821.18,1668.0,14.83
Japan,1995,Sweet potatoes,241020,103532.39854092561,79821.18,1668.0,14.97
Japan,1995,Sweet potatoes,241020,111648.496325949,79821.18,1668.0,12.98
Japan,1996,Sweet potatoes,233474,102654.26806986379,79821.18,1668.0,15.2
Japan,1996,Sweet potatoes,233474,113259.97599328891,79821.18,1668.0,12.61
Japan,1996,Sweet potatoes,233474,102201.04108931389,79821.18,1668.0,15.32
Japan,1996,Sweet potatoes,233474,104228.29036754023,79821.18,1668.0,14.79
Japan,1996,Sweet potatoes,233474,104189.43024190344,79821.18,1668.0,14.8
Japan,1996,Sweet potatoes,233474,113259.97599328891,79821.18,1668.0,12.61
Japan,1997,Sweet potatoes,243011,100568.1200412348,79821.18,1668.0,15.76
Japan,1997,Sweet potatoes,243011,109731.88504264998,79821.18,1668.0,13.43
Japan,1997,Sweet potatoes,243011,100094.36057959755,79821.18,1668.0,15.89
Japan,1997,Sweet potatoes,243011,102013.19385709803,79821.18,1668.0,15.37
Japan,1997,Sweet potatoes,243011,101938.21923247268,79821.18,1668.0,15.39
Japan,1997,Sweet potatoes,243011,109731.88504264998,79821.18,1668.0,13.43
Japan,1998,Sweet potatoes,249781,97163.08073962855,79821.18,1668.0,16.72
Japan,1998,Sweet potatoes,249781,108439.19682690415,79821.18,1668.0,13.74
Japan,1998,Sweet potatoes,249781,97094.44217649919,79821.18,1668.0,16.74
Japan,1998,Sweet potatoes,249781,98309.16916279621,79821.18,1668.0,16.39
Japan,1998,Sweet potatoes,249781,98098.88863104422,79821.18,1668.0,16.45
Japan,1998,Sweet potatoes,249781,108439.19682690415,79821.18,1668.0,13.74
Japan,1999,Sweet potatoes,226517,99949.38631196594,79821.18,1668.0,15.93
Japan,1999,Sweet potatoes,226517,108274.04103006315,79821.18,1668.0,13.78
Japan,1999,Sweet potatoes,226517,99949.38631196594,79821.18,1668.0,15.93
Japan,1999,Sweet potatoes,226517,100935.24908919973,79821.18,1668.0,15.66
Japan,1999,Sweet potatoes,226517,100458.43893128668,79821.18,1668.0,15.79
Japan,1999,Sweet potatoes,226517,108274.04103006315,79821.18,1668.0,13.78
Japan,2000,Sweet potatoes,247327,99985.59467853219,79821.18,1668.0,15.92
Japan,2000,Sweet potatoes,247327,109438.01648447852,79821.18,1668.0,13.5
Japan,2000,Sweet potatoes,247327,99877.03997951669,79821.18,1668.0,15.95
Japan,2000,Sweet potatoes,247327,101230.64194397064,79821.18,1668.0,15.58
Japan,2000,Sweet potatoes,247327,100898.43058337831,79821.18,1668.0,15.67
Japan,2000,Sweet potatoes,247327,109438.01648447852,79821.18,1668.0,13.5
Japan,2001,Sweet potatoes,251300,100075.59643065404,78735.45,1668.0,15.86
Japan,2001,Sweet potatoes,251300,110894.90827659436,78735.45,1668.0,13.13
Japan,2001,Sweet potatoes,251300,99676.30875160151,78735.45,1668.0,15.97
Japan,2001,Sweet potatoes,251300,101776.11000528903,78735.45,1668.0,15.4
Japan,2001,Sweet potatoes,251300,101514.13296936362,78735.45,1668.0,15.47
Japan,2001,Sweet potatoes,251300,110894.90827659436,78735.45,1668.0,13.13
Japan,2002,Sweet potatoes,254321,98198.10943811308,70262.54,1668.0,16.09
Japan,2002,Sweet potatoes,254321,108756.42748573923,70262.54,1668.0,13.42
Japan,2002,Sweet potatoes,254321,98526.76273483636,70262.54,1668.0,16.0
Japan,2002,Sweet potatoes,254321,99598.68694977532,70262.54,1668.0,15.71
Japan,2002,Sweet potatoes,254321,99524.1275356989,70262.54,1668.0,15.73
Japan,2002,Sweet potatoes,254321,108756.42748573923,70262.54,1668.0,13.42
Japan,2004,Sweet potatoes,250372,95772.82303509612,64688.88,1668.0,16.56
Japan,2004,Sweet potatoes,250372,105460.8633405126,64688.88,1668.0,14.05
Japan,2004,Sweet potatoes,250372,95844.17531866537,64688.88,1668.0,16.54
Japan,2004,Sweet potatoes,250372,97108.0350952704,64688.88,1668.0,16.19
Japan,2004,Sweet potatoes,250372,96599.04155114725,64688.88,1668.0,16.33
Japan,2004,Sweet potatoes,250372,105460.8633405126,64688.88,1668.0,14.05
Japan,2005,Sweet potatoes,258088,98625.40801042471,63829.77,1668.0,15.75
Japan,2005,Sweet potatoes,258088,109898.62163217255,63829.77,1668.0,12.99
Japan,2005,Sweet potatoes,258088,98625.40801042471,63829.77,1668.0,15.75
Japan,2005,Sweet potatoes,258088,100109.90985654396,63829.77,1668.0,15.36
Japan,2005,Sweet potatoes,258088,100109.90985654396,63829.77,1668.0,15.36
Japan,2005,Sweet potatoes,258088,109898.62163217255,63829.77,1668.0,12.99
Japan,2006,Sweet potatoes,242377,98361.87055539922,65248.26,1668.0,15.87
Japan,2006,Sweet potatoes,242377,108793.43494036912,65248.26,1668.0,13.28
Japan,2006,Sweet potatoes,242377,98175.9771538893,65248.26,1668.0,15.92
Japan,2006,Sweet potatoes,242377,100023.02980088149,65248.26,1668.0,15.43
Japan,2006,Sweet potatoes,242377,99946.53695288443,65248.26,1668.0,15.45
Japan,2006,Sweet potatoes,242377,108793.43494036912,65248.26,1668.0,13.28
Japan,2007,Sweet potatoes,237936,95398.01603147908,61164.07,1668.0,16.53
Japan,2007,Sweet potatoes,237936,106594.17649933352,61164.07,1668.0,13.68
Japan,2007,Sweet potatoes,237936,95326.18148303752,61164.07,1668.0,16.55
Japan,2007,Sweet potatoes,237936,97224.38670527664,61164.07,1668.0,16.03
Japan,2007,Sweet potatoes,237936,97559.36388703123,61164.07,1668.0,15.94
Japan,2007,Sweet potatoes,237936,106594.17649933352,61164.07,1668.0,13.68
Japan,2008,Sweet potatoes,248403,97156.69516046977,58750.0,1668.0,15.96
Japan,2008,Sweet potatoes,248403,107898.94511206602,58750.0,1668.0,13.31
Japan,2008,Sweet potatoes,248403,97081.88723674213,58750.0,1668.0,15.98
Japan,2008,Sweet potatoes,248403,98710.94366432658,58750.0,1668.0,15.55
Japan,2008,Sweet potatoes,248403,98634.2114552557,58750.0,1668.0,15.57
Japan,2008,Sweet potatoes,248403,107898.94511206602,58750.0,1668.0,13.31
Japan,2009,Sweet potatoes,253333,97570.66764701155,60970.8,1668.0,15.93
Japan,2009,Sweet potatoes,253333,107127.14117271343,60970.8,1668.0,13.55
Japan,2009,Sweet potatoes,253333,97235.37184919804,60970.8,1668.0,16.02
Japan,2009,Sweet potatoes,253333,98778.22476642758,60970.8,1668.0,15.61
Japan,2009,Sweet potatoes,253333,98549.97738877157,60970.8,1668.0,15.67
Japan,2009,Sweet potatoes,253333,107127.14117271343,60970.8,1668.0,13.55
Japan,2010,Sweet potatoes,217531,96118.29704519303,55576.0,1668.0,16.12
Japan,2010,Sweet potatoes,217531,105306.0273461982,55576.0,1668.0,13.82
Japan,2010,Sweet potatoes,217531,96529.4443591616,55576.0,1668.0,16.01
Japan,2010,Sweet potatoes,217531,97322.24683508452,55576.0,1668.0,15.8
Japan,2010,Sweet potatoes,217531,97056.82946528317,55576.0,1668.0,15.87
Japan,2010,Sweet potatoes,217531,105306.0273461982,55576.0,1668.0,13.82
Japan,2011,Sweet potatoes,227738,97135.75127287651,51796.3,1668.0,15.71
Japan,2011,Sweet potatoes,227738,106993.97614083724,51796.3,1668.0,13.32
Japan,2011,Sweet potatoes,227738,97482.6932622953,51796.3,1668.0,15.62
Japan,2011,Sweet potatoes,227738,98417.16479093947,51796.3,1668.0,15.38
Japan,2011,Sweet potatoes,227738,98221.36854498653,51796.3,1668.0,15.43
Japan,2011,Sweet potatoes,227738,106993.97614083724,51796.3,1668.0,13.32
Japan,2012,Sweet potatoes,225747,98238.46395492242,54716.4,1668.0,15.53
Japan,2012,Sweet potatoes,225747,108287.53428276855,54716.4,1668.0,13.11
Japan,2012,Sweet potatoes,225747,98199.79009859626,54716.4,1668.0,15.54
Japan,2012,Sweet potatoes,225747,99765.04852929838,54716.4,1668.0,15.14
Japan,2012,Sweet potatoes,225747,99488.4178776189,54716.4,1668.0,15.21
Japan,2012,Sweet potatoes,225747,108287.53428276855,54716.4,1668.0,13.11
Japan,2013,Sweet potatoes,244119,94171.94657093436,52794.3,1668.0,16.54
Japan,2013,Sweet potatoes,244119,104565.71298203408,52794.3,1668.0,13.91
Japan,2013,Sweet potatoes,244119,95053.12410275382,52794.3,1668.0,16.3
Japan,2013,Sweet potatoes,244119,96173.60420201607,52794.3,1668.0,16.0
Japan,2013,Sweet potatoes,244119,96098.24845568789,52794.3,1668.0,16.02
Japan,2013,Sweet potatoes,244119,104565.71298203408,52794.3,1668.0,13.91
Japan,1990,Wheat,36540,98274.06374026815,79821.18,1668.0,16.4
Japan,1990,Wheat,36540,106804.53502248334,79821.18,1668.0,14.14
Japan,1990,Wheat,36540,98063.9240098827,79821.18,1668.0,16.46
Japan,1990,Wheat,36540,99265.88605714857,79821.18,1668.0,16.12
Japan,1990,Wheat,36540,99087.42558270451,79821.18,1668.0,16.17
Japan,1990,Wheat,36540,106804.53502248334,79821.18,1668.0,14.14
Japan,1991,Wheat,31797,101156.65292891134,79821.18,1668.0,15.6
Japan,1991,Wheat,31797,110196.00171375365,79821.18,1668.0,13.32
Japan,1991,Wheat,31797,101788.55158595517,79821.18,1668.0,15.43
Japan,1991,Wheat,31797,101975.69481133814,79821.18,1668.0,15.38
Japan,1991,Wheat,31797,101564.75412301175,79821.18,1668.0,15.49
Japan,1991,Wheat,31797,110196.00171375365,79821.18,1668.0,13.32
Japan,1992,Wheat,35371,101045.84540803061,79821.18,1668.0,15.63
Japan,1992,Wheat,35371,111821.16152900747,79821.18,1668.0,12.94
Japan,1992,Wheat,35371,100861.63554445133,79821.18,1668.0,15.68
Japan,1992,Wheat,35371,102616.37008689859,79821.18,1668.0,15.21
Japan,1992,Wheat,35371,102427.2321754891,79821.18,1668.0,15.26
Japan,1992,Wheat,35371,111821.16152900747,79821.18,1668.0,12.94
Japan,1993,Wheat,34739,103686.38409601818,79821.18,1668.0,14.93
Japan,1993,Wheat,34739,113789.5173145236,79821.18,1668.0,12.49
Japan,1993,Wheat,34739,103455.54656474592,79821.18,1668.0,14.99
Japan,1993,Wheat,34739,104657.30056457737,79821.18,1668.0,14.68
Japan,1993,Wheat,34739,104500.96832004184,79821.18,1668.0,14.72
Japan,1993,Wheat,34739,113789.5173145236,79821.18,1668.0,12.49
Japan,1994,Wheat,37182,98520.29450274767,79821.18,1668.0,16.33
Japan,1994,Wheat,37182,108274.04103006315,79821.18,1668.0,13.78
Japan,1994,Wheat,37182,98238.9817846345,79821.18,1668.0,16.41
Japan,1994,Wheat,37182,99480.81303399763,79821.18,1668.0,16.06
Japan,1994,Wheat,37182,99444.93320395336,79821.18,1668.0,16.07
Japan,1994,Wheat,37182,108274.04103006315,79821.18,1668.0,13.78
Japan,1995,Wheat,29319,102465.01282398215,79821.18,1668.0,15.25
Japan,1995,Wheat,29319,111648.496325949,79821.18,1668.0,12.98
Japan,1995,Wheat,29319,102201.04108931389,79821.18,1668.0,15.32
Japan,1995,Wheat,29319,104072.99066635965,79821.18,1668.0,14.83
Japan,1995,Wheat,29319,103532.39854092561,79821.18,1668.0,14.97
Japan,1995,Wheat,29319,111648.496325949,79821.18,1668.0,12.98
Japan,1996,Wheat,30164,102654.26806986379,79821.18,1668.0,15.2
Japan,1996,Wheat,30164,113259.97599328891,79821.18,1668.0,12.61
Japan,1996,Wheat,30164,102201.04108931389,79821.18,1668.0,15.32
Japan,1996,Wheat,30164,104228.29036754023,79821.18,1668.0,14.79
Japan,1996,Wheat,30164,104189.43024190344,79821.18,1668.0,14.8
Japan,1996,Wheat,30164,113259.97599328891,79821.18,1668.0,12.61
Japan,1997,Wheat,36387,100568.1200412348,79821.18,1668.0,15.76
Japan,1997,Wheat,36387,109731.88504264998,79821.18,1668.0,13.43
Japan,1997,Wheat,36387,100094.36057959755,79821.18,1668.0,15.89
Japan,1997,Wheat,36387,102013.19385709803,79821.18,1668.0,15.37
Japan,1997,Wheat,36387,101938.21923247268,79821.18,1668.0,15.39
Japan,1997,Wheat,36387,109731.88504264998,79821.18,1668.0,13.43
Japan,1998,Wheat,35111,97163.08073962855,79821.18,1668.0,16.72
Japan,1998,Wheat,35111,108439.19682690415,79821.18,1668.0,13.74
Japan,1998,Wheat,35111,97094.44217649919,79821.18,1668.0,16.74
Japan,1998,Wheat,35111,98309.16916279621,79821.18,1668.0,16.39
Japan,1998,Wheat,35111,98098.88863104422,79821.18,1668.0,16.45
Japan,1998,Wheat,35111,108439.19682690415,79821.18,1668.0,13.74
Japan,1999,Wheat,34544,99949.38631196594,79821.18,1668.0,15.93
Japan,1999,Wheat,34544,108274.04103006315,79821.18,1668.0,13.78
Japan,1999,Wheat,34544,99949.38631196594,79821.18,1668.0,15.93
Japan,1999,Wheat,34544,100935.24908919973,79821.18,1668.0,15.66
Japan,1999,Wheat,34544,100458.43893128668,79821.18,1668.0,15.79
Japan,1999,Wheat,34544,108274.04103006315,79821.18,1668.0,13.78
Japan,2000,Wheat,37607,99985.59467853219,79821.18,1668.0,15.92
Japan,2000,Wheat,37607,109438.01648447852,79821.18,1668.0,13.5
Japan,2000,Wheat,37607,99877.03997951669,79821.18,1668.0,15.95
Japan,2000,Wheat,37607,101230.64194397064,79821.18,1668.0,15.58
Japan,2000,Wheat,37607,100898.43058337831,79821.18,1668.0,15.67
Japan,2000,Wheat,37607,109438.01648447852,79821.18,1668.0,13.5
Japan,2001,Wheat,35546,100075.59643065404,78735.45,1668.0,15.86
Japan,2001,Wheat,35546,110894.90827659436,78735.45,1668.0,13.13
Japan,2001,Wheat,35546,99676.30875160151,78735.45,1668.0,15.97
Japan,2001,Wheat,35546,101776.11000528903,78735.45,1668.0,15.4
Japan,2001,Wheat,35546,101514.13296936362,78735.45,1668.0,15.47
Japan,2001,Wheat,35546,110894.90827659436,78735.45,1668.0,13.13
Japan,2002,Wheat,40010,98198.10943811308,70262.54,1668.0,16.09
Japan,2002,Wheat,40010,108756.42748573923,70262.54,1668.0,13.42
Japan,2002,Wheat,40010,98526.76273483636,70262.54,1668.0,16.0
Japan,2002,Wheat,40010,99598.68694977532,70262.54,1668.0,15.71
Japan,2002,Wheat,40010,99524.1275356989,70262.54,1668.0,15.73
Japan,2002,Wheat,40010,108756.42748573923,70262.54,1668.0,13.42
Japan,2004,Wheat,40466,95772.82303509612,64688.88,1668.0,16.56
Japan,2004,Wheat,40466,105460.8633405126,64688.88,1668.0,14.05
Japan,2004,Wheat,40466,95844.17531866537,64688.88,1668.0,16.54
Japan,2004,Wheat,40466,97108.0350952704,64688.88,1668.0,16.19
Japan,2004,Wheat,40466,96599.04155114725,64688.88,1668.0,16.33
Japan,2004,Wheat,40466,105460.8633405126,64688.88,1668.0,14.05
Japan,2005,Wheat,40970,98625.40801042471,63829.77,1668.0,15.75
Japan,2005,Wheat,40970,109898.62163217255,63829.77,1668.0,12.99
Japan,2005,Wheat,40970,98625.40801042471,63829.77,1668.0,15.75
Japan,2005,Wheat,40970,100109.90985654396,63829.77,1668.0,15.36
Japan,2005,Wheat,40970,100109.90985654396,63829.77,1668.0,15.36
Japan,2005,Wheat,40970,109898.62163217255,63829.77,1668.0,12.99
Japan,2006,Wheat,38351,98361.87055539922,65248.26,1668.0,15.87
Japan,2006,Wheat,38351,108793.43494036912,65248.26,1668.0,13.28
Japan,2006,Wheat,38351,98175.9771538893,65248.26,1668.0,15.92
Japan,2006,Wheat,38351,100023.02980088149,65248.26,1668.0,15.43
Japan,2006,Wheat,38351,99946.53695288443,65248.26,1668.0,15.45
Japan,2006,Wheat,38351,108793.43494036912,65248.26,1668.0,13.28
Japan,2007,Wheat,43400,95398.01603147908,61164.07,1668.0,16.53
Japan,2007,Wheat,43400,106594.17649933352,61164.07,1668.0,13.68
Japan,2007,Wheat,43400,95326.18148303752,61164.07,1668.0,16.55
Japan,2007,Wheat,43400,97224.38670527664,61164.07,1668.0,16.03
Japan,2007,Wheat,43400,97559.36388703123,61164.07,1668.0,15.94
Japan,2007,Wheat,43400,106594.17649933352,61164.07,1668.0,13.68
Japan,2008,Wheat,42203,97156.69516046977,58750.0,1668.0,15.96
Japan,2008,Wheat,42203,107898.94511206602,58750.0,1668.0,13.31
Japan,2008,Wheat,42203,97081.88723674213,58750.0,1668.0,15.98
Japan,2008,Wheat,42203,98710.94366432658,58750.0,1668.0,15.55
Japan,2008,Wheat,42203,98634.2114552557,58750.0,1668.0,15.57
Japan,2008,Wheat,42203,107898.94511206602,58750.0,1668.0,13.31
Japan,2009,Wheat,32367,97570.66764701155,60970.8,1668.0,15.93
Japan,2009,Wheat,32367,107127.14117271343,60970.8,1668.0,13.55
Japan,2009,Wheat,32367,97235.37184919804,60970.8,1668.0,16.02
Japan,2009,Wheat,32367,98778.22476642758,60970.8,1668.0,15.61
Japan,2009,Wheat,32367,98549.97738877157,60970.8,1668.0,15.67
Japan,2009,Wheat,32367,107127.14117271343,60970.8,1668.0,13.55
Japan,2010,Wheat,27612,96118.29704519303,55576.0,1668.0,16.12
Japan,2010,Wheat,27612,105306.0273461982,55576.0,1668.0,13.82
Japan,2010,Wheat,27612,96529.4443591616,55576.0,1668.0,16.01
Japan,2010,Wheat,27612,97322.24683508452,55576.0,1668.0,15.8
Japan,2010,Wheat,27612,97056.82946528317,55576.0,1668.0,15.87
Japan,2010,Wheat,27612,105306.0273461982,55576.0,1668.0,13.82
Japan,2011,Wheat,35286,97135.75127287651,51796.3,1668.0,15.71
Japan,2011,Wheat,35286,106993.97614083724,51796.3,1668.0,13.32
Japan,2011,Wheat,35286,97482.6932622953,51796.3,1668.0,15.62
Japan,2011,Wheat,35286,98417.16479093947,51796.3,1668.0,15.38
