source,sport,name,metric,value,z_score,is_outlier,temporal_context,is_peak_event,is_physique_shift
Olympic,Wrestling,Per Oskar Svensson,Weight,105.0,1.77,True,,False,True
Olympic,Wrestling,Per Oskar Svensson,Weight,105.0,1.77,True,,False,False
Olympic,Wrestling,Per Oskar Svensson,Weight,105.0,1.77,True,,False,True
Olympic,Wrestling,Sten Ragnar Svensson,Weight,110.0,2.06,True,structural_break_1960,False,True
Olympic,Wrestling,Sten Ragnar Svensson,Weight,110.0,2.06,True,,False,True
Olympic,Wrestling,Sten Ragnar Svensson,Weight,110.0,2.06,True,,False,False
Olympic,Wrestling,Yannick Szczepaniak,Weight,120.0,2.64,True,,False,True
Olympic,Wrestling,Yannick Szczepaniak,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,"Leander James ""Lee"" Talbott, Jr.",Weight,102.0,1.6,True,,True,False
Olympic,Wrestling,Ayhan Takn,Weight,103.0,1.66,True,,False,False
Olympic,Wrestling,Ari Michael Taub,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,"Christopher J. ""Chris"" Taylor",Weight,182.0,6.19,True,,True,True
Olympic,Wrestling,"Christopher J. ""Chris"" Taylor",Weight,182.0,6.19,True,,True,True
Olympic,Wrestling,Artur Borisovich Taymazov,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Artur Borisovich Taymazov,Weight,120.0,2.64,True,,False,True
Olympic,Wrestling,Artur Borisovich Taymazov,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Artur Borisovich Taymazov,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Florian Skilang Temengil,Weight,125.0,2.92,True,,True,False
Olympic,Wrestling,Florian Skilang Temengil,Weight,125.0,2.92,True,,True,False
Olympic,Wrestling,Marco Tern,Weight,125.0,2.92,True,,True,False
Olympic,Wrestling,Marco Tern,Weight,125.0,2.92,True,,True,False
Olympic,Wrestling,Sven Thiele,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Sven Thiele,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Sven Thiele,Weight,120.0,2.64,True,,False,True
Olympic,Wrestling,"Jeffrey James Milton ""Jeff"" Thue",Weight,118.0,2.52,True,,False,False
Olympic,Wrestling,Tian Lei,Weight,130.0,3.21,True,,True,False
Olympic,Wrestling,Rajiv Tomer,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Aleksandar Tomov Lazarov,Weight,109.0,2.0,True,,False,True
Olympic,Wrestling,Aleksandar Tomov Lazarov,Weight,109.0,2.0,True,,False,False
Olympic,Wrestling,Aleksandar Tomov Lazarov,Weight,109.0,2.0,True,,False,False
Olympic,Wrestling,Efstathios Topalidis,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,"Alexandros ""Petros"" Triantafyllidis",Weight,104.0,1.72,True,,False,False
Olympic,Wrestling,Georgy Aleksandrovich Tsurtsumia,Weight,120.0,2.64,True,,False,True
Olympic,Wrestling,Tomomi Tsuruta,Weight,110.0,2.06,True,,False,True
Olympic,Wrestling,Zaza Turmanidze,Weight,130.0,3.21,True,,True,False
Olympic,Wrestling,Nurmakhan Anarbekovich Tynaliyev,Weight,130.0,3.21,True,,True,False
Olympic,Wrestling,Nurmakhan Anarbekovich Tynaliyev,Weight,130.0,3.21,True,,True,False
Olympic,Wrestling,Raymond Uytterhaeghe,Weight,110.0,2.06,True,,False,False
Olympic,Wrestling,Raymond Uytterhaeghe,Weight,110.0,2.06,True,,False,False
Olympic,Wrestling,David Vla,Weight,115.0,2.35,True,,False,False
Olympic,Wrestling,David Vla,Weight,115.0,2.35,True,,False,True
Olympic,Wrestling,David Vla,Weight,115.0,2.35,True,,False,False
Olympic,Wrestling,Fabio Valguarnera,Weight,125.0,2.92,True,,True,False
Olympic,Wrestling,Merab Muradovych Valiyev,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Merab Muradovych Valiyev,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Oldich Vlask,Weight,110.0,2.06,True,,False,True
Olympic,Wrestling,Wang Chunguang,Weight,130.0,3.21,True,,True,False
Olympic,Wrestling,Max Widmer,Weight,110.0,2.06,True,structural_break_1960,False,True
Olympic,Wrestling,Edward Wojda,Weight,108.0,1.95,True,,False,False
Olympic,Wrestling,Edward Wojda,Weight,108.0,1.95,True,,False,True
Olympic,Wrestling,Richard Wolff,Weight,107.0,1.89,True,,False,False
Olympic,Wrestling,Roman Dominik Wrocawski,Weight,130.0,3.21,True,,True,False
Olympic,Wrestling,Shizuo Yada,Weight,104.0,1.72,True,,False,True
Olympic,Wrestling,Yuriy Yevseychyk,Weight,120.0,2.64,True,,False,False
Olympic,Wrestling,Yuriy Yevseychyk,Weight,120.0,2.64,True,,False,True
Olympic,Wrestling,Gyasettin Ylmaz,Weight,110.0,2.06,True,,False,True
Olympic,Wrestling,Gyasettin Ylmaz,Weight,110.0,2.06,True,,False,False
Olympic,Wrestling,Gyasettin Ylmaz,Weight,110.0,2.06,True,,False,True
Olympic,Wrestling,Miguel Zambrano de la Cruz,Weight,148.0,4.24,True,,True,True
Olympic,Wrestling,Miguel Zambrano de la Cruz,Weight,148.0,4.24,True,,True,True
Olympic,Wrestling,Miguel Zambrano de la Cruz,Weight,148.0,4.24,True,,True,False
Olympic,Wrestling,Alen Taimurazovych Zasieiev,Weight,125.0,2.92,True,,True,False
Olympic,Luge,Grant Albrecht,Height,193.0,2.25,True,,True,False
Olympic,Luge,Grant Albrecht,Height,193.0,2.25,True,,True,False
Olympic,Luge,Monika Auer,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Monika Auer,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Jacqueline Barasinski,Height,161.0,-2.13,True,,False,False
Olympic,Luge,Michelle Despain (-Hoeger),Height,160.0,-2.27,True,,False,False
Olympic,Luge,"Deborah Kay ""Debra"" Genovese",Height,157.0,-2.68,True,,False,False
Olympic,Luge,Viktor Ilyin,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Viktor Ilyin,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Sheila Marie Johansen,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Yumiko Kato,Height,161.0,-2.13,True,,False,False
Olympic,Luge,Hitomi Koshimizu,Height,153.0,-3.23,True,,False,False
Olympic,Luge,Hitomi Koshimizu,Height,153.0,-3.23,True,,False,False
Olympic,Luge,James William McKinnon Manclark,Height,193.0,2.25,True,,True,False
Olympic,Luge,Elisabeth Nagele,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Mieko Ogawa,Height,158.0,-2.54,True,,False,False
Olympic,Luge,Yuko Otaka (Kobayashi-),Height,155.0,-2.95,True,,False,False
Olympic,Luge,Irena Paweczyk (-Kowalska),Height,159.0,-2.41,True,,False,False
Olympic,Luge,Simon J. Payne,Height,196.0,2.67,True,structural_break_1992,True,True
Olympic,Luge,Simon J. Payne,Height,196.0,2.67,True,,True,False
Olympic,Luge,Ryszard Pdrak (-Janowicz),Height,157.0,-2.68,True,,False,False
Olympic,Luge,Erica Prugger,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Erica Prugger,Height,160.0,-2.27,True,,False,False
Olympic,Luge,Harald Christopher Rasmus Rolfsen,Height,196.0,2.67,True,structural_break_1992,True,True
Olympic,Luge,Harald Christopher Rasmus Rolfsen,Height,196.0,2.67,True,,True,False
Olympic,Luge,Tobias Schiegl,Height,199.0,3.08,True,,True,False
Olympic,Luge,Tobias Schiegl,Height,199.0,3.08,True,,True,True
Olympic,Luge,Tobias Schiegl,Height,199.0,3.08,True,,True,False
Olympic,Luge,Tobias Schiegl,Height,199.0,3.08,True,,True,False
Olympic,Luge,Tobias Schiegl,Height,199.0,3.08,True,,True,True
Olympic,Luge,Hiroko Shibuya,Height,158.0,-2.54,True,,False,False
Olympic,Luge,Sven Anders Sderberg,Height,193.0,2.25,True,,True,False
Olympic,Luge,Sven Anders Sderberg,Height,193.0,2.25,True,,True,True
Olympic,Luge,Sven Anders Sderberg,Height,193.0,2.25,True,,True,True
Olympic,Luge,Sven Anders Sderberg,Height,193.0,2.25,True,,True,False
Olympic,Luge,Sven Anders Sderberg,Height,193.0,2.25,True,,True,False
Olympic,Luge,"Jonathan William A. ""Jonnie"" Woodall",Height,198.0,2.94,True,,True,False
Olympic,Luge,"Jonathan William A. ""Jonnie"" Woodall",Height,198.0,2.94,True,,True,False
Olympic,Luge,Alyson Wreford,Height,158.0,-2.54,True,,False,False
Olympic,Luge,Shino Yanagisawa,Height,158.0,-2.54,True,,False,True
Olympic,Luge,Vera Zozua (-Pyatnizin),Height,157.0,-2.68,True,,False,False
Olympic,Luge,Vera Zozua (-Pyatnizin),Height,157.0,-2.68,True,,False,False
Olympic,Luge,Vera Zozua (-Pyatnizin),Height,157.0,-2.68,True,,False,False
Olympic,Luge,Susan Hall Charlesworth,Weight,53.0,-2.33,True,,False,False
Olympic,Luge,Jean-Pierre De Petro,Weight,101.0,2.38,True,,True,False
Olympic,Luge,Martha Clare Diplock,Weight,53.0,-2.33,True,,False,False
Olympic,Luge,"Deborah Kay ""Debra"" Genovese",Weight,48.0,-2.82,True,,False,False
Olympic,Luge,Bernhard Glass,Weight,104.0,2.67,True,,True,False
Olympic,Luge,Barbara Gorgo-Flont,Weight,53.0,-2.33,True,,False,False
Olympic,Luge,Maura Jo Haponski,Weight,51.0,-2.53,True,,False,False
Olympic,Luge,Yumiko Kato,Weight,54.0,-2.23,True,,False,False
Olympic,Luge,Doris Preindl,Weight,53.0,-2.33,True,,False,True
Olympic,Luge,Erica Prugger,Weight,48.0,-2.82,True,,False,False
Olympic,Luge,Erica Prugger,Weight,48.0,-2.82,True,,False,False
Olympic,Luge,Johann Schdler,Weight,52.0,-2.43,True,,False,False
Olympic,Luge,Hans Stanggassinger,Weight,112.0,3.46,True,,True,False
Olympic,Luge,Wendel D. Suckow,Weight,102.0,2.48,True,structural_break_1992,True,True
Olympic,Luge,Wendel D. Suckow,Weight,102.0,2.48,True,structural_break_1992,True,True
Olympic,Luge,Wendel D. Suckow,Weight,102.0,2.48,True,,True,False
Olympic,Luge,Wendel D. Suckow,Weight,102.0,2.48,True,,True,True
Olympic,Luge,George Franklin Tucker,Weight,105.0,2.77,True,,True,False
Olympic,Luge,George Franklin Tucker,Weight,105.0,2.77,True,,True,False
Olympic,Luge,Shino Yanagisawa,Weight,54.0,-2.23,True,,False,True
Olympic,Luge,Aleksandr Yuryevich Zubkov,Weight,102.0,2.48,True,,True,True
Olympic,Water Polo,Maximiliano Aguilar Salazar,Height,161.0,-2.48,True,,False,False
Olympic,Water Polo,Maximiliano Aguilar Salazar,Height,161.0,-2.48,True,,False,True
Olympic,Water Polo,McQuin Baron,Height,206.0,2.81,True,,True,False
Olympic,Water Polo,Damir Buri,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Damir Buri,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Damir Buri,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Damir Buri,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,"Geoffrey ""Geoff"" Clark",Height,202.0,2.34,True,,True,False
Olympic,Water Polo,"Geoffrey ""Geoff"" Clark",Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Mario de Lorenzo,Height,157.0,-2.95,True,,False,False
Olympic,Water Polo,dm Jozsef Decker,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Istvn Gergely,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Istvn Gergely,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Istvn Gergely,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Dimitri Goan,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Olivr Halassy (Haltmayer),Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Olivr Halassy (Haltmayer),Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Olivr Halassy (Haltmayer),Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Balzs Hrai,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Balzs Hrai,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Igor Hini,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Igor Hini,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Igor Hini,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Igor Hini,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Igor Hini,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Viktor Jeleni,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Viktor Jeleni,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Viktor Jeleni,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Maro Jokovi,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Maro Jokovi,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Maro Jokovi,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Rubn Junco Borrell,Height,154.0,-3.31,True,,False,False
Olympic,Water Polo,Oleksandra Andreyevna Karpovich,Height,160.0,-2.6,True,,False,False
Olympic,Water Polo,Genai Kerr,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Alajos Keser,Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Alajos Keser,Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Alajos Keser,Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Ferenc Keser,Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Ferenc Keser,Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Ferenc Keser,Height,155.0,-3.19,True,,False,False
Olympic,Water Polo,Enzo Khasz,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,"Douglas Burns ""Doug"" Kimbell",Height,205.0,2.69,True,,True,False
Olympic,Water Polo,"Douglas Burns ""Doug"" Kimbell",Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Duan Mandi,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Duan Mandi,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,"Joseph ""Joe"" O'Regan",Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Tomislav Pakvalin,Height,204.0,2.57,True,,True,False
Olympic,Water Polo,Tomislav Pakvalin,Height,204.0,2.57,True,,True,False
Olympic,Water Polo,Zoran Petrovi,Height,203.0,2.45,True,,True,False
Olympic,Water Polo,Georgios Psykhos,Height,206.0,2.81,True,,True,False
Olympic,Water Polo,Georgios Psykhos,Height,206.0,2.81,True,,True,False
Olympic,Water Polo,Alex Roelse,Height,204.0,2.57,True,,True,False
Olympic,Water Polo,Fabian Schroedter,Height,204.0,2.57,True,,True,False
Olympic,Water Polo,"Istvn Szivs, Jr.",Height,202.0,2.34,True,,True,False
Olympic,Water Polo,"Istvn Szivs, Jr.",Height,202.0,2.34,True,,True,False
Olympic,Water Polo,"Istvn Szivs, Jr.",Height,202.0,2.34,True,,True,True
Olympic,Water Polo,"Istvn Szivs, Jr.",Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Stefano Tempesti,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Stefano Tempesti,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Stefano Tempesti,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Stefano Tempesti,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Stefano Tempesti,Height,205.0,2.69,True,,True,False
Olympic,Water Polo,Mrton Gyrgy Vmos,Height,202.0,2.34,True,,True,False
Olympic,Water Polo,Daniel Vo,Height,204.0,2.57,True,,True,False
Olympic,Water Polo,Ricard Alarcn Tevar,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Diana Ivanovna Antonova,Weight,50.0,-2.49,True,,False,False
Olympic,Water Polo,Ryan Bailey,Weight,111.0,2.52,True,,True,False
Olympic,Water Polo,Ryan Bailey,Weight,111.0,2.52,True,,True,False
Olympic,Water Polo,Ryan Bailey,Weight,111.0,2.52,True,,True,False
Olympic,Water Polo,Ryan Bailey,Weight,111.0,2.52,True,,True,False
Olympic,Water Polo,Jamie Beadsworth,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Jamie Beadsworth,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Ozren Bonai,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Ozren Bonai,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Ozren Bonai,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Ozren Bonai,Weight,110.0,2.44,True,,True,True
Olympic,Water Polo,Brandon Brooks,Weight,111.0,2.52,True,,True,False
Olympic,Water Polo,Brandon Brooks,Weight,111.0,2.52,True,,True,False
Olympic,Water Polo,Damir Buri,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Damir Buri,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Damir Buri,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Damir Buri,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Andro Bulje,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Andro Bulje,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Andro Bulje,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Mihnea Chioveanu,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,"Timothy ""Tim"" Cleland",Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,dm Jozsef Decker,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Nika Dobud,Weight,118.0,3.1,True,,True,False
Olympic,Water Polo,Jrg Dresel,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Jrg Dresel,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Istvn Gergely,Weight,112.0,2.61,True,,True,False
Olympic,Water Polo,Istvn Gergely,Weight,112.0,2.61,True,,True,False
Olympic,Water Polo,Istvn Gergely,Weight,112.0,2.61,True,,True,False
Olympic,Water Polo,Dimitri Goan,Weight,113.0,2.69,True,,True,False
Olympic,Water Polo,Balzs Hrai,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Balzs Hrai,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Igor Hini,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Igor Hini,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Igor Hini,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Igor Hini,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Igor Hini,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,"Joseph ""Joe"" Kayes",Weight,125.0,3.68,True,,True,False
Olympic,Water Polo,Gbor Kis,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Gbor Kis,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,"Gergely ""Gerg"" Kiss",Weight,112.0,2.61,True,,True,False
Olympic,Water Polo,"Gergely ""Gerg"" Kiss",Weight,112.0,2.61,True,,True,False
Olympic,Water Polo,"Gergely ""Gerg"" Kiss",Weight,112.0,2.61,True,,True,False
Olympic,Water Polo,"Gergely ""Gerg"" Kiss",Weight,112.0,2.61,True,,True,False
Olympic,Water Polo,Filip Klikovac,Weight,118.0,3.1,True,,True,False
Olympic,Water Polo,Marko Macan,Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,John Devlin Mann,Weight,113.0,2.69,True,,True,False
Olympic,Water Polo,John Devlin Mann,Weight,113.0,2.69,True,,True,False
Olympic,Water Polo,Saa Mii,Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,"Konstantinos ""Kostas"" Mourikis",Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,"Konstantinos ""Kostas"" Mourikis",Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,Ivn Ernesto Prez Vargas,Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,Ivn Ernesto Prez Vargas,Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,Ivn Ernesto Prez Vargas,Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,Ivn Ernesto Prez Vargas,Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,Cosmin Alexandru Radu,Weight,110.0,2.44,True,,True,False
Olympic,Water Polo,Andrey Mikhaylovich Rekechinsky,Weight,109.0,2.36,True,,True,False
Olympic,Water Polo,Alex Roelse,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Paul Curkeet Samson,Weight,114.0,2.77,True,,True,False
Olympic,Water Polo,Dejan Savi,Weight,120.0,3.26,True,,True,False
Olympic,Water Polo,Dejan Savi,Weight,120.0,3.26,True,,True,False
Olympic,Water Polo,Dejan Savi,Weight,120.0,3.26,True,,True,False
Olympic,Water Polo,Dejan Savi,Weight,120.0,3.26,True,,True,False
Olympic,Water Polo,Thomas Schertwitis,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Thomas Schertwitis,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Denis efik,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Denis efik,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Denis efik,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Dubravko imenc,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Dubravko imenc,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Dubravko imenc,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Dubravko imenc,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Mile Smodlaka,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Mile Smodlaka,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Mile Smodlaka,Weight,115.0,2.85,True,,True,False
Olympic,Water Polo,Yury Vasilyevich Smolovoy,Weight,118.0,3.1,True,,True,False
Olympic,Water Polo,Yury Vasilyevich Smolovoy,Weight,118.0,3.1,True,,True,False
Olympic,Water Polo,Yury Vasilyevich Smolovoy,Weight,118.0,3.1,True,,True,False
Olympic,Water Polo,Josip Vrli,Weight,120.0,3.26,True,,True,False
Olympic,Hockey,Riaz Ahmed,Height,150.0,-3.16,True,,False,False
Olympic,Hockey,Riaz Ahmed,Height,150.0,-3.16,True,,False,False
Olympic,Hockey,Leyla Begnyazovna Akhmerova,Height,160.0,-1.82,True,structural_break_1980,False,True
Olympic,Hockey,Chie Akutsu,Height,155.0,-2.49,True,,False,False
Olympic,Hockey,Lucas Alubaha,Height,188.0,1.91,True,,True,True
Olympic,Hockey,Lucas Alubaha,Height,188.0,1.91,True,,True,False
Olympic,Hockey,Juan Amat Fontanals,Height,193.0,2.57,True,,True,False
Olympic,Hockey,Juan Amat Fontanals,Height,193.0,2.57,True,,True,False
Olympic,Hockey,Juan Amat Fontanals,Height,193.0,2.57,True,,True,False
Olympic,Hockey,Juan Amat Fontanals,Height,193.0,2.57,True,structural_break_1980,True,True
Olympic,Hockey,David Vincent Leslie Ames,Height,188.0,1.91,True,,True,False
Olympic,Hockey,Robert Andrew,Height,188.0,1.91,True,,True,False
Olympic,Hockey,"Gabriele Marion ""Gaby"" Appel (-Reimann)",Height,154.0,-2.62,True,,False,True
Olympic,Hockey,"Gabriele Marion ""Gaby"" Appel (-Reimann)",Height,154.0,-2.62,True,,False,False
Olympic,Hockey,Manzoor Hussain Atif,Height,187.0,1.77,True,,False,False
Olympic,Hockey,Manzoor Hussain Atif,Height,187.0,1.77,True,,False,False
Olympic,Hockey,Manzoor Hussain Atif,Height,187.0,1.77,True,,False,False
Olympic,Hockey,Manzoor Hussain Atif,Height,187.0,1.77,True,,False,False
Olympic,Hockey,Teneal Attard,Height,161.0,-1.69,True,,False,False
Olympic,Hockey,Teneal Attard,Height,161.0,-1.69,True,,False,False
Olympic,Hockey,Julian Austin,Height,188.0,1.91,True,,True,True
Olympic,Hockey,Marian Aylmore (Bell-),Height,159.0,-1.96,True,,False,True
Olympic,Hockey,Billy Pierre Bakker,Height,188.0,1.91,True,,True,False
Olympic,Hockey,Billy Pierre Bakker,Height,188.0,1.91,True,,True,False
Olympic,Hockey,Carmel Bakurski,Height,159.0,-1.96,True,,False,False
Olympic,Hockey,Subramani Balada Kalaiah,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Sara Ballantyne,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Wendy Banks,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Kate Barber,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Paul Jason Barber,Height,189.0,2.04,True,,True,True
Olympic,Hockey,Paul Jason Barber,Height,189.0,2.04,True,,True,False
Olympic,Hockey,Kayla M. Bashore-Smedley,Height,157.0,-2.22,True,,False,False
Olympic,Hockey,Kayla M. Bashore-Smedley,Height,157.0,-2.22,True,,False,False
Olympic,Hockey,Christoph Bechmann,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Christoph Bechmann,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Christoph Bechmann,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Andreas Becker,Height,190.0,2.17,True,,True,True
Olympic,Hockey,Andreas Becker,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Lynne Beecroft,Height,161.0,-1.69,True,,False,True
Olympic,Hockey,Patrick Bellenbaum,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Ignacio Ricardo Bergner,Height,191.0,2.3,True,,True,False
Olympic,Hockey,Gangotri Bhandari,Height,147.0,-3.55,True,structural_break_1980,False,True
Olympic,Hockey,Balwinder Kaur Bhatia,Height,160.0,-1.82,True,structural_break_1980,False,True
Olympic,Hockey,Dorota Bielska,Height,154.0,-2.62,True,structural_break_1980,False,True
Olympic,Hockey,Jennie Louise Bimson,Height,161.0,-1.69,True,,False,False
Olympic,Hockey,Robert Ian Bird,Height,187.0,1.77,True,,False,False
Olympic,Hockey,Robert Ian Bird,Height,187.0,1.77,True,,False,False
Olympic,Hockey,Robyn Elaine Blackman (-Hocking),Height,150.0,-3.16,True,,False,True
Olympic,Hockey,"Christian ""Bdi"" Blunck",Height,189.0,2.04,True,,True,True
Olympic,Hockey,"Christian ""Bdi"" Blunck",Height,189.0,2.04,True,,True,False
Olympic,Hockey,Thiago Bomfim Campos Dantas,Height,193.0,2.57,True,,True,False
Olympic,Hockey,Berta Bonastre Peremateu,Height,157.0,-2.22,True,,False,False
Olympic,Hockey,Silvia Bonastre Peremateu,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Silvia Bonastre Peremateu,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Laura Branchaud,Height,161.0,-1.69,True,,False,True
Olympic,Hockey,Laura Branchaud,Height,161.0,-1.69,True,,False,False
Olympic,Hockey,Caroline Brewer,Height,155.0,-2.49,True,,False,False
Olympic,Hockey,"Regina E. ""Gina"" Buggy",Height,157.0,-2.22,True,,False,True
Olympic,Hockey,Mikhail Leonidovich Bukatin,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Nataliya Viktorovna Bykova (-Zvonaryova),Height,160.0,-1.82,True,structural_break_1980,False,True
Olympic,Hockey,Fernando Calp Kedinger,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Fernando Calp Kedinger,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Fernando Calp Kedinger,Height,190.0,2.17,True,,True,False
Olympic,Hockey,Ricardo Campos Hernndez,Height,150.0,-3.16,True,structural_break_1980,False,True
Olympic,Hockey,Mara Pilar Campoy,Height,158.0,-2.09,True,,False,False
Olympic,Hockey,Elena Carrin de la Lastra,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Elena Carrin de la Lastra,Height,160.0,-1.82,True,,False,False
Olympic,Hockey,Marc Chapon,Height,187.0,1.77,True,,False,False
Olympic,Hockey,Marc Chapon,Height,187.0,1.77,True,,False,False
