RegionName,state_abbr,CountyName,latest_rental_2br,latest_rental_4br,latest_rental_5br_plus,latest_rental_all,latest_zhvi_all,education_expenditure_per_student,average_unemployment_rate,TotalPop,Income,Poverty,Unemployment,IncomePerCap
Newnan,GA,Coweta County,1440.0,,,1499.5,224664.0,11.234799097901956,5.696488294314381,138015.0,67570.0,11.6,5.4,31548.0
Menifee,CA,Riverside County,1475.0,2235.0,,1850.0,375093.0,14.350461176725675,7.104013377926421,2355002.0,60807.0,15.6,9.9,25700.0
San Marcos,CA,San Diego County,2304.5,3000.0,,2745.0,602178.0,14.350461176725675,7.104013377926421,3283665.0,70588.0,13.3,7.1,34350.0
Canton,MI,Wayne County,1411.0,,,1800.0,282920.0,14.536102441168126,7.577926421404683,1763822.0,43702.0,23.7,11.6,24847.0
Herndon,VA,Fairfax County,1981.5,2595.0,,2100.0,567283.0,12.667988060706213,4.49180602006689,1142004.0,117515.0,6.1,4.5,52976.0
Carmel,IN,Hamilton County,1189.5,,,1900.0,370495.0,12.697927387762592,5.792642140468227,309687.0,90582.0,5.0,3.3,44443.0
Tonawanda,NY,Erie County,882.0,,,,159784.0,25.82558139983674,6.379096989966555,923995.0,54006.0,14.9,5.5,31083.0
Bothell,WA,Snohomish County,1925.0,2700.0,,2425.0,650780.0,13.805107691796751,6.628260869565217,771904.0,78020.0,8.8,5.4,35737.0
Newton,MA,Middlesex County,2300.0,3800.0,5000.0,3300.0,1158120.0,18.983879986406507,5.452842809364549,1582857.0,92878.0,8.2,4.8,47616.0
Chino,CA,San Bernardino County,2235.0,2850.0,,2500.0,511237.0,14.350461176725675,7.104013377926421,2121220.0,57156.0,18.2,9.9,22867.0
Redwood City,CA,San Mateo County,4023.0,,,4250.0,1583767.0,14.350461176725675,7.104013377926421,763450.0,105667.0,7.3,4.7,53516.0
Lafayette,IN,Tippecanoe County,800.0,,,975.0,148985.0,12.697927387762592,5.792642140468227,186081.0,50486.0,20.9,5.2,25481.0
Leesburg,VA,Loudoun County,1600.0,,,2300.0,570056.0,12.667988060706213,4.49180602006689,374558.0,129588.0,3.7,3.8,50456.0
Gulfport,MS,Harrison County,750.0,,,1000.0,127519.0,9.77984143795823,7.106521739130434,200491.0,44684.0,20.5,9.4,23127.0
Pittsburg,CA,Contra Costa County,1949.0,2749.5,,2399.0,582414.0,14.350461176725675,7.104013377926421,1123678.0,88456.0,9.8,6.9,42898.0
Duluth,GA,Gwinnett County,1446.0,,,1600.0,272132.0,11.234799097901956,5.696488294314381,889954.0,64496.0,12.1,5.8,27945.0
Parker,CO,Douglas County,1646.0,,,2300.0,526345.0,11.494860777718985,5.227759197324414,320940.0,111154.0,3.6,3.3,48725.0
Newport Beach,CA,Orange County,3235.0,8350.0,12500.0,5995.0,2301644.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
Arden-Arcade,CA,Sacramento County,1365.0,,,1550.0,389920.0,14.350461176725675,7.104013377926421,1495400.0,60239.0,16.7,8.8,29693.0
Nashua,NH,Hillsborough County,1582.0,,,1800.0,308619.0,17.533603811177525,4.131438127090301,406371.0,75777.0,8.6,4.8,37622.0
Suffolk,VA,Suffolk City,1425.0,1875.0,,1625.0,256917.0,12.667988060706213,4.49180602006689,,,,,
Redmond,WA,King County,2643.0,3200.0,,2750.0,872137.0,13.805107691796751,6.628260869565217,2118119.0,83571.0,10.2,5.0,46316.0
Bloomington,IL,McLean County,795.0,,,895.0,172480.0,16.20558551486987,6.722909698996656,173231.0,64573.0,14.5,3.9,32943.0
Tustin,CA,Orange County,2405.0,,,2985.0,737212.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
Citrus Heights,CA,Sacramento County,1500.0,,,1775.0,356841.0,14.350461176725675,7.104013377926421,1495400.0,60239.0,16.7,8.8,29693.0
Glen Burnie,MD,Anne Arundel County,1317.0,,,1762.5,269336.0,16.389202180173704,5.0481605351170575,564600.0,94502.0,6.1,5.2,43258.0
Pflugerville,TX,Travis County,1400.0,1950.0,,1695.0,268702.0,11.533900382938564,5.869899665551839,1176584.0,68350.0,13.9,4.5,38820.0
Bowie,MD,Prince Georges County,1822.0,,,2100.0,370558.0,16.389202180173704,5.0481605351170575,,,,,
Walnut Creek,CA,Contra Costa County,2700.0,3970.0,,2962.5,877731.0,14.350461176725675,7.104013377926421,1123678.0,88456.0,9.8,6.9,42898.0
Fayetteville,AR,Washington County,825.0,,,1350.0,218800.0,11.271442494109692,6.027257525083613,223683.0,47452.0,18.0,4.9,26371.0
Bloomington,MN,Hennepin County,1449.0,,,1750.0,296411.0,15.023152114818709,4.66438127090301,1224763.0,71154.0,11.5,4.6,41794.0
Buena Park,CA,Orange County,1850.0,,,2800.0,616697.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
Longmont,CO,Boulder County,1860.0,,,1950.0,414800.0,11.494860777718985,5.227759197324414,316782.0,75669.0,13.1,5.2,42119.0
Iowa City,IA,Johnson County,972.5,,,1495.0,227810.0,13.620642344502317,4.4458193979933105,144425.0,59965.0,17.7,3.3,33039.0
Bismarck,ND,Burleigh County,770.0,,,1340.0,277832.0,16.503810525538825,3.6538461538461537,92372.0,67308.0,8.5,1.8,36483.0
Alhambra,CA,Los Angeles County,1950.0,,,2500.0,684816.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Trenton,NJ,Mercer County,1050.0,,,1250.0,66518.0,21.99579324764946,6.166387959866221,373362.0,77027.0,11.3,7.5,40064.0
Conyers,GA,Rockdale County,963.5,1622.5,,1299.0,181980.0,11.234799097901956,5.696488294314381,88482.0,54175.0,16.3,8.7,24254.0
Clifton,NJ,Passaic County,1700.0,,,2000.0,370844.0,21.99579324764946,6.166387959866221,510563.0,63339.0,17.0,6.0,29393.0
Germantown,MD,Montgomery County,1611.0,,,1750.0,315301.0,16.389202180173704,5.0481605351170575,1039198.0,103178.0,7.0,5.4,51162.0
Toms River,NJ,Ocean County,1620.0,,,1800.0,241881.0,21.99579324764946,6.166387959866221,589699.0,65771.0,10.9,6.7,33312.0
Lynnwood,WA,Snohomish County,1695.0,,,2200.0,517401.0,13.805107691796751,6.628260869565217,771904.0,78020.0,8.8,5.4,35737.0
Ellicott City,MD,Howard County,1734.5,,,2200.0,537282.0,16.389202180173704,5.0481605351170575,312495.0,115576.0,5.2,4.2,51045.0
Sumter,SC,Sumter County,675.0,,,937.5,125030.0,12.32533363827154,6.0882943143812716,107379.0,41946.0,21.1,11.4,21733.0
Conway,AR,Faulkner County,650.0,,,1100.0,165413.0,11.271442494109692,6.027257525083613,121282.0,50316.0,16.3,5.1,25240.0
Spokane Valley,WA,Spokane County,1050.0,,,1350.0,269234.0,13.805107691796751,6.628260869565217,490764.0,52159.0,15.2,6.3,28325.0
Danbury,CT,Fairfield County,1855.0,,,1900.0,296653.0,22.86248283262662,5.317558528428094,947328.0,89773.0,8.8,7.6,53433.0
Norwalk,CT,Fairfield County,2400.0,,,2650.0,303375.0,22.86248283262662,5.317558528428094,947328.0,89773.0,8.8,7.6,53433.0
Largo,FL,Pinellas County,1302.5,,,1550.0,218505.0,10.128295497226617,5.973411371237458,949842.0,48968.0,13.7,6.4,32120.0
Gresham,OR,Multnomah County,1385.0,,,1695.0,352467.0,12.917769550650236,6.677090301003345,788459.0,60369.0,16.4,6.8,34848.0
Brandon,FL,Hillsborough County,1210.0,1745.0,,1525.0,226854.0,10.128295497226617,5.973411371237458,1351087.0,53742.0,15.7,6.8,29806.0
Troy,MI,Oakland County,1435.0,2250.0,,1872.5,330180.0,14.536102441168126,7.577926421404683,1241860.0,73369.0,9.0,5.3,40941.0
Sanford,FL,Seminole County,1325.0,1800.0,,1450.0,217498.0,10.128295497226617,5.973411371237458,449260.0,60739.0,11.8,6.6,31363.0
Quincy,MA,Norfolk County,2200.0,,,1999.0,500257.0,18.983879986406507,5.452842809364549,694389.0,95668.0,6.5,5.5,49816.0
Ogden,UT,Weber County,995.0,,,1325.0,230546.0,8.536358074162164,4.592642140468228,244101.0,62036.0,12.1,4.8,25275.0
Johns Creek,GA,Fulton County,1620.5,2195.0,,2000.0,443284.0,11.234799097901956,5.696488294314381,1010420.0,61336.0,16.0,7.7,41041.0
Canton,GA,Cherokee County,1294.0,1675.0,,1595.0,314742.0,11.234799097901956,5.696488294314381,235896.0,75477.0,9.4,4.9,33466.0
Kirkland,WA,King County,2183.0,3050.0,,2500.0,777941.0,13.805107691796751,6.628260869565217,2118119.0,83571.0,10.2,5.0,46316.0
Waldorf,MD,Charles County,1450.0,,,1875.0,303473.0,16.389202180173704,5.0481605351170575,156021.0,93973.0,6.9,4.5,38890.0
Stafford,VA,Stafford County,1402.5,2200.0,,1800.0,370365.0,12.667988060706213,4.49180602006689,141159.0,103005.0,4.7,4.3,39158.0
Camarillo,CA,Ventura County,2550.0,,,2885.0,627760.0,14.350461176725675,7.104013377926421,847834.0,81972.0,10.3,6.6,35771.0
Farmington Hills,MI,Oakland County,1272.0,,,1700.0,282426.0,14.536102441168126,7.577926421404683,1241860.0,73369.0,9.0,5.3,40941.0
Cranston,RI,Providence County,1250.0,,,1600.0,271103.0,17.9412278866842,6.2501672240802675,633704.0,52530.0,16.7,7.6,29025.0
Jonesboro,AR,Craighead County,849.0,,,1100.0,149928.0,11.271442494109692,6.027257525083613,104246.0,45672.0,18.3,6.0,25594.0
Greenwood,IN,Johnson County,1009.0,,,1295.0,211139.0,12.697927387762592,5.792642140468227,149359.0,65272.0,9.4,4.6,31101.0
Eau Claire,WI,Eau Claire County,795.0,,,1112.5,183230.0,13.637606443008105,5.1724080267558525,102388.0,52178.0,14.5,4.0,27780.0
Apple Valley,CA,San Bernardino County,975.0,,,1400.0,265047.0,14.350461176725675,7.104013377926421,2121220.0,57156.0,18.2,9.9,22867.0
Town 'n' Country,FL,Hillsborough County,1359.5,,,1397.0,231003.0,10.128295497226617,5.973411371237458,1351087.0,53742.0,15.7,6.8,29806.0
Oviedo,FL,Seminole County,1439.0,2097.5,,1750.0,333399.0,10.128295497226617,5.973411371237458,449260.0,60739.0,11.8,6.6,31363.0
Fishers,IN,Hamilton County,1167.5,,,1550.0,285664.0,12.697927387762592,5.792642140468227,309687.0,90582.0,5.0,3.3,44443.0
Smyrna,GA,Cobb County,1311.5,1950.0,,1595.0,307403.0,11.234799097901956,5.696488294314381,739072.0,72004.0,10.9,6.0,36587.0
Arlington Heights,IL,Cook County,1530.0,,,1737.5,346906.0,16.20558551486987,6.722909698996656,5238541.0,59426.0,15.9,8.7,33722.0
Mount Pleasant,SC,Charleston County,1603.0,3000.0,,2020.0,463257.0,12.32533363827154,6.0882943143812716,387847.0,57882.0,15.3,5.3,35587.0
Parma,OH,Cuyahoga County,822.0,,,1150.0,130227.0,14.900420934105068,6.458695652173914,1257401.0,46720.0,18.3,8.9,30441.0
Gary,IN,Lake County,795.0,,,825.0,41309.0,12.697927387762592,5.792642140468227,488694.0,52559.0,16.8,8.5,26590.0
Covina,CA,Los Angeles County,1892.0,,,2295.0,548339.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Greer,SC,Greenville County,1349.0,,,1397.5,223606.0,12.32533363827154,6.0882943143812716,490332.0,53739.0,13.5,5.5,29132.0
Upland,CA,San Bernardino County,1817.0,,,2477.5,572414.0,14.350461176725675,7.104013377926421,2121220.0,57156.0,18.2,9.9,22867.0
Hoover,AL,Jefferson County,995.0,,,1550.0,293792.0,10.206964658096622,6.607525083612041,659460.0,49321.0,17.6,7.7,29456.0
Schaumburg,IL,Cook County,1532.5,,,1600.0,279486.0,16.20558551486987,6.722909698996656,5238541.0,59426.0,15.9,8.7,33722.0
Lancaster Township,PA,Lancaster County,1050.0,,,1150.0,159701.0,19.76181313283221,6.223745819397994,536494.0,61492.0,10.4,4.7,29280.0
Lancaster Township,PA,Lancaster County,1050.0,,,1150.0,341192.0,19.76181313283221,6.223745819397994,536494.0,61492.0,10.4,4.7,29280.0
Mountain View,CA,Santa Clara County,3497.5,,,3950.0,1764964.0,14.350461176725675,7.104013377926421,1911226.0,106761.0,8.6,5.7,48689.0
Lawrence,MA,Essex County,1838.0,,,,308386.0,18.983879986406507,5.452842809364549,775860.0,73533.0,10.9,6.0,38604.0
Apex,NC,Wake County,1324.5,,,1700.0,378444.0,9.198162699140104,5.618394648829431,1023811.0,73577.0,10.1,4.9,37315.0
Turlock,CA,Stanislaus County,1306.5,,,1595.0,344988.0,14.350461176725675,7.104013377926421,535684.0,54260.0,17.2,11.8,24007.0
Somerville,MA,Middlesex County,2500.0,3500.0,3900.0,2650.0,762910.0,18.983879986406507,5.452842809364549,1582857.0,92878.0,8.2,4.8,47616.0
Bellflower,CA,Los Angeles County,1695.0,,,,534762.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Richmond,TX,Fort Bend County,1450.0,1950.0,,1800.0,265970.0,11.533900382938564,5.869899665551839,711421.0,93645.0,8.1,5.3,38382.0
Homestead,FL,Miami-Dade County,1300.0,2000.0,,1562.5,249659.0,10.128295497226617,5.973411371237458,2702602.0,46338.0,19.0,7.4,25481.0
Norcross,GA,Gwinnett County,1195.0,,,1375.0,193990.0,11.234799097901956,5.696488294314381,889954.0,64496.0,12.1,5.8,27945.0
Tomball,TX,Harris County,1375.0,1850.0,,1650.0,241188.0,11.533900382938564,5.869899665551839,4525519.0,57791.0,16.8,6.4,30856.0
Shelby,MI,Macomb County,1422.5,,,1422.5,281644.0,14.536102441168126,7.577926421404683,864019.0,58175.0,11.8,6.6,29740.0
Shelby,MI,Macomb County,1422.5,,,1422.5,126150.0,14.536102441168126,7.577926421404683,864019.0,58175.0,11.8,6.6,29740.0
Saint Charles,MO,Saint Charles County,1007.0,,,1295.0,212885.0,12.21825150243283,5.644147157190635,,,,,
Spring Valley,CA,San Diego County,1897.0,,,2247.5,499133.0,14.350461176725675,7.104013377926421,3283665.0,70588.0,13.3,7.1,34350.0
San Ramon,CA,Contra Costa County,2403.0,3900.0,,3200.0,1298021.0,14.350461176725675,7.104013377926421,1123678.0,88456.0,9.8,6.9,42898.0
Deerfield Beach,FL,Broward County,1508.0,,,1700.0,191454.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Evanston,IL,Cook County,1595.0,,,1700.0,414558.0,16.20558551486987,6.722909698996656,5238541.0,59426.0,15.9,8.7,33722.0
Marysville,WA,Snohomish County,1699.0,,,2100.0,399062.0,13.805107691796751,6.628260869565217,771904.0,78020.0,8.8,5.4,35737.0
Schenectady,NY,Schenectady County,1250.0,,,1500.0,193584.0,25.82558139983674,6.379096989966555,155239.0,61315.0,12.4,7.3,29981.0
Avondale,AZ,Maricopa County,1337.0,,,1395.0,246574.0,9.062420998556926,6.080769230769231,4155501.0,58580.0,15.7,6.0,30186.0
Redlands,CA,San Bernardino County,1725.0,,,1900.0,434419.0,14.350461176725675,7.104013377926421,2121220.0,57156.0,18.2,9.9,22867.0
Huntington,WV,Cabell County,695.0,,,800.0,87025.0,12.254408087757078,7.660869565217391,96100.0,37816.0,23.2,5.5,24646.0
Noblesville,IN,Hamilton County,1190.0,,,1345.0,237385.0,12.697927387762592,5.792642140468227,309687.0,90582.0,5.0,3.3,44443.0
Town of Poughkeepsie,NY,Dutchess County,1450.0,,,1850.0,250416.0,25.82558139983674,6.379096989966555,295685.0,75585.0,9.1,6.7,36704.0
Folsom,CA,Sacramento County,1957.5,2537.5,,2350.0,582572.0,14.350461176725675,7.104013377926421,1495400.0,60239.0,16.7,8.8,29693.0
Plymouth,MN,Hennepin County,1516.0,,,1862.5,383835.0,15.023152114818709,4.66438127090301,1224763.0,71154.0,11.5,4.6,41794.0
Bethlehem,PA,Northampton County,1255.0,,,1400.0,209284.0,19.76181313283221,6.223745819397994,300941.0,65390.0,9.2,5.7,32608.0
Cheektowaga,NY,Erie County,878.0,,,,146346.0,25.82558139983674,6.379096989966555,923995.0,54006.0,14.9,5.5,31083.0
Bremerton,WA,Kitsap County,1475.0,,,1600.0,337037.0,13.805107691796751,6.628260869565217,258903.0,68336.0,9.9,5.7,34412.0
Kendall,FL,Miami-Dade County,1750.0,,,1745.0,331572.0,10.128295497226617,5.973411371237458,2702602.0,46338.0,19.0,7.4,25481.0
Petaluma,CA,Sonoma County,2392.5,,,2862.5,716102.0,14.350461176725675,7.104013377926421,500943.0,71769.0,10.7,5.9,37767.0
Alpharetta,GA,Fulton County,1550.0,2500.0,,1900.0,422211.0,11.234799097901956,5.696488294314381,1010420.0,61336.0,16.0,7.7,41041.0
La Mesa,CA,San Diego County,1995.0,,,2050.0,587477.0,14.350461176725675,7.104013377926421,3283665.0,70588.0,13.3,7.1,34350.0
Lake Forest,CA,Orange County,2253.0,3600.0,,3200.0,742120.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
Waipahu,HI,Honolulu County,1800.0,,,2000.0,680134.0,16.651660759910985,4.667391304347826,990060.0,80078.0,9.1,4.5,33776.0
Warwick,RI,Kent County,1500.0,,,1750.0,247828.0,17.9412278866842,6.2501672240802675,164012.0,69047.0,7.8,6.1,37157.0
Palm Harbor,FL,Pinellas County,1365.0,,,1700.0,286244.0,10.128295497226617,5.973411371237458,949842.0,48968.0,13.7,6.4,32120.0
Rochester Hills,MI,Oakland County,1230.0,,,1750.0,334580.0,14.536102441168126,7.577926421404683,1241860.0,73369.0,9.0,5.3,40941.0
New Britain,CT,Hartford County,1000.0,,,1375.0,159148.0,22.86248283262662,5.317558528428094,897417.0,69936.0,11.2,7.4,37817.0
Pleasanton,CA,Alameda County,2787.5,,,3400.0,1133294.0,14.350461176725675,7.104013377926421,1629615.0,85743.0,11.3,6.0,41363.0
North Little Rock,AR,Pulaski County,742.5,,,850.0,104476.0,11.271442494109692,6.027257525083613,392848.0,48850.0,17.3,5.9,29855.0
Southfield,MI,Oakland County,1202.5,,,1300.0,183020.0,14.536102441168126,7.577926421404683,1241860.0,73369.0,9.0,5.3,40941.0
Mooresville,NC,Iredell County,1220.0,1697.5,,1595.0,288249.0,9.198162699140104,5.618394648829431,169798.0,55957.0,12.7,7.2,30393.0
Winchester,VA,Frederick County,975.0,,,1350.0,252611.0,12.667988060706213,4.49180602006689,83784.0,71037.0,5.6,4.1,32554.0
San Marcos,TX,Hays County,1125.0,,,1450.0,235093.0,11.533900382938564,5.869899665551839,194843.0,62815.0,15.3,5.3,29253.0
Chino Hills,CA,San Bernardino County,2162.5,2875.0,,2695.0,695490.0,14.350461176725675,7.104013377926421,2121220.0,57156.0,18.2,9.9,22867.0
Lake Elsinore,CA,Riverside County,1507.5,2195.0,,1975.0,381562.0,14.350461176725675,7.104013377926421,2355002.0,60807.0,15.6,9.9,25700.0
Suwanee,GA,Gwinnett County,1575.0,1940.5,,1850.0,370060.0,11.234799097901956,5.696488294314381,889954.0,64496.0,12.1,5.8,27945.0
Bossier City,LA,Bossier Parish,999.0,,,1100.0,159619.0,12.712128024512499,6.8275919732441475,125698.0,52145.0,16.4,5.8,27235.0
Great Falls,MT,Cascade County,750.0,,,997.5,196329.0,12.399538694574497,5.430769230769231,81816.0,46827.0,13.1,4.6,28350.0
Glen Allen,VA,Henrico County,1408.5,,,1800.0,344729.0,12.667988060706213,4.49180602006689,324073.0,66447.0,10.4,5.8,36497.0
Gastonia,NC,Gaston County,832.5,,,995.0,168451.0,9.198162699140104,5.618394648829431,214049.0,46626.0,16.5,8.3,24937.0
Waterford,MI,Oakland County,1100.0,,,1250.0,189759.0,14.536102441168126,7.577926421404683,1241860.0,73369.0,9.0,5.3,40941.0
Gaithersburg,MD,Montgomery County,1785.0,,,2097.5,393907.0,16.389202180173704,5.0481605351170575,1039198.0,103178.0,7.0,5.4,51162.0
Pawtucket,RI,Providence County,1150.0,,,,233822.0,17.9412278866842,6.2501672240802675,633704.0,52530.0,16.7,7.6,29025.0
Columbus,IN,Bartholomew County,899.0,,,1085.0,176304.0,12.697927387762592,5.792642140468227,81024.0,57331.0,12.4,5.0,29955.0
San Rafael,CA,Marin County,2800.0,,,3750.0,1083991.0,14.350461176725675,7.104013377926421,260814.0,104703.0,8.1,4.5,66748.0
Lauderhill,FL,Broward County,1250.0,,,1300.0,148199.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Fort Mill,SC,York County,1425.0,,,1695.0,318805.0,12.32533363827154,6.0882943143812716,251664.0,59394.0,12.3,6.6,30387.0
Cherry Hill Township,NJ,Camden County,1762.5,,,1925.0,276911.0,21.99579324764946,6.166387959866221,510996.0,65037.0,13.1,7.9,32931.0
Port Charlotte,FL,Charlotte County,1250.0,,,1500.0,190060.0,10.128295497226617,5.973411371237458,173236.0,46511.0,12.0,8.9,29243.0
Redondo Beach,CA,Los Angeles County,2699.0,4885.0,,3600.0,1091513.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Framingham,MA,Middlesex County,2072.5,,,,439128.0,18.983879986406507,5.452842809364549,1582857.0,92878.0,8.2,4.8,47616.0
Dubuque,IA,Dubuque County,775.0,,,1000.0,169229.0,13.620642344502317,4.4458193979933105,96571.0,59150.0,11.9,3.9,30117.0
Harrisonburg,VA,Harrisonburg City,950.0,,,1225.0,226739.0,12.667988060706213,4.49180602006689,,,,,
Union City,CA,Alameda County,2452.0,,,3000.0,883033.0,14.350461176725675,7.104013377926421,1629615.0,85743.0,11.3,6.0,41363.0
Davis,CA,Yolo County,1825.0,,,2397.5,702641.0,14.350461176725675,7.104013377926421,212605.0,61621.0,19.4,7.2,30615.0
Waterloo,IA,Black Hawk County,675.0,,,725.0,103202.0,13.620642344502317,4.4458193979933105,132960.0,50916.0,15.9,5.3,27669.0
Palm Beach Gardens,FL,Palm Beach County,1873.0,3550.0,,2484.0,388644.0,10.128295497226617,5.973411371237458,1426772.0,57256.0,13.4,7.4,36303.0
Centreville,VA,Fairfax County,1813.0,,,2000.0,454750.0,12.667988060706213,4.49180602006689,1142004.0,117515.0,6.1,4.5,52976.0
Alameda,CA,Alameda County,2600.0,,,3800.0,1048666.0,14.350461176725675,7.104013377926421,1629615.0,85743.0,11.3,6.0,41363.0
Union City,NJ,Hudson County,2100.0,,,2150.0,431488.0,21.99579324764946,6.166387959866221,679756.0,62681.0,17.1,7.1,35910.0
Jefferson City,MO,Cole County,500.0,,,,157556.0,12.21825150243283,5.644147157190635,76749.0,54216.0,12.6,4.4,27559.0
Wake Forest,NC,Wake County,1395.0,,,1695.0,335538.0,9.198162699140104,5.618394648829431,1023811.0,73577.0,10.1,4.9,37315.0
Palo Alto,CA,Santa Clara County,4400.0,7000.0,,5800.0,2988774.0,14.350461176725675,7.104013377926421,1911226.0,106761.0,8.6,5.7,48689.0
Mount Vernon,NY,Westchester County,1950.0,,,1990.0,495118.0,25.82558139983674,6.379096989966555,975321.0,89968.0,9.4,6.5,52049.0
Ames,IA,Story County,850.0,,,1005.0,228267.0,13.620642344502317,4.4458193979933105,95888.0,52671.0,22.0,4.4,27392.0
Middletown Township,NJ,Monmouth County,1800.0,,,2150.0,417341.0,21.99579324764946,6.166387959866221,627551.0,91807.0,7.6,6.0,46736.0
Cedar Park,TX,Williamson County,1399.5,,,1750.0,337185.0,11.533900382938564,5.869899665551839,508313.0,79123.0,7.0,4.8,34575.0
Weston,FL,Broward County,1800.0,3200.0,,2400.0,458563.0,10.128295497226617,5.973411371237458,1890416.0,54895.0,14.0,7.6,30109.0
Arcadia,CA,Los Angeles County,2250.0,,,3350.0,1008622.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Maple Grove,MN,Hennepin County,1695.0,,,1795.0,315533.0,15.023152114818709,4.66438127090301,1224763.0,71154.0,11.5,4.6,41794.0
Stockbridge,GA,Henry County,1196.5,,,1296.5,178469.0,11.234799097901956,5.696488294314381,217506.0,64752.0,11.4,7.7,26924.0
Manhattan,KS,Riley County,750.0,1400.0,,1250.0,214994.0,12.24825797858923,4.51304347826087,75696.0,48428.0,22.0,5.6,26619.0
Punta Gorda,FL,Charlotte County,1800.0,,,2000.0,257854.0,10.128295497226617,5.973411371237458,173236.0,46511.0,12.0,8.9,29243.0
Woodbury,MN,Washington County,1676.5,,,1762.5,353918.0,15.023152114818709,4.66438127090301,250979.0,89598.0,5.0,3.5,41591.0
Portland,ME,Cumberland County,1750.0,,,2000.0,333869.0,15.818361231716876,5.474749163879599,289173.0,65702.0,10.7,4.0,36780.0
Lakewood,WA,Pierce County,1588.0,,,1595.0,347881.0,13.805107691796751,6.628260869565217,845193.0,63881.0,12.2,6.9,31157.0
Corvallis,OR,Benton County,1275.0,,,1750.0,380636.0,12.917769550650236,6.677090301003345,88249.0,54682.0,20.7,6.7,30873.0
Bellevue,NE,Sarpy County,962.0,,,1385.0,193250.0,13.940492866242845,3.3954849498327757,175188.0,75752.0,5.3,3.3,33103.0
Bel Air,MD,Harford County,1224.0,,,1500.0,341271.0,16.389202180173704,5.0481605351170575,250132.0,83445.0,7.5,5.2,37972.0
Rockville,MD,Montgomery County,2110.0,,,2375.0,524086.0,16.389202180173704,5.0481605351170575,1039198.0,103178.0,7.0,5.4,51162.0
West Bloomfield,MI,Oakland County,1492.5,2500.0,,2050.0,326590.0,14.536102441168126,7.577926421404683,1241860.0,73369.0,9.0,5.3,40941.0
Eagan,MN,Dakota County,1385.0,,,1625.0,321406.0,15.023152114818709,4.66438127090301,414655.0,79995.0,6.9,4.0,38863.0
Vienna,VA,Fairfax County,2326.0,3450.0,,2850.0,834813.0,12.667988060706213,4.49180602006689,1142004.0,117515.0,6.1,4.5,52976.0
Bozeman,MT,Gallatin County,1350.0,,,1800.0,466227.0,12.399538694574497,5.430769230769231,100733.0,59397.0,13.0,4.3,33181.0
Ewa Beach,HI,Honolulu County,1950.0,2897.5,,2600.0,637451.0,16.651660759910985,4.667391304347826,990060.0,80078.0,9.1,4.5,33776.0
Westerville,OH,Franklin County,1183.0,,,,308716.0,14.900420934105068,6.458695652173914,1253507.0,56319.0,16.7,5.7,31199.0
Lorain,OH,Lorain County,650.0,,,750.0,80325.0,14.900420934105068,6.458695652173914,305405.0,54987.0,13.7,7.0,28555.0
East Orange,NJ,Essex County,1600.0,,,1600.0,256919.0,21.99579324764946,6.166387959866221,800401.0,57365.0,16.7,10.4,35133.0
Hendersonville,TN,Sumner County,1236.5,,,1750.0,313268.0,9.592381400329241,6.0605351170568555,175730.0,61584.0,9.7,4.5,30669.0
Charleston,WV,Kanawha County,785.0,,,,117768.0,12.254408087757078,7.660869565217391,187827.0,46859.0,16.5,6.5,28201.0
Fountainbleau,FL,Miami-Dade County,1700.0,,,1600.0,206922.0,10.128295497226617,5.973411371237458,2702602.0,46338.0,19.0,7.4,25481.0
Laguna Niguel,CA,Orange County,2500.0,4500.0,,3300.0,866118.0,14.350461176725675,7.104013377926421,3155816.0,81851.0,12.1,5.8,37603.0
Towson,MD,Baltimore County,1589.0,,,1812.5,363160.0,16.389202180173704,5.0481605351170575,828637.0,71810.0,9.1,5.5,37270.0
West Hartford,CT,Hartford County,1475.0,,1750.0,2000.0,263298.0,22.86248283262662,5.317558528428094,897417.0,69936.0,11.2,7.4,37817.0
San Gabriel,CA,Los Angeles County,1900.0,,,2800.0,780837.0,14.350461176725675,7.104013377926421,10105722.0,61015.0,17.0,7.8,30798.0
Fairbanks,AK,Fairbanks North Star Borough,1200.0,,,1725.0,233016.0,18.831125402900128,7.529933110367892,100031.0,76250.0,7.7,8.0,35328.0
Reston,VA,Fairfax County,2550.0,,,2100.0,499840.0,12.667988060706213,4.49180602006689,1142004.0,117515.0,6.1,4.5,52976.0
