biz1_encode,biz2_encode,biz3_encode,month,Summary_Level,Sample_Size,g_Sample_Size,b_Sample_Size,Sample_Size_Restored,g_Sample_Size_Restored,b_Sample_Size_Restored,Bad_Rate_Before_Restore,Bad_Rate_After_Restore,Ks_Before_Restore,Ks_After_Restore,Prev_Version_Ks_Before_Restore,Prev_Version_Ks_After_Restore,Monthly_PSI
0,ALL,ALL,202409,Level_3_Rollup_biz2_biz3_by_month,51082,3880,47202,167263.0,12664.0,154599.0,0.9240436944520575,0.9242869014665527,0.07981830229978898,0.06326176254320076,,,0.15602277507135703
1,ALL,ALL,202409,Level_3_Rollup_biz2_biz3_by_month,50923,3895,47028,164647.0,12742.0,151905.0,0.9235119690513127,0.9226101902858843,0.0894307141524297,0.07756406213680822,,,0.15879471635328937
2,ALL,ALL,202409,Level_3_Rollup_biz2_biz3_by_month,51061,3830,47231,168070.0,12848.0,155222.0,0.9249916766220795,0.9235556613315881,0.09566781740960612,0.08949114226515859,,,0.15776573465697952
3,ALL,ALL,202409,Level_3_Rollup_biz2_biz3_by_month,50948,3886,47062,165221.0,12823.0,152398.0,0.9237261521551385,0.9223888004551479,0.08981394720858915,0.10058655657640175,,,0.1470365199076938
4,ALL,ALL,202409,Level_3_Rollup_biz2_biz3_by_month,50871,3929,46942,165189.0,12731.0,152458.0,0.9227654262743017,0.9229307036182797,0.08510438342875676,0.0900573103855068,,,0.15493675096222867
0,ALL,ALL,202410,Level_3_Rollup_biz2_biz3_by_month,50631,4044,46587,163878.0,13116.0,150762.0,0.9201279848314274,0.9199648519020247,0.0824389918125808,0.0979276116001041,,,0.2058754476229795
1,ALL,ALL,202410,Level_3_Rollup_biz2_biz3_by_month,50965,4042,46923,165058.0,12970.0,152088.0,0.9206906700676936,0.9214215609058634,0.08040451123653863,0.07935783191219042,,,0.19803821119282683
2,ALL,ALL,202410,Level_3_Rollup_biz2_biz3_by_month,51469,4143,47326,165931.0,13890.0,152041.0,0.9195049447240087,0.9162905062947851,0.09965163851506548,0.10567387877627582,,,0.2000851692680361
3,ALL,ALL,202410,Level_3_Rollup_biz2_biz3_by_month,51358,4180,47178,166333.0,13108.0,153225.0,0.9186105377935277,0.921194230850162,0.09144660525210335,0.08998310457998121,,,0.1950349151179552
4,ALL,ALL,202410,Level_3_Rollup_biz2_biz3_by_month,51177,4109,47068,167016.0,13172.0,153844.0,0.9197100259882369,0.9211333045935719,0.07771890145816795,0.08497997699571802,,,0.1930441260017855
0,ALL,ALL,202411,Level_3_Rollup_biz2_biz3_by_month,57628,5017,52611,187318.0,16213.0,171105.0,0.9129416255986673,0.9134466522170854,0.09277426736361388,0.09358793451643449,,,0.1940102280172426
1,ALL,ALL,202411,Level_3_Rollup_biz2_biz3_by_month,57294,4908,52386,187857.0,15924.0,171933.0,0.9143365797465703,0.9152333956147495,0.09332674130352858,0.09097265004706823,,,0.1897079415195072
2,ALL,ALL,202411,Level_3_Rollup_biz2_biz3_by_month,57058,4932,52126,186595.0,16254.0,170341.0,0.9135616390339655,0.9128915565797583,0.09877285462056051,0.10918839990375434,,,0.18792763185807376
3,ALL,ALL,202411,Level_3_Rollup_biz2_biz3_by_month,57377,4784,52593,186194.0,15782.0,170412.0,0.916621642818551,0.9152389443268849,0.09014238163998955,0.10667867697876487,,,0.18032345126284333
4,ALL,ALL,202411,Level_3_Rollup_biz2_biz3_by_month,57380,4901,52479,185414.0,15413.0,170001.0,0.9145869640989892,0.9168725123237728,0.0917295164001804,0.10258068587017405,,,0.1803505934823253
0,ALL,ALL,202412,Level_3_Rollup_biz2_biz3_by_month,58924,5640,53284,190567.0,18429.0,172138.0,0.9042834838096531,0.9032938546547933,0.09945577318594168,0.10517497661960706,,,0.1979435888928082
1,ALL,ALL,202412,Level_3_Rollup_biz2_biz3_by_month,58914,5652,53262,192996.0,18630.0,174366.0,0.9040635502597005,0.9034695019585898,0.0916656561590618,0.09469897319099069,,,0.19311145882570074
2,ALL,ALL,202412,Level_3_Rollup_biz2_biz3_by_month,59421,5547,53874,193161.0,18228.0,174933.0,0.9066491644368153,0.9056331246990852,0.10467795647529071,0.12269962949080099,,,0.19669643242798468
3,ALL,ALL,202412,Level_3_Rollup_biz2_biz3_by_month,59040,5575,53465,192060.0,18247.0,173813.0,0.9055724932249323,0.9049932312818911,0.09481014149904865,0.08377076082688295,,,0.1928238909696629
4,ALL,ALL,202412,Level_3_Rollup_biz2_biz3_by_month,58490,5647,52843,190376.0,18454.0,171922.0,0.9034535818088563,0.9030655124595537,0.09565039922783186,0.09179742285406872,,,0.1917547433275226
0,ALL,ALL,202501,Level_3_Rollup_biz2_biz3_by_month,59368,6315,53053,192676.0,20436.0,172240.0,0.8936295647486862,0.8939359338993959,0.08314905339958001,0.0927765697120016,,,0.1539672789252897
1,ALL,ALL,202501,Level_3_Rollup_biz2_biz3_by_month,58997,6315,52682,189029.0,20220.0,168809.0,0.8929606590165602,0.8930322860513467,0.08506425096538983,0.07602506842916523,,,0.15608537357119662
2,ALL,ALL,202501,Level_3_Rollup_biz2_biz3_by_month,59087,6358,52729,191054.0,19804.0,171250.0,0.8923959585018701,0.8963434421681828,0.08208880056315543,0.08420004039587958,,,0.15823114355796036
3,ALL,ALL,202501,Level_3_Rollup_biz2_biz3_by_month,59305,6436,52869,193612.0,21385.0,172227.0,0.8914762667565973,0.8895471355081297,0.0850984640542572,0.10561972208003695,,,0.15158652972413128
4,ALL,ALL,202501,Level_3_Rollup_biz2_biz3_by_month,59508,6447,53061,194634.0,21387.0,173247.0,0.891661625327687,0.8901168346743118,0.08038437792288178,0.09607173163300398,,,0.15986093023829362
0,ALL,ALL,ALL,Level_4_Rollup_biz1_all_months,420334,34593,385741,1365370.0,112299.0,1253071.0,0.9177011614573173,0.9177519646689176,0.08408086895147454,0.0860707764209867,,,0.11831168676905676
1,ALL,ALL,ALL,Level_4_Rollup_biz1_all_months,419207,34624,384583,1362803.0,112789.0,1250014.0,0.9174059593470529,0.9172374877366721,0.08483014674179379,0.07979744705714509,,,0.11744401470908516
2,ALL,ALL,ALL,Level_4_Rollup_biz1_all_months,420039,34799,385240,1365984.0,113423.0,1252561.0,0.9171529310373561,0.9169660845222198,0.09112899031237043,0.09244554054224946,,,0.11809444873533584
3,ALL,ALL,ALL,Level_4_Rollup_biz1_all_months,419976,34687,385289,1364823.0,113167.0,1251656.0,0.9174071851724861,0.9170830210217735,0.08873864572416829,0.0941249073874823,,,0.1125127297118926
4,ALL,ALL,ALL,Level_4_Rollup_biz1_all_months,420438,35015,385423,1367247.0,114269.0,1252978.0,0.9167178038141176,0.9164240257978259,0.08566803927184241,0.0872103209242086,,,0.11575423812075622
