Area,Year,Item_clean,Value,avg_temp,average_rain_fall_mm_per_year
Hungary,2008,Potato,269012,11.55,589.0
Hungary,2009,Potato,251082,11.48,589.0
Hungary,2010,Potato,217319,10.35,589.0
Hungary,2011,Potato,285714,10.92,589.0
Hungary,2012,Potato,218385,11.31,589.0
Hungary,2013,Potato,232630,12.44,589.0
India,1985,Potato,148064,25.83,1940.0
India,1986,Potato,123639,25.44,1083.0
India,1987,Potato,153221,26.43,1083.0
India,1989,Potato,159290,25.47,1083.0
India,1990,Potato,157136,25.58,1083.0
India,1991,Potato,162540,25.85,1083.0
India,1992,Potato,160294,25.69,1083.0
India,1993,Potato,149024,25.88,1083.0
India,1994,Potato,166101,25.75,1083.0
India,1995,Potato,162720,25.86,1083.0
India,1996,Potato,169913,25.63,1083.0
India,1997,Potato,193913,24.92,1083.0
India,1998,Potato,146020,25.91,1083.0
India,1999,Potato,175712,26.12,1083.0
India,2000,Potato,186443,25.98,1083.0
India,2001,Potato,183627,25.76,1083.0
India,2002,Potato,194173,26.66,1083.0
India,2004,Potato,188091,26.11,1083.0
India,2005,Potato,188908,25.85,1083.0
India,2006,Potato,185920,26.34,1083.0
India,2007,Potato,164101,26.0,1083.0
India,2008,Potato,192973,25.57,1083.0
India,2009,Potato,188103,26.55,1083.0
India,2010,Potato,199299,26.51,1083.0
India,2011,Potato,227240,25.53,1083.0
India,2012,Potato,217530,25.86,1083.0
India,2013,Potato,227606,26.69,1083.0
Indonesia,1985,Potato,115247,25.19,2702.0
Indonesia,1986,Potato,120085,25.0,2702.0
Indonesia,1987,Potato,115232,25.46,2702.0
Indonesia,1989,Potato,142598,25.19,2702.0
Indonesia,1990,Potato,141637,25.37,2702.0
Indonesia,1991,Potato,132721,25.27,2702.0
Indonesia,1992,Potato,143819,25.17,2702.0
Indonesia,1993,Potato,158338,25.46,2702.0
Indonesia,1994,Potato,156474,25.21,2702.0
Indonesia,1995,Potato,165939,25.46,2702.0
Indonesia,1996,Potato,158631,25.41,2702.0
Indonesia,1997,Potato,162061,25.52,2702.0
Indonesia,1998,Potato,153432,25.81,2702.0
Indonesia,1999,Potato,147199,25.26,2702.0
Indonesia,2000,Potato,133759,25.46,2702.0
Indonesia,2001,Potato,148495,25.43,2702.0
Indonesia,2002,Potato,155903,25.64,2702.0
Indonesia,2004,Potato,163870,25.67,2702.0
Indonesia,2005,Potato,164014,25.59,2702.0
Indonesia,2006,Potato,169363,25.66,2702.0
Indonesia,2007,Potato,160919,25.5,2702.0
Indonesia,2008,Potato,166719,25.32,2702.0
Indonesia,2009,Potato,165123,25.54,2702.0
Indonesia,2010,Potato,159445,25.57,2702.0
Indonesia,2011,Potato,159562,25.38,2702.0
Indonesia,2012,Potato,165820,25.59,2702.0
Indonesia,2013,Potato,160184,25.48,2702.0
Iraq,1985,Potato,170218,23.02,216.0
Iraq,1986,Potato,160767,23.15,216.0
Iraq,1987,Potato,158679,23.54,216.0
Iraq,1989,Potato,174700,23.05,216.0
Iraq,1990,Potato,166681,23.41,216.0
Iraq,1991,Potato,138029,23.21,216.0
Iraq,1992,Potato,179167,21.52,216.0
Iraq,1993,Potato,174739,22.86,216.0
Iraq,1994,Potato,166360,23.47,216.0
Iraq,1995,Potato,160385,23.32,216.0
Iraq,1996,Potato,177576,23.96,216.0
Iraq,1997,Potato,154474,22.74,216.0
Iraq,1998,Potato,155263,24.33,216.0
Iraq,1999,Potato,164972,24.42,216.0
Iraq,2000,Potato,140645,23.9,216.0
Iraq,2001,Potato,163947,24.45,216.0
Iraq,2002,Potato,170047,23.76,216.0
Iraq,2004,Potato,162581,23.72,216.0
Iraq,2005,Potato,158431,23.58,216.0
Iraq,2006,Potato,176444,23.82,216.0
Iraq,2007,Potato,179580,23.92,216.0
Iraq,2008,Potato,105689,24.09,216.0
Iraq,2009,Potato,113307,23.87,216.0
Iraq,2010,Potato,157177,25.49,216.0
Iraq,2011,Potato,137820,23.44,216.0
Iraq,2012,Potato,134713,24.34,216.0
Iraq,2013,Potato,170599,25.14,216.0
Ireland,1985,Potato,207879,8.34,1118.0
Ireland,1986,Potato,202951,8.03,1118.0
Ireland,1987,Potato,230033,8.66,1118.0
Ireland,1989,Potato,224291,9.57,1118.0
Ireland,1990,Potato,248971,9.59,1118.0
Ireland,1991,Potato,278537,9.07,1118.0
Ireland,1992,Potato,288688,9.07,1118.0
Ireland,1993,Potato,263426,8.85,1118.0
Ireland,1994,Potato,300000,9.13,1118.0
Ireland,1995,Potato,275893,9.75,1118.0
Ireland,1996,Potato,301646,8.85,1118.0
Ireland,1997,Potato,259341,9.95,1118.0
Ireland,1998,Potato,260541,9.71,1118.0
Ireland,1999,Potato,319429,9.75,1118.0
Ireland,2000,Potato,336889,9.43,1118.0
Ireland,2001,Potato,333986,9.27,1118.0
Ireland,2002,Potato,336753,9.75,1118.0
Ireland,2004,Potato,415188,9.77,1118.0
Ireland,2005,Potato,346780,9.91,1118.0
Ireland,2006,Potato,332957,10.0,1118.0
Ireland,2007,Potato,341026,10.11,1118.0
Ireland,2008,Potato,307946,9.42,1118.0
Ireland,2009,Potato,275492,9.47,1118.0
Ireland,2010,Potato,343934,8.38,1118.0
Ireland,2011,Potato,342404,9.76,1118.0
Ireland,2012,Potato,257778,9.28,1118.0
Ireland,2013,Potato,383271,9.28,1118.0
Italy,1985,Potato,174411,6.87,832.0
Italy,1986,Potato,191003,7.12,832.0
Italy,1987,Potato,187648,7.19,832.0
Italy,1989,Potato,197158,7.86,832.0
Italy,1990,Potato,191624,7.97,832.0
Italy,1991,Potato,200113,7.28,832.0
Italy,1992,Potato,226592,7.76,832.0
Italy,1993,Potato,224567,7.43,832.0
Italy,1994,Potato,233775,8.39,832.0
Italy,1995,Potato,232893,7.43,832.0
Italy,1996,Potato,224667,7.06,832.0
Italy,1997,Potato,222609,8.18,832.0
Italy,1998,Potato,243418,7.77,832.0
Italy,1999,Potato,241843,7.64,832.0
Italy,2000,Potato,250695,8.13,832.0
Italy,2001,Potato,250910,7.83,832.0
Italy,2002,Potato,240997,8.15,832.0
Italy,2004,Potato,251485,7.74,832.0
Italy,2005,Potato,250819,7.33,832.0
Italy,2006,Potato,246070,8.15,832.0
Italy,2007,Potato,256304,8.4,832.0
Italy,2008,Potato,227242,7.91,832.0
Italy,2009,Potato,248352,8.11,832.0
Italy,2010,Potato,249684,7.05,832.0
Italy,2011,Potato,249158,8.68,832.0
Italy,2012,Potato,254511,8.05,832.0
Italy,2013,Potato,252483,8.04,832.0
Jamaica,1985,Potato,113381,26.8,2051.0
Jamaica,1986,Potato,88152,26.89,2051.0
Jamaica,1987,Potato,119079,27.42,2051.0
Jamaica,1989,Potato,116448,26.97,2051.0
Jamaica,1990,Potato,122818,27.28,2051.0
Jamaica,1991,Potato,91380,27.24,2051.0
Jamaica,1992,Potato,111138,27.25,2051.0
Jamaica,1993,Potato,119399,27.02,2051.0
Jamaica,1994,Potato,143052,27.48,2051.0
Jamaica,1995,Potato,144129,27.4,2051.0
Jamaica,1996,Potato,146076,26.98,2051.0
Jamaica,1997,Potato,147392,27.8,2051.0
Jamaica,1998,Potato,147897,27.8,2051.0
Jamaica,1999,Potato,157082,27.12,2051.0
Jamaica,2000,Potato,141042,26.96,2051.0
Jamaica,2001,Potato,144634,27.27,2051.0
Jamaica,2002,Potato,148595,27.51,2051.0
Jamaica,2004,Potato,156346,27.47,2051.0
Jamaica,2005,Potato,156141,27.34,2051.0
Jamaica,2006,Potato,166966,27.58,2051.0
Jamaica,2007,Potato,164330,27.61,2051.0
Jamaica,2008,Potato,164849,27.17,2051.0
Jamaica,2009,Potato,169416,27.42,2051.0
Jamaica,2010,Potato,142411,27.09,2051.0
Jamaica,2011,Potato,190236,27.17,2051.0
Jamaica,2012,Potato,165440,27.51,2051.0
Jamaica,2013,Potato,165914,27.41,2051.0
Japan,1985,Potato,286252,15.48,1668.0
Japan,1986,Potato,313067,14.81,1668.0
Japan,1987,Potato,310204,15.65,1668.0
Japan,1989,Potato,299416,15.77,1668.0
Japan,1990,Potato,306736,16.4,1668.0
Japan,1991,Potato,322809,15.6,1668.0
Japan,1992,Potato,313645,15.63,1668.0
Japan,1993,Potato,304856,14.93,1668.0
Japan,1994,Potato,312107,16.33,1668.0
Japan,1995,Potato,323558,15.25,1668.0
Japan,1996,Potato,299709,15.2,1668.0
Japan,1997,Potato,307549,15.76,1668.0
Japan,1998,Potato,307608,16.72,1668.0
Japan,1999,Potato,303275,15.93,1668.0
Japan,2000,Potato,306342,15.92,1668.0
Japan,2001,Potato,318172,15.86,1668.0
Japan,2002,Potato,334130,16.09,1668.0
Japan,2004,Potato,330734,16.56,1668.0
Japan,2005,Potato,316341,15.75,1668.0
Japan,2006,Potato,304273,15.87,1668.0
Japan,2007,Potato,340000,16.53,1668.0
Japan,2008,Potato,323086,15.96,1668.0
Japan,2009,Potato,295909,15.93,1668.0
Japan,2010,Potato,277576,16.12,1668.0
Japan,2011,Potato,294691,15.71,1668.0
Japan,2012,Potato,307882,15.53,1668.0
Japan,2013,Potato,302133,16.54,1668.0
Kazakhstan,1992,Potato,105923,6.2,250.0
Kazakhstan,1993,Potato,96200,5.51,250.0
Kazakhstan,1994,Potato,95739,6.04,250.0
Kazakhstan,1995,Potato,84589,6.53,250.0
Kazakhstan,1996,Potato,88347,5.98,250.0
Kazakhstan,1997,Potato,84078,7.53,250.0
Kazakhstan,1998,Potato,76679,6.94,250.0
Kazakhstan,1999,Potato,107532,7.09,250.0
Kazakhstan,2000,Potato,106383,7.26,250.0
Kazakhstan,2001,Potato,132897,7.23,250.0
Kazakhstan,2002,Potato,139278,7.4,250.0
Kazakhstan,2004,Potato,134485,7.52,250.0
Kazakhstan,2005,Potato,150135,7.07,250.0
Kazakhstan,2006,Potato,153851,7.65,250.0
Kazakhstan,2007,Potato,155792,7.78,250.0
Kazakhstan,2008,Potato,144356,7.25,250.0
Kazakhstan,2009,Potato,162092,6.77,250.0
Kazakhstan,2010,Potato,143194,6.96,250.0
Kazakhstan,2011,Potato,167176,6.54,250.0
Kazakhstan,2012,Potato,165927,6.07,250.0
Kazakhstan,2013,Potato,181522,8.71,250.0
Kenya,1985,Potato,61761,16.24,630.0
Kenya,1986,Potato,63959,16.53,630.0
Kenya,1987,Potato,49603,17.19,630.0
Kenya,1989,Potato,94304,15.91,630.0
Kenya,1990,Potato,88655,15.94,630.0
Kenya,1991,Potato,113356,16.26,630.0
Kenya,1992,Potato,92975,16.34,630.0
Kenya,1993,Potato,117490,16.36,630.0
Kenya,1994,Potato,97108,16.58,630.0
Kenya,1995,Potato,96575,16.52,630.0
Kenya,1996,Potato,75918,16.44,630.0
Kenya,1997,Potato,70425,16.77,630.0
Kenya,1998,Potato,75177,16.53,630.0
Kenya,1999,Potato,91410,16.7,630.0
Kenya,2000,Potato,61770,16.73,630.0
Kenya,2001,Potato,91596,16.1,630.0
Kenya,2002,Potato,77113,16.61,630.0
Kenya,2004,Potato,84401,16.92,630.0
Kenya,2005,Potato,200000,17.28,630.0
Kenya,2006,Potato,200000,16.92,630.0
Kenya,2007,Potato,200000,16.6,630.0
Kenya,2008,Potato,214815,16.66,630.0
Kenya,2009,Potato,191199,17.3,630.0
Kenya,2010,Potato,224279,16.82,630.0
Kenya,2011,Potato,191690,16.9,630.0
Kenya,2012,Potato,203389,16.84,630.0
Kenya,2013,Potato,144262,16.91,630.0
Latvia,1992,Potato,120475,6.89,641.0
Latvia,1993,Potato,145006,5.58,641.0
Latvia,1994,Potato,129963,5.87,641.0
Latvia,1995,Potato,114701,6.54,641.0
Latvia,1996,Potato,137471,4.9,641.0
Latvia,1997,Potato,135948,6.17,641.0
Latvia,1998,Potato,118044,5.95,641.0
Latvia,1999,Potato,158782,7.07,641.0
Latvia,2000,Potato,145634,7.47,641.0
Latvia,2001,Potato,111670,6.5,641.0
Latvia,2002,Potato,143358,6.83,641.0
Latvia,2004,Potato,128507,6.28,641.0
Latvia,2005,Potato,145942,6.3,641.0
Latvia,2006,Potato,122151,6.95,641.0
Latvia,2007,Potato,159330,7.25,641.0
Latvia,2008,Potato,178148,7.67,641.0
Latvia,2009,Potato,175133,6.51,641.0
Latvia,2010,Potato,160797,5.67,641.0
Latvia,2011,Potato,168013,7.25,641.0
Latvia,2012,Potato,191099,5.96,641.0
Latvia,2013,Potato,181648,7.25,641.0
Lebanon,1985,Potato,216139,19.45,661.0
Lebanon,1986,Potato,224121,19.42,661.0
Lebanon,1987,Potato,156629,19.09,661.0
Lebanon,1989,Potato,178472,19.35,661.0
Lebanon,1990,Potato,180927,19.4,661.0
Lebanon,1991,Potato,201527,19.31,661.0
Lebanon,1992,Potato,210345,18.18,661.0
Lebanon,1993,Potato,203846,19.14,661.0
Lebanon,1994,Potato,234268,19.93,661.0
Lebanon,1995,Potato,238774,19.35,661.0
Lebanon,1996,Potato,241493,19.65,661.0
Lebanon,1997,Potato,220000,18.99,661.0
Lebanon,1998,Potato,200000,20.19,661.0
Lebanon,1999,Potato,190270,20.25,661.0
Lebanon,2000,Potato,213178,19.65,661.0
Lebanon,2001,Potato,215966,20.29,661.0
Lebanon,2002,Potato,234970,19.91,661.0
Lebanon,2004,Potato,255504,19.72,661.0
Lebanon,2005,Potato,259594,19.68,661.0
Lebanon,2006,Potato,200000,19.59,661.0
Lebanon,2007,Potato,256020,20.04,661.0
Lebanon,2008,Potato,256020,20.24,661.0
Lebanon,2009,Potato,224868,20.19,661.0
Lebanon,2010,Potato,238514,21.26,661.0
Lebanon,2011,Potato,239130,19.67,661.0
Lebanon,2012,Potato,233333,20.19,661.0
Lebanon,2013,Potato,260759,20.08,661.0
Lesotho,1985,Potato,155556,14.96,788.0
Lesotho,1986,Potato,150000,14.78,788.0
Lesotho,1987,Potato,152174,14.89,788.0
Lesotho,1989,Potato,155172,14.09,788.0
Lesotho,1990,Potato,176905,14.48,788.0
Lesotho,1991,Potato,156250,14.66,788.0
Lesotho,1992,Potato,148649,15.16,788.0
Lesotho,1993,Potato,150000,14.95,788.0
Lesotho,1994,Potato,155556,14.22,788.0
Lesotho,1995,Potato,156169,14.55,788.0
Lesotho,1996,Potato,157202,13.93,788.0
Lesotho,1997,Potato,159574,14.28,788.0
Lesotho,1998,Potato,160000,14.81,788.0
Lesotho,1999,Potato,163462,15.34,788.0
Lesotho,2000,Potato,164151,14.37,788.0
Lesotho,2001,Potato,162963,14.62,788.0
Lesotho,2002,Potato,162858,14.69,788.0
Lesotho,2004,Potato,163654,14.91,788.0
Lesotho,2005,Potato,164086,14.89,788.0
Lesotho,2006,Potato,164720,14.18,788.0
Lesotho,2007,Potato,166071,14.81,788.0
Lesotho,2008,Potato,166379,14.74,788.0
Lesotho,2009,Potato,159649,14.62,788.0
Lesotho,2010,Potato,165000,15.23,788.0
Lesotho,2011,Potato,164706,14.32,788.0
Lesotho,2012,Potato,164286,14.62,788.0
Lesotho,2013,Potato,173611,14.03,788.0
Libya,1985,Potato,68750,19.33,56.0
Libya,1986,Potato,68750,18.97,56.0
Libya,1987,Potato,76250,19.07,56.0
Libya,1989,Potato,74857,19.18,56.0
Libya,1990,Potato,80556,19.6,56.0
Libya,1991,Potato,81319,18.96,56.0
Libya,1992,Potato,78947,19.03,56.0
Libya,1993,Potato,85822,19.51,56.0
Libya,1994,Potato,116667,19.86,56.0
Libya,1995,Potato,165267,19.47,56.0
Libya,1996,Potato,187273,19.24,56.0
Libya,1997,Potato,174212,19.3,56.0
Libya,1998,Potato,180000,19.75,56.0
Libya,1999,Potato,249910,20.27,56.0
Libya,2000,Potato,200000,19.59,56.0
Libya,2001,Potato,195000,20.09,56.0
Libya,2002,Potato,195000,19.96,56.0
Libya,2004,Potato,195000,19.76,56.0
Libya,2005,Potato,157629,19.48,56.0
Libya,2006,Potato,195440,19.48,56.0
Libya,2007,Potato,193333,19.87,56.0
Libya,2008,Potato,193333,20.17,56.0
Libya,2009,Potato,194380,19.93,56.0
Libya,2010,Potato,193849,20.51,56.0
Libya,2011,Potato,189247,19.44,56.0
Libya,2012,Potato,189474,20.01,56.0
Libya,2013,Potato,196667,19.93,56.0
Lithuania,1992,Potato,94916,7.04,656.0
Lithuania,1993,Potato,145414,5.79,656.0
Lithuania,1994,Potato,94112,6.3,656.0
Lithuania,1995,Potato,127992,6.68,656.0
Lithuania,1996,Potato,163152,5.09,656.0
Lithuania,1997,Potato,150974,6.29,656.0
Lithuania,1998,Potato,135771,6.27,656.0
Lithuania,1999,Potato,141049,7.31,656.0
Lithuania,2000,Potato,163916,7.69,656.0
Lithuania,2001,Potato,102868,6.75,656.0
Lithuania,2002,Potato,154365,7.26,656.0
Lithuania,2004,Potato,128802,6.43,656.0
Lithuania,2005,Potato,120987,6.5,656.0
Lithuania,2006,Potato,79083,6.98,656.0
Lithuania,2007,Potato,109110,7.44,656.0
Lithuania,2008,Potato,148017,7.84,656.0
Lithuania,2009,Potato,142167,6.7,656.0
Lithuania,2010,Potato,130301,6.14,656.0
Lithuania,2011,Potato,155889,7.32,656.0
Lithuania,2012,Potato,170776,6.31,656.0
Lithuania,2013,Potato,148606,7.42,656.0
Madagascar,1985,Potato,64647,19.17,1513.0
Madagascar,1986,Potato,64681,19.13,1513.0
Madagascar,1987,Potato,64687,19.77,1513.0
Madagascar,1989,Potato,69666,19.36,1513.0
Madagascar,1990,Potato,69744,19.62,1513.0
Madagascar,1991,Potato,55983,19.79,1513.0
Madagascar,1992,Potato,56560,19.76,1513.0
Madagascar,1993,Potato,56429,19.95,1513.0
Madagascar,1994,Potato,58442,19.96,1513.0
Madagascar,1995,Potato,56853,19.96,1513.0
Madagascar,1996,Potato,57166,19.71,1513.0
Madagascar,1997,Potato,57377,19.97,1513.0
Madagascar,1998,Potato,57377,20.11,1513.0
Madagascar,1999,Potato,59388,19.82,1513.0
Madagascar,2000,Potato,58269,19.65,1513.0
Madagascar,2001,Potato,59661,20.12,1513.0
Madagascar,2002,Potato,59621,20.14,1513.0
Madagascar,2004,Potato,56139,19.87,1513.0
Madagascar,2005,Potato,58561,20.05,1513.0
Madagascar,2006,Potato,58565,20.09,1513.0
Madagascar,2007,Potato,59881,20.02,1513.0
Madagascar,2008,Potato,59912,19.79,1513.0
Madagascar,2009,Potato,59915,20.13,1513.0
Madagascar,2010,Potato,58940,20.31,1513.0
Madagascar,2011,Potato,58963,20.33,1513.0
Madagascar,2012,Potato,59267,19.78,1513.0
Madagascar,2013,Potato,59375,19.34,1513.0
Malawi,1985,Potato,71429,19.84,1181.0
Malawi,1986,Potato,72093,20.09,1181.0
Malawi,1987,Potato,99450,20.99,1181.0
Malawi,1989,Potato,71942,20.15,1181.0
Malawi,1990,Potato,102044,20.86,1181.0
Malawi,1991,Potato,66730,20.4,1181.0
Malawi,1992,Potato,135970,20.89,1181.0
Malawi,1993,Potato,90947,20.43,1181.0
Malawi,1994,Potato,85376,20.59,1181.0
Malawi,1995,Potato,58002,20.86,1181.0
Malawi,1996,Potato,90293,20.47,1181.0
Malawi,1997,Potato,95765,20.62,1181.0
Malawi,1998,Potato,104774,20.92,1181.0
Malawi,1999,Potato,112207,20.26,1181.0
Malawi,2000,Potato,114561,20.22,1181.0
Malawi,2001,Potato,135370,20.59,1181.0
Malawi,2002,Potato,126773,20.76,1181.0
Malawi,2004,Potato,120873,20.44,1181.0
Malawi,2005,Potato,90371,21.37,1181.0
Malawi,2006,Potato,133445,20.63,1181.0
Malawi,2007,Potato,151922,20.67,1181.0
Malawi,2008,Potato,146009,20.42,1181.0
Malawi,2009,Potato,161923,20.68,1181.0
Malawi,2010,Potato,160600,21.34,1181.0
Malawi,2011,Potato,159930,20.92,1181.0
Malawi,2012,Potato,172009,20.42,1181.0
Malawi,2013,Potato,175414,19.68,1181.0
Malaysia,1985,Maize,16667,26.83,2875.0
Malaysia,1986,Maize,17333,26.93,2875.0
Malaysia,1987,Maize,17647,27.27,2875.0
Malaysia,1989,Maize,17895,26.85,2875.0
Malaysia,1990,Maize,17500,27.21,2875.0
Malaysia,1991,Maize,17500,27.04,2875.0
Malaysia,1992,Maize,17143,27.05,2875.0
Malaysia,1993,Maize,19000,26.99,2875.0
Malaysia,1994,Maize,20000,27.0,2875.0
Malaysia,1995,Maize,18696,27.05,2875.0
Malaysia,1996,Maize,18000,27.04,2875.0
Malaysia,1997,Maize,18462,27.29,2875.0
Malaysia,1998,Maize,18519,27.89,2875.0
Malaysia,1999,Maize,21111,26.95,2875.0
Malaysia,2000,Maize,24074,27.14,2875.0
Malaysia,2001,Maize,30455,27.24,2875.0
Malaysia,2002,Maize,30435,27.57,2875.0
Malaysia,2004,Maize,30000,27.35,2875.0
Malaysia,2005,Maize,30000,27.59,2875.0
Malaysia,2006,Maize,32000,27.29,2875.0
Malaysia,2007,Maize,48554,27.23,2875.0
Malaysia,2008,Maize,52192,27.12,2875.0
Malaysia,2009,Maize,50719,27.47,2875.0
Malaysia,2010,Maize,55351,27.69,2875.0
Malaysia,2011,Maize,61320,27.27,2875.0
Malaysia,2012,Maize,89681,27.36,2875.0
Malaysia,2013,Maize,88991,27.8,2875.0
Mali,1985,Wheat,18095,27.36,282.0
Mali,1986,Maize,16546,26.96,282.0
Mali,1987,Maize,15118,27.93,282.0
Mali,1989,Wheat,13053,27.24,282.0
Mali,1990,Potato,180000,27.61,282.0
Mali,1991,Potato,175000,27.58,282.0
Mali,1992,Potato,178057,27.2,282.0
Mali,1993,Potato,180000,27.55,282.0
Mali,1994,Potato,181975,27.05,282.0
Mali,1995,Potato,182175,27.25,282.0
Mali,1996,Potato,182682,27.64,282.0
Mali,1997,Potato,183335,27.38,282.0
Mali,1998,Potato,183333,28.08,282.0
Mali,1999,Potato,186268,27.26,282.0
Mali,2000,Potato,187278,27.51,282.0
Mali,2001,Potato,185714,27.79,282.0
Mali,2002,Potato,180217,28.18,282.0
Mali,2004,Potato,163954,28.07,282.0
Mali,2005,Potato,194956,28.13,282.0
Mali,2006,Potato,238984,27.62,282.0
Mali,2007,Potato,240551,27.94,282.0
Mali,2008,Potato,239915,27.62,282.0
Mali,2009,Potato,237913,27.89,282.0
Mali,2010,Potato,220473,28.18,282.0
Mali,2011,Potato,204721,27.79,282.0
Mali,2012,Potato,198983,27.39,282.0
Mali,2013,Potato,193555,28.53,282.0
Mauritania,1985,Potato,50000,27.21,92.0
Mauritania,1986,Potato,50000,26.75,92.0
Mauritania,1987,Potato,51667,28.51,92.0
Mauritania,1989,Potato,48462,27.66,92.0
Mauritania,1990,Potato,54628,27.67,92.0
Mauritania,1991,Potato,46591,27.38,92.0
Mauritania,1992,Potato,50000,27.52,92.0
Mauritania,1993,Potato,40000,27.37,92.0
Mauritania,1994,Potato,50000,27.24,92.0
Mauritania,1995,Potato,47809,27.7,92.0
Mauritania,1996,Potato,47985,27.93,92.0
Mauritania,1997,Potato,50000,28.28,92.0
Mauritania,1998,Potato,48000,28.52,92.0
Mauritania,1999,Potato,46667,27.23,92.0
Mauritania,2000,Potato,50000,27.66,92.0
Mauritania,2001,Potato,51429,28.28,92.0
Mauritania,2002,Potato,51282,27.84,92.0
Mauritania,2004,Potato,51778,27.81,92.0
Mauritania,2005,Potato,51163,28.14,92.0
Mauritania,2006,Potato,52752,27.82,92.0
Mauritania,2007,Potato,53231,27.88,92.0
Mauritania,2008,Potato,53810,28.14,92.0
Mauritania,2009,Potato,54030,27.57,92.0
Mauritania,2010,Potato,51163,28.7,92.0
Mauritania,2011,Potato,55446,27.87,92.0
Mauritania,2012,Potato,57143,27.77,92.0
Mauritania,2013,Potato,62857,28.24,92.0
Mauritius,1985,Potato,270360,23.65,2041.0
Mauritius,1986,Potato,211875,23.69,2041.0
Mauritius,1987,Potato,195471,24.32,2041.0
Mauritius,1989,Potato,212865,23.76,2041.0
Mauritius,1990,Potato,181098,23.84,2041.0
Mauritius,1991,Potato,197419,24.14,2041.0
Mauritius,1992,Potato,192134,23.81,2041.0
Mauritius,1993,Potato,200875,23.91,2041.0
Mauritius,1994,Potato,175716,24.17,2041.0
Mauritius,1995,Potato,198460,24.02,2041.0
Mauritius,1996,Potato,195930,23.89,2041.0
Mauritius,1997,Potato,215755,24.1,2041.0
Mauritius,1998,Potato,176048,24.41,2041.0
Mauritius,1999,Potato,239781,24.11,2041.0
Mauritius,2000,Potato,222556,24.0,2041.0
Mauritius,2001,Potato,209884,24.49,2041.0
Mauritius,2002,Potato,220116,24.4,2041.0
Mauritius,2004,Potato,185272,24.25,2041.0
Mauritius,2005,Potato,213306,24.16,2041.0
Mauritius,2006,Potato,238105,24.32,2041.0
Mauritius,2007,Potato,251918,24.28,2041.0
Mauritius,2008,Potato,229444,24.19,2041.0
Mauritius,2009,Potato,231096,24.58,2041.0
Mauritius,2010,Potato,203649,24.67,2041.0
Mauritius,2011,Potato,213264,24.52,2041.0
Mauritius,2012,Potato,233356,24.37,2041.0
Mauritius,2013,Potato,236026,24.31,2041.0
Mexico,1985,Potato,137662,15.62,758.0
Mexico,1986,Potato,140348,15.69,758.0
Mexico,1987,Potato,134378,15.78,758.0
Mexico,1989,Potato,146360,15.75,758.0
Mexico,1990,Potato,158256,16.0,758.0
Mexico,1991,Potato,162351,16.42,758.0
Mexico,1992,Potato,168178,15.71,758.0
Mexico,1993,Potato,168931,16.23,758.0
Mexico,1994,Potato,190845,16.42,758.0
Mexico,1995,Potato,199803,16.68,758.0
Mexico,1996,Potato,204570,16.08,758.0
Mexico,1997,Potato,208520,16.25,758.0
Mexico,1998,Potato,204955,17.07,758.0
Mexico,1999,Potato,223519,16.09,758.0
Mexico,2000,Potato,239420,16.11,758.0
Mexico,2001,Potato,237799,15.98,758.0
Mexico,2002,Potato,237558,16.37,758.0
Mexico,2004,Potato,242399,16.2,758.0
Mexico,2005,Potato,259662,16.7,758.0
Mexico,2006,Potato,248610,16.37,758.0
Mexico,2007,Potato,270565,16.38,758.0
Mexico,2008,Potato,277258,16.22,758.0
Mexico,2009,Potato,277374,16.65,758.0
Mexico,2010,Potato,277578,15.87,758.0
Mexico,2011,Potato,262734,16.64,758.0
Mexico,2012,Potato,268098,16.43,758.0
Mexico,2013,Potato,267752,17.34,758.0
Mongolia,1985,Potato,110583,-3.59,241.0
Mongolia,1986,Potato,119082,-2.65,241.0
Mongolia,1987,Potato,118821,-3.29,241.0
Mongolia,1989,Potato,123207,-1.64,241.0
Mongolia,1990,Potato,107467,-2.02,241.0
Mongolia,1991,Potato,88636,-2.76,241.0
Mongolia,1992,Potato,90230,-1.86,241.0
Mongolia,1993,Potato,67528,-2.52,241.0
Mongolia,1994,Potato,69231,-1.69,241.0
Mongolia,1995,Potato,83490,-1.63,241.0
Mongolia,1996,Potato,66381,-2.65,241.0
Mongolia,1997,Potato,82881,-1.46,241.0
Mongolia,1998,Potato,80276,-1.2,241.0
Mongolia,1999,Potato,72824,-1.59,241.0
Mongolia,2000,Potato,74727,-2.36,241.0
Mongolia,2001,Potato,65507,-1.98,241.0
Mongolia,2002,Potato,50707,-1.48,241.0
Mongolia,2004,Potato,88327,-1.51,241.0
Mongolia,2005,Potato,84801,-2.36,241.0
Mongolia,2006,Potato,101716,-1.56,241.0
Mongolia,2007,Potato,99887,0.2,241.0
Mongolia,2008,Potato,109652,-1.05,241.0
Mongolia,2009,Potato,111801,-2.04,241.0
Mongolia,2010,Potato,121584,-3.04,241.0
Mongolia,2011,Potato,131139,-2.41,241.0
Mongolia,2012,Potato,146207,-3.37,241.0
Mongolia,2013,Potato,123601,-0.22,241.0
Montenegro,2006,Potato,130448,10.56,241.0
Montenegro,2007,Potato,105037,11.59,241.0
Montenegro,2008,Potato,130981,11.62,241.0
Montenegro,2009,Potato,150977,11.46,241.0
Montenegro,2010,Potato,145964,11.25,241.0
Montenegro,2011,Potato,165000,11.25,241.0
Montenegro,2012,Potato,118033,11.53,241.0
