RegionName,State,non_missing,total,missing_rate
Pine Grove,WV,128,240,0.466667
Robson,WV,128,240,0.466667
Smithers,WV,128,240,0.466667
Fresno,TX,385,720,0.465278
Manvel,TX,385,720,0.465278
Calumet City,IL,321,600,0.465000
Edinburg,TX,321,600,0.465000
Paterson,NJ,386,720,0.463889
Anderson,IN,322,600,0.463333
Kokomo,IN,322,600,0.463333
Little Egg Harbor Township,NJ,322,600,0.463333
Spring Lake,NJ,258,480,0.462500
Menlo Park,CA,323,600,0.461667
Terre Haute,IN,323,600,0.461667
Terrell,TX,323,600,0.461667
Wake Forest,NC,388,720,0.461111
San Gregorio,CA,130,240,0.458333
Shasta,CA,130,240,0.458333
Ophir,CO,130,240,0.458333
Otis,CO,130,240,0.458333
Bethany,CT,130,240,0.458333
Eldora,IA,130,240,0.458333
Saint Lucas,IA,130,240,0.458333
Sandyville,IA,130,240,0.458333
Woodward,IA,130,240,0.458333
Roodhouse,IL,130,240,0.458333
Bethlehem,IN,130,240,0.458333
Erie,KS,130,240,0.458333
Saint Paul,KS,130,240,0.458333
Wright,KS,130,240,0.458333
Ringgold,LA,130,240,0.458333
Palmer,MA,130,240,0.458333
Parsonsfield,ME,130,240,0.458333
Sebewaing,MI,130,240,0.458333
Argyle,MN,130,240,0.458333
Karlstad,MN,130,240,0.458333
Middle River,MN,130,240,0.458333
Newfolden,MN,130,240,0.458333
Strandquist,MN,130,240,0.458333
Viking,MN,130,240,0.458333
Wolverton,MN,130,240,0.458333
Doolittle,MO,130,240,0.458333
Edwards,MS,130,240,0.458333
Davis,NC,130,240,0.458333
Glen Ullin,ND,130,240,0.458333
Creston,NE,130,240,0.458333
Genoa,NE,130,240,0.458333
Lindsay,NE,130,240,0.458333
Monroe,NE,130,240,0.458333
Saint Edward,NE,130,240,0.458333
Bradford,NH,130,240,0.458333
Henniker,NH,130,240,0.458333
Lyme,NH,130,240,0.458333
Mason,NH,130,240,0.458333
Pittsfield,NH,130,240,0.458333
Stewartstown,NH,130,240,0.458333
Atoka,OK,130,240,0.458333
Burns Flat,OK,130,240,0.458333
Caney,OK,130,240,0.458333
Daisy,OK,130,240,0.458333
Stringtown,OK,130,240,0.458333
Tushka,OK,130,240,0.458333
Narragansett,RI,390,720,0.458333
Florence,SC,325,600,0.458333
Altamont,SD,130,240,0.458333
Rule,TX,130,240,0.458333
Arnoldsburg,WV,130,240,0.458333
Lindside,WV,130,240,0.458333
Littleton,WV,130,240,0.458333
Reader,WV,130,240,0.458333
Smithfield,WV,130,240,0.458333
Troy,WV,130,240,0.458333
Essex,MD,391,720,0.456944
Millcreek,UT,326,600,0.456667
Klamath Falls,OR,261,480,0.456250
Hazel Park,MI,392,720,0.455556
Porter,TX,392,720,0.455556
Madison,CT,393,720,0.454167
Hialeah Gardens,FL,262,480,0.454167
Shrewsbury,MA,262,480,0.454167
Laguna Beach,CA,328,600,0.453333
Chamblee,GA,328,600,0.453333
Hartford,CT,394,720,0.452778
Dodge City,KS,197,360,0.452778
Gardner,KS,394,720,0.452778
Atlantic City,NJ,329,600,0.451667
Evergreen,AL,132,240,0.450000
Monroeville,AL,132,240,0.450000
Napier Field,AL,132,240,0.450000
Peterman,AL,132,240,0.450000
Repton,AL,132,240,0.450000
Union,AL,132,240,0.450000
Agoura Hills,CA,330,600,0.450000
Orick,CA,132,240,0.450000
Rippey,IA,132,240,0.450000
Stonefort,IL,132,240,0.450000
Wyatt,IN,132,240,0.450000
Alden,KS,132,240,0.450000
Bucklin,KS,132,240,0.450000
Ford,KS,132,240,0.450000
Minneola,KS,132,240,0.450000
Offerle,KS,132,240,0.450000
Spearville,KS,132,240,0.450000
Otis,MA,132,240,0.450000
Dexter,MO,132,240,0.450000
Dudley,MO,132,240,0.450000
Essex,MO,132,240,0.450000
Riverview,MO,132,240,0.450000
Stewart,MS,132,240,0.450000
Hildreth,NE,132,240,0.450000
Epsom,NH,132,240,0.450000
Milan,NH,132,240,0.450000
Mountainside,NJ,132,240,0.450000
Pine Valley,NJ,132,240,0.450000
Wainscott,NY,264,480,0.450000
Wann,OK,132,240,0.450000
Anderson,SC,396,720,0.450000
Alkol,WV,132,240,0.450000
Iaeger,WV,132,240,0.450000
Jacksonburg,WV,132,240,0.450000
Wallace,WV,132,240,0.450000
Camas,WA,397,720,0.448611
Niagara Falls,NY,331,600,0.448333
Palisades Park,NJ,265,480,0.447917
Texas City,TX,398,720,0.447222
Wasilla,AK,332,600,0.446667
Brownsville,TX,332,600,0.446667
Menomonie,WI,332,600,0.446667
Rohnert Park,CA,399,720,0.445833
Macomb,IL,266,480,0.445833
Oak Park,IL,266,480,0.445833
Butte,MT,266,480,0.445833
Quogue,NY,266,480,0.445833
Rosenberg,TX,399,720,0.445833
Vineyard,UT,266,480,0.445833
Laramie,WY,266,480,0.445833
Norwich,CT,333,600,0.445000
Roselle,IL,333,600,0.445000
Glenn Heights,TX,333,600,0.445000
New Castle,CO,200,360,0.444444
Sturgis,MI,267,480,0.443750
Coeur d'Alene,ID,334,600,0.443333
Parrish,FL,401,720,0.443056
Bozeman,MT,401,720,0.443056
Nanwalek,AK,134,240,0.441667
Black Oak,AR,134,240,0.441667
Marble Canyon,AZ,134,240,0.441667
Eureka,CA,402,720,0.441667
Haxtun,CO,134,240,0.441667
Parachute,CO,201,360,0.441667
Farmington,CT,402,720,0.441667
Alvord,IA,134,240,0.441667
Blairsburg,IA,134,240,0.441667
College Springs,IA,134,240,0.441667
Iowa Falls,IA,134,240,0.441667
Kamrar,IA,134,240,0.441667
Radcliffe,IA,134,240,0.441667
Redfield,IA,134,240,0.441667
Thurman,IA,134,240,0.441667
Williams,IA,134,240,0.441667
Baylis,IL,134,240,0.441667
Hull,IL,134,240,0.441667
New Canton,IL,134,240,0.441667
Selma,IN,134,240,0.441667
Alma,KS,134,240,0.441667
Bushton,KS,134,240,0.441667
Chase,KS,134,240,0.441667
Eskridge,KS,134,240,0.441667
Geneseo,KS,134,240,0.441667
Lyons,KS,134,240,0.441667
Maple Hill,KS,134,240,0.441667
McFarland,KS,134,240,0.441667
Paxico,KS,134,240,0.441667
Monson,MA,134,240,0.441667
Channing,MI,134,240,0.441667
Ecru,MS,134,240,0.441667
Litchfield,NH,134,240,0.441667
Imlay,NV,134,240,0.441667
Verplanck,NY,134,240,0.441667
Sarahsville,OH,134,240,0.441667
Avard,OK,134,240,0.441667
Antis Township,PA,134,240,0.441667
Mary D,PA,134,240,0.441667
Lowrys,SC,134,240,0.441667
Tell,TX,134,240,0.441667
Washington,UT,335,600,0.441667
Oakwood,VA,134,240,0.441667
Eau Claire,WI,402,720,0.441667
Grantsville,WV,134,240,0.441667
Millstone,WV,134,240,0.441667
Orma,WV,134,240,0.441667
Houma,LA,336,600,0.440000
San Jacinto,CA,404,720,0.438889
Dallas,GA,404,720,0.438889
Hampton,GA,404,720,0.438889
Thompsons Station,TN,404,720,0.438889
Forestdale,AL,270,480,0.437500
Oildale,CA,405,720,0.437500
Mims,FL,270,480,0.437500
Kankakee,IL,270,480,0.437500
Prairie Village,KS,405,720,0.437500
Grosse Ile,MI,270,480,0.437500
Poplar Bluff,MO,270,480,0.437500
Town of Oswego,NY,270,480,0.437500
Johnstown,PA,270,480,0.437500
Cape Canaveral,FL,338,600,0.436667
Jacksonville,AR,406,720,0.436111
Towson,MD,406,720,0.436111
Bartlesville,OK,406,720,0.436111
Park City,UT,406,720,0.436111
University Park,FL,271,480,0.435417
Hobbs,NM,271,480,0.435417
Salem,OH,271,480,0.435417
Coto de Caza,CA,339,600,0.435000
Stamford,CT,407,720,0.434722
Moses Lake,WA,407,720,0.434722
Summers,AR,136,240,0.433333
Crescent City,CA,272,480,0.433333
Ranchita,CA,136,240,0.433333
Bouton,IA,136,240,0.433333
Grand River,IA,136,240,0.433333
El Dara,IL,136,240,0.433333
Rockport,IL,136,240,0.433333
Albany,IN,136,240,0.433333
Daleville,IN,136,240,0.433333
Albert,KS,136,240,0.433333
Claflin,KS,136,240,0.433333
Ellinwood,KS,136,240,0.433333
Great Bend,KS,136,240,0.433333
Hoisington,KS,136,240,0.433333
McCracken,KS,136,240,0.433333
Otis,KS,136,240,0.433333
Owensboro,KY,272,480,0.433333
Totz,KY,136,240,0.433333
Provincetown,MA,204,360,0.433333
Strathcona,MN,136,240,0.433333
Coffeeville,MS,136,240,0.433333
Oakland,MS,136,240,0.433333
Scobey,MS,136,240,0.433333
Sherman,MS,136,240,0.433333
Tillatoba,MS,136,240,0.433333
Tremont,MS,136,240,0.433333
Hampton Falls,NH,136,240,0.433333
Bellmawr,NJ,272,480,0.433333
La Jara,NM,136,240,0.433333
Town of Salem,NY,136,240,0.433333
Caldwell,OH,136,240,0.433333
Dexter City,OH,136,240,0.433333
Garfield Heights,OH,408,720,0.433333
Little Meadows,PA,136,240,0.433333
Rebersburg,PA,136,240,0.433333
Clear Lake,SD,136,240,0.433333
Flandreau,SD,136,240,0.433333
Gary,SD,136,240,0.433333
Mart,TX,136,240,0.433333
Trent,TX,136,240,0.433333
Burien,WA,408,720,0.433333
Tallmansville,WV,136,240,0.433333
Celina,TX,409,720,0.431944
Seguin,TX,409,720,0.431944
Portland,ME,341,600,0.431667
Montclair,NJ,341,600,0.431667
Chickamauga,GA,273,480,0.431250
Graham,WA,273,480,0.431250
Rolla,MO,410,720,0.430556
La Porte,TX,410,720,0.430556
Wilton Manors,FL,342,600,0.430000
Seneca,SC,342,600,0.430000
Bonaire,GA,411,720,0.429167
Peachtree Corners,GA,411,720,0.429167
Corbin,KY,274,480,0.429167
Saint Joseph,MO,411,720,0.429167
Summit,NJ,274,480,0.429167
Incline Village,NV,274,480,0.429167
University Park,TX,411,720,0.429167
Bountiful,UT,274,480,0.429167
Oshkosh,WI,411,720,0.429167
Temple Terrace,FL,343,600,0.428333
Ames,IA,343,600,0.428333
Fairborn,OH,343,600,0.428333
Plainfield,IN,412,720,0.427778
Baker,LA,275,480,0.427083
Hollywood,MD,275,480,0.427083
Brunswick,ME,275,480,0.427083
Kingston,WA,275,480,0.427083
Stillwater,OK,344,600,0.426667
Decatur,AL,413,720,0.426389
Turlock,CA,413,720,0.426389
Mustang,OK,413,720,0.426389
Cherokee,AL,138,240,0.425000
Marion,AR,276,480,0.425000
Holyoke,CO,138,240,0.425000
Nobleton,FL,138,240,0.425000
Ellsworth,IA,138,240,0.425000
Randolph,IA,138,240,0.425000
Eagle,ID,414,720,0.425000
Colp,IL,138,240,0.425000
Florence,IL,138,240,0.425000
Maywood,IL,276,480,0.425000
Pleasant Hill,IL,138,240,0.425000
Copeland,KS,138,240,0.425000
Ensign,KS,138,240,0.425000
Meade,KS,138,240,0.425000
Montezuma,KS,138,240,0.425000
Marthaville,LA,138,240,0.425000
West Bridgewater,MA,138,240,0.425000
Houghton Lake Heights,MI,138,240,0.425000
Saginaw,MI,345,600,0.425000
Twin Valley,MN,138,240,0.425000
Syracuse,MO,138,240,0.425000
Algoma,MS,138,240,0.425000
New Albany,MS,138,240,0.425000
Pontotoc,MS,138,240,0.425000
Toccopola,MS,138,240,0.425000
Norris,MT,138,240,0.425000
Ruso,ND,138,240,0.425000
Sterling,NE,138,240,0.425000
Tecumseh,NE,138,240,0.425000
Salisbury,NH,138,240,0.425000
Lindenhurst,NY,414,720,0.425000
Town of Bridgewater,NY,138,240,0.425000
Chelsea,OK,138,240,0.425000
Lane,OK,138,240,0.425000
Broad Top,PA,138,240,0.425000
Colman,SD,138,240,0.425000
Egan,SD,138,240,0.425000
Dalhart,TX,138,240,0.425000
Princeton,TX,414,720,0.425000
Winona,TX,138,240,0.425000
Bucoda,WA,138,240,0.425000
Cabins,WV,138,240,0.425000
Muskegon,MI,415,720,0.423611
Braselton,GA,346,600,0.423333
Culver City,CA,277,480,0.422917
Watauga,TX,416,720,0.422222
Lafayette,CA,417,720,0.420833
Buffalo Grove,IL,417,720,0.420833
Ogden,KS,278,480,0.420833
Davison,MI,278,480,0.420833
Bellaire,TX,417,720,0.420833
Nederland,TX,278,480,0.420833
Grain Valley,MO,418,720,0.419444
Raymore,MO,418,720,0.419444
Manor,TX,418,720,0.419444
Lauderdale-by-the-Sea,FL,279,480,0.418750
Tequesta,FL,279,480,0.418750
Alton,IL,279,480,0.418750
La Grange,IL,279,480,0.418750
Swedesboro,NJ,279,480,0.418750
Duncan,OK,279,480,0.418750
Diamond Bar,CA,419,720,0.418056
Cartersville,GA,419,720,0.418056
Mount Vernon,VA,419,720,0.418056
Foley,AL,420,720,0.416667
Leighton,AL,140,240,0.416667
Littleville,AL,140,240,0.416667
Tuscumbia,AL,140,240,0.416667
Fredonia,AZ,140,240,0.416667
Big Bend,CA,140,240,0.416667
Blocksburg,CA,140,240,0.416667
Claremont,CA,420,720,0.416667
Sausalito,CA,280,480,0.416667
Old Lyme,CT,140,240,0.416667
Avon Park,FL,280,480,0.416667
Seffner,FL,420,720,0.416667
Iowa City,IA,280,480,0.416667
Jewell,IA,140,240,0.416667
Little Cedar,IA,140,240,0.416667
Randall,IA,140,240,0.416667
Stanhope,IA,140,240,0.416667
Byers,KS,140,240,0.416667
Freeport,KS,140,240,0.416667
Cromona,KY,140,240,0.416667
Deane,KY,140,240,0.416667
Eolia,KY,140,240,0.416667
Ermine,KY,140,240,0.416667
Fleming-Neon,KY,140,240,0.416667
Gordon,KY,140,240,0.416667
Hallie,KY,140,240,0.416667
Isom,KY,140,240,0.416667
Jeremiah,KY,140,240,0.416667
Letcher,KY,140,240,0.416667
Mayking,KY,140,240,0.416667
McRoberts,KY,140,240,0.416667
Millstone,KY,140,240,0.416667
Partridge,KY,140,240,0.416667
Premium,KY,140,240,0.416667
Seco,KY,140,240,0.416667
Thornton,KY,140,240,0.416667
Whitesburg,KY,140,240,0.416667
Denham Springs,LA,420,720,0.416667
Sikes,LA,140,240,0.416667
Girdletree,MD,140,240,0.416667
Lutherville Timonium,MD,420,720,0.416667
Mulliken,MI,140,240,0.416667
Edgerton,MN,140,240,0.416667
Holland,MN,140,240,0.416667
Pipestone,MN,140,240,0.416667
Ruthton,MN,140,240,0.416667
Trosky,MN,140,240,0.416667
Woodstock,MN,140,240,0.416667
Beverly Hills,MO,140,240,0.416667
Cedar Hill Lakes,MO,140,240,0.416667
Platte Center,NE,140,240,0.416667
Tarnov,NE,140,240,0.416667
Bartlett,NH,210,360,0.416667
Hill,NH,140,240,0.416667
Burlington Township,NJ,350,600,0.416667
Cuba,NM,140,240,0.416667
Portales,NM,280,480,0.416667
Whitehall,OH,280,480,0.416667
Bull Hollow,OK,140,240,0.416667
Haskell,TX,140,240,0.416667
Rochester,TX,140,240,0.416667
Cairo,WV,140,240,0.416667
Clay,WV,140,240,0.416667
Glen Fork,WV,140,240,0.416667
Ivydale,WV,140,240,0.416667
Normantown,WV,140,240,0.416667
West Melbourne,FL,421,720,0.415278
Vernon Hills,IL,421,720,0.415278
Columbus,IN,421,720,0.415278
Southlake,TX,421,720,0.415278
Springville,AL,281,480,0.414583
Ottawa,KS,281,480,0.414583
Hanover,MA,281,480,0.414583
Rapid City,SD,422,720,0.413889
Prosper,TX,422,720,0.413889
Florence,AL,352,600,0.413333
Gulfport,FL,352,600,0.413333
Chevy Chase,MD,352,600,0.413333
Fort Lee,NJ,352,600,0.413333
Orange Beach,AL,282,480,0.412500
Benton,AR,423,720,0.412500
National City,CA,282,480,0.412500
Ridgefield,CT,282,480,0.412500
Grayslake,IL,282,480,0.412500
Rockton,IL,282,480,0.412500
New Albany,IN,282,480,0.412500
Potomac,MD,423,720,0.412500
Dearborn,MI,423,720,0.412500
Monmouth Junction,NJ,282,480,0.412500
Laughlin,NV,282,480,0.412500
Town of Saugerties,NY,282,480,0.412500
Hilton Head Island,SC,423,720,0.412500
Midlothian,TX,423,720,0.412500
Sherman,TX,353,600,0.411667
Windsor Mill,MD,424,720,0.411111
Dublin,OH,424,720,0.411111
Indian Wells,CA,283,480,0.410417
Denver,NC,283,480,0.410417
Plymouth Meeting,PA,283,480,0.410417
North Myrtle Beach,SC,283,480,0.410417
Sandy Springs,GA,354,600,0.410000
O Fallon,IL,354,600,0.410000
Cranston,RI,354,600,0.410000
Poway,CA,425,720,0.409722
Saginaw,TX,425,720,0.409722
Auburn,AL,284,480,0.408333
Wilton,AL,142,240,0.408333
Pope Valley,CA,142,240,0.408333
Braddyville,IA,142,240,0.408333
Fraser,IA,142,240,0.408333
Northboro,IA,142,240,0.408333
Pocatello,ID,355,600,0.408333
Grantsburg,IL,142,240,0.408333
Haviland,KS,142,240,0.408333
Pittsburg,KS,284,480,0.408333
Danville,KY,284,480,0.408333
Putney,KY,142,240,0.408333
Windsor,KY,142,240,0.408333
Baldwin,LA,142,240,0.408333
Bethany,LA,142,240,0.408333
Kaplan,LA,142,240,0.408333
Vivian,LA,142,240,0.408333
Cambridge,MD,284,480,0.408333
Gilead,ME,142,240,0.408333
Halstad,MN,142,240,0.408333
Hendrum,MN,142,240,0.408333
Grandview,MO,355,600,0.408333
Greendale,MO,142,240,0.408333
Vanduser,MO,142,240,0.408333
Sebastopol,MS,142,240,0.408333
Flasher,ND,142,240,0.408333
Edgewater,NJ,284,480,0.408333
Hurley,NM,142,240,0.408333
South Middletown,OH,142,240,0.408333
Chester,SD,142,240,0.408333
Madison,SD,142,240,0.408333
Wentworth,SD,142,240,0.408333
Morse,TX,142,240,0.408333
Ellenboro,WV,142,240,0.408333
Waiteville,WV,142,240,0.408333
Hollister,CA,427,720,0.406944
Torrington,CT,427,720,0.406944
Waxhaw,NC,427,720,0.406944
Town of Colonie,NY,427,720,0.406944
Sandy,UT,427,720,0.406944
Waukesha,WI,356,600,0.406667
Malibu,CA,285,480,0.406250
Arcadia,FL,285,480,0.406250
Egypt Lake-Leto,FL,285,480,0.406250
Elk Grove Village,IL,285,480,0.406250
Lake Forest,IL,285,480,0.406250
Belmont,MA,285,480,0.406250
Romulus,MI,285,480,0.406250
Muscle Shoals,AL,214,360,0.405556
Caldwell,ID,428,720,0.405556
Belleville,IL,428,720,0.405556
Bloomfield Hills,MI,428,720,0.405556
Statesville,NC,428,720,0.405556
Riviera Beach,FL,429,720,0.404167
Boonsboro,MD,286,480,0.404167
Middletown,MD,286,480,0.404167
Cortland,NY,286,480,0.404167
San Marcos,TX,429,720,0.404167
Alta,UT,143,240,0.404167
Seal Beach,CA,358,600,0.403333
Maitland,FL,358,600,0.403333
Round Lake Beach,IL,358,600,0.403333
Odessa,TX,430,720,0.402778
Emeryville,CA,287,480,0.402083
Ojus,FL,287,480,0.402083
Shalimar,FL,287,480,0.402083
Oxford,NC,287,480,0.402083
Sanger,TX,287,480,0.402083
Fort Washington,MD,359,600,0.401667
Bryan,TX,359,600,0.401667
Alabaster,AL,431,720,0.401389
Lenexa,KS,431,720,0.401389
