country,year,actual_top_crop,predicted_crop,prediction_probability
faroeislands,1996,Potato,Maize,0.34
faroeislands,1997,Potato,Maize,0.34
faroeislands,1998,Potato,Maize,0.34
faroeislands,1999,Potato,Maize,0.34
faroeislands,2000,Potato,Maize,0.34
faroeislands,2001,Potato,Maize,0.34
faroeislands,2002,Potato,Maize,0.34
faroeislands,2003,Potato,Maize,0.34
faroeislands,2004,Potato,Maize,0.34
faroeislands,2005,Potato,Maize,0.34
faroeislands,2006,Potato,Maize,0.34
faroeislands,2007,Potato,Maize,0.34
faroeislands,2008,Potato,Maize,0.34
faroeislands,2009,Potato,Maize,0.34
faroeislands,2010,Potato,Maize,0.34
faroeislands,2011,Potato,Maize,0.34
faroeislands,2012,Potato,Maize,0.34
faroeislands,2013,Potato,Maize,0.34
fiji,1990,Potato,Maize,0.34
fiji,1991,Potato,Maize,0.34
fiji,1992,Potato,Maize,0.34
fiji,1993,Potato,Maize,0.34
fiji,1994,Potato,Maize,0.34
fiji,1995,Potato,Maize,0.34
fiji,1996,Potato,Maize,0.34
fiji,1997,Potato,Maize,0.34
fiji,1998,Potato,Maize,0.34
fiji,1999,Potato,Maize,0.34
fiji,2000,Potato,Maize,0.34
fiji,2001,Potato,Maize,0.34
fiji,2002,Potato,Maize,0.34
fiji,2003,Potato,Maize,0.34
fiji,2004,Potato,Maize,0.34
fiji,2005,Potato,Maize,0.34
fiji,2006,Potato,Maize,0.34
fiji,2007,Potato,Maize,0.34
fiji,2008,Potato,Maize,0.34
fiji,2009,Potato,Maize,0.34
fiji,2010,Potato,Maize,0.34
fiji,2011,Potato,Maize,0.34
fiji,2012,Potato,Maize,0.34
fiji,2013,Potato,Maize,0.34
finland,1990,Potato,Barley,0.28
finland,1991,Potato,Barley,0.28
finland,1992,Potato,Barley,0.28
finland,1993,Potato,Barley,0.28
finland,1994,Potato,Barley,0.28
finland,1995,Potato,Barley,0.28
finland,1996,Potato,Barley,0.28
finland,1997,Potato,Barley,0.28
finland,1998,Potato,Barley,0.28
finland,1999,Potato,Barley,0.28
finland,2000,Potato,Barley,0.28
finland,2001,Potato,Barley,0.28
finland,2002,Potato,Barley,0.28
finland,2003,Potato,Barley,0.28
finland,2004,Potato,Barley,0.28
finland,2005,Potato,Barley,0.28
finland,2006,Potato,Barley,0.28
finland,2007,Potato,Barley,0.28
finland,2008,Potato,Barley,0.28
finland,2009,Potato,Barley,0.28
finland,2010,Potato,Barley,0.28
finland,2011,Potato,Barley,0.28
finland,2012,Potato,Barley,0.28
finland,2013,Potato,Barley,0.28
france,1990,Potato,Barley,0.28
france,1991,Potato,Barley,0.28
france,1992,Potato,Barley,0.28
france,1993,Potato,Barley,0.28
france,1994,Potato,Barley,0.28
france,1995,Potato,Barley,0.28
france,1996,Potato,Barley,0.28
france,1997,Potato,Barley,0.28
france,1998,Potato,Barley,0.28
france,1999,Potato,Barley,0.28
france,2000,Potato,Barley,0.28
france,2001,Potato,Barley,0.28
france,2002,Potato,Barley,0.28
france,2003,Potato,Barley,0.28
france,2004,Potato,Barley,0.28
france,2005,Potato,Barley,0.28
france,2006,Potato,Barley,0.28
france,2007,Potato,Barley,0.28
france,2008,Potato,Barley,0.28
france,2009,Potato,Barley,0.28
france,2010,Potato,Barley,0.28
france,2011,Potato,Barley,0.28
france,2012,Potato,Barley,0.28
france,2013,Potato,Barley,0.28
frenchguiana,1991,Maize,Maize,0.74
frenchguiana,1992,Maize,Maize,0.74
frenchguiana,1993,Maize,Maize,0.74
frenchguiana,1994,Maize,Maize,0.74
frenchguiana,1995,Maize,Maize,0.74
frenchguiana,1996,Maize,Maize,0.74
frenchguiana,1997,Maize,Maize,0.74
frenchguiana,1998,Maize,Maize,0.74
frenchguiana,1999,Maize,Maize,0.74
frenchguiana,2000,Maize,Maize,0.74
frenchguiana,2001,Maize,Maize,0.74
frenchguiana,2002,Maize,Maize,0.74
frenchguiana,2003,Maize,Maize,0.74
frenchguiana,2004,Maize,Maize,0.74
frenchguiana,2005,Maize,Maize,0.74
frenchguiana,2006,Maize,Maize,0.74
frenchguiana,2007,Maize,Maize,0.74
frenchguiana,2008,Maize,Maize,0.74
frenchguiana,2009,Maize,Maize,0.74
frenchguiana,2010,Maize,Maize,0.74
frenchguiana,2011,Maize,Maize,0.74
frenchguiana,2012,Maize,Maize,0.74
frenchguiana,2013,Maize,Maize,0.74
frenchpolynesia,1990,Potato,Maize,0.34
frenchpolynesia,1991,Potato,Maize,0.34
frenchpolynesia,1992,Potato,Maize,0.34
frenchpolynesia,1993,Potato,Maize,0.34
frenchpolynesia,1994,Potato,Maize,0.34
frenchpolynesia,1995,Potato,Maize,0.34
frenchpolynesia,1996,Potato,Maize,0.34
frenchpolynesia,1997,Potato,Maize,0.34
frenchpolynesia,1998,Potato,Maize,0.34
frenchpolynesia,1999,Potato,Maize,0.34
frenchpolynesia,2000,Potato,Maize,0.34
frenchpolynesia,2001,Potato,Maize,0.34
frenchpolynesia,2002,Potato,Maize,0.34
frenchpolynesia,2003,Potato,Maize,0.34
frenchpolynesia,2004,Potato,Maize,0.34
frenchpolynesia,2005,Potato,Maize,0.34
frenchpolynesia,2006,Potato,Maize,0.34
frenchpolynesia,2007,Potato,Maize,0.34
frenchpolynesia,2008,Potato,Maize,0.34
frenchpolynesia,2009,Potato,Maize,0.34
frenchpolynesia,2010,Potato,Maize,0.34
frenchpolynesia,2011,Potato,Maize,0.34
frenchpolynesia,2012,Potato,Maize,0.34
frenchpolynesia,2013,Potato,Maize,0.34
gabon,1990,Maize,Maize,0.67
gabon,1991,Maize,Maize,0.67
gabon,1992,Maize,Maize,0.67
gabon,1993,Maize,Maize,0.67
gabon,1994,Maize,Maize,0.67
gabon,1995,Maize,Maize,0.67
gabon,1996,Maize,Maize,0.67
gabon,1997,Maize,Maize,0.67
gabon,1998,Maize,Maize,0.67
gabon,1999,Maize,Maize,0.67
gabon,2000,Maize,Maize,0.67
gabon,2001,Maize,Maize,0.67
gabon,2002,Maize,Maize,0.67
gabon,2003,Maize,Maize,0.67
gabon,2004,Maize,Maize,0.67
gabon,2005,Maize,Maize,0.67
gabon,2006,Maize,Maize,0.67
gabon,2007,Maize,Maize,0.67
gabon,2008,Maize,Maize,0.67
gabon,2009,Maize,Maize,0.67
gabon,2010,Maize,Maize,0.67
gabon,2011,Maize,Maize,0.67
gabon,2012,Maize,Maize,0.67
gabon,2013,Maize,Maize,0.67
gambia,1990,Maize,Maize,0.74
gambia,1991,Maize,Maize,0.74
gambia,1992,Maize,Maize,0.74
gambia,1993,Maize,Maize,0.74
gambia,1994,Maize,Maize,0.74
gambia,1995,Maize,Maize,0.74
gambia,1996,Maize,Maize,0.74
gambia,1997,Maize,Maize,0.74
gambia,1998,Maize,Maize,0.74
gambia,1999,Maize,Maize,0.74
gambia,2000,Maize,Maize,0.74
gambia,2001,Maize,Maize,0.74
gambia,2002,Maize,Maize,0.74
gambia,2003,Maize,Maize,0.74
gambia,2004,Maize,Maize,0.74
gambia,2005,Sorghum,Maize,0.67
gambia,2006,Sorghum,Maize,0.67
gambia,2007,Maize,Maize,0.74
gambia,2008,Maize,Maize,0.74
gambia,2009,Maize,Maize,0.74
gambia,2010,Maize,Maize,0.74
gambia,2011,Maize,Maize,0.74
gambia,2012,Maize,Maize,0.74
gambia,2013,Sorghum,Maize,0.67
georgia,1992,Potato,Barley,0.28
georgia,1993,Potato,Barley,0.28
georgia,1994,Potato,Barley,0.28
georgia,1995,Potato,Barley,0.28
georgia,1996,Potato,Barley,0.28
georgia,1997,Potato,Barley,0.28
georgia,1998,Potato,Barley,0.28
georgia,1999,Potato,Barley,0.28
georgia,2000,Potato,Barley,0.28
georgia,2001,Potato,Barley,0.28
georgia,2002,Potato,Barley,0.28
georgia,2003,Potato,Barley,0.28
georgia,2004,Potato,Barley,0.28
georgia,2005,Potato,Barley,0.28
georgia,2006,Potato,Barley,0.28
georgia,2007,Potato,Barley,0.28
georgia,2008,Potato,Barley,0.28
georgia,2009,Potato,Barley,0.28
georgia,2010,Potato,Barley,0.28
georgia,2011,Potato,Barley,0.28
georgia,2012,Potato,Barley,0.28
georgia,2013,Potato,Barley,0.28
germany,1990,Potato,Barley,0.28
germany,1991,Potato,Barley,0.28
germany,1992,Potato,Barley,0.28
germany,1993,Potato,Barley,0.28
germany,1994,Potato,Barley,0.28
germany,1995,Potato,Barley,0.28
germany,1996,Potato,Barley,0.28
germany,1997,Potato,Barley,0.28
germany,1998,Potato,Barley,0.28
germany,1999,Potato,Barley,0.28
germany,2000,Potato,Barley,0.28
germany,2001,Potato,Barley,0.28
germany,2002,Potato,Barley,0.28
germany,2003,Potato,Barley,0.28
germany,2004,Potato,Barley,0.28
germany,2005,Potato,Barley,0.28
germany,2006,Potato,Barley,0.28
germany,2007,Potato,Barley,0.28
germany,2008,Potato,Barley,0.28
germany,2009,Potato,Barley,0.28
germany,2010,Potato,Barley,0.28
germany,2011,Potato,Barley,0.28
germany,2012,Potato,Barley,0.28
germany,2013,Potato,Barley,0.28
ghana,1990,Maize,Maize,0.67
ghana,1991,Maize,Maize,0.67
ghana,1992,Maize,Maize,0.67
ghana,1993,Maize,Maize,0.67
ghana,1994,Maize,Maize,0.67
ghana,1995,Maize,Maize,0.67
ghana,1996,Maize,Maize,0.67
ghana,1997,Maize,Maize,0.67
ghana,1998,Maize,Maize,0.67
ghana,1999,Maize,Maize,0.67
ghana,2000,Maize,Maize,0.67
ghana,2001,Maize,Maize,0.67
ghana,2002,Maize,Maize,0.67
ghana,2003,Maize,Maize,0.67
ghana,2004,Maize,Maize,0.67
ghana,2005,Maize,Maize,0.67
ghana,2006,Maize,Maize,0.67
ghana,2007,Maize,Maize,0.67
ghana,2008,Maize,Maize,0.67
ghana,2009,Maize,Maize,0.67
ghana,2010,Maize,Maize,0.67
ghana,2011,Maize,Maize,0.67
ghana,2012,Maize,Maize,0.67
ghana,2013,Maize,Maize,0.67
greece,1990,Potato,Maize,0.22
greece,1991,Potato,Potato,0.23
greece,1992,Potato,Potato,0.23
greece,1993,Potato,Potato,0.23
greece,1994,Potato,Maize,0.23
greece,1995,Potato,Maize,0.22
greece,1996,Potato,Potato,0.23
greece,1997,Potato,Potato,0.23
greece,1998,Potato,Maize,0.22
greece,1999,Potato,Maize,0.31
greece,2000,Potato,Maize,0.22
greece,2001,Potato,Maize,0.31
greece,2002,Potato,Maize,0.22
greece,2003,Potato,Maize,0.22
greece,2004,Potato,Maize,0.22
greece,2005,Potato,Maize,0.22
greece,2006,Potato,Maize,0.22
greece,2007,Potato,Maize,0.31
greece,2008,Potato,Maize,0.31
greece,2009,Potato,Maize,0.23
greece,2010,Potato,Maize,0.31
greece,2011,Potato,Potato,0.23
greece,2012,Potato,Maize,0.31
greece,2013,Potato,Maize,0.31
grenada,1990,Maize,Maize,0.74
grenada,1991,Maize,Maize,0.74
grenada,1992,Maize,Maize,0.74
grenada,1993,Maize,Maize,0.74
grenada,1994,Maize,Maize,0.74
grenada,1995,Maize,Maize,0.74
grenada,1996,Maize,Maize,0.74
grenada,1997,Maize,Maize,0.74
grenada,1998,Maize,Maize,0.74
grenada,1999,Maize,Maize,0.74
grenada,2000,Maize,Maize,0.74
grenada,2001,Maize,Maize,0.74
grenada,2002,Maize,Maize,0.74
grenada,2003,Maize,Maize,0.74
grenada,2004,Maize,Maize,0.74
grenada,2005,Maize,Maize,0.74
grenada,2006,Maize,Maize,0.74
grenada,2007,Maize,Maize,0.74
grenada,2008,Maize,Maize,0.74
grenada,2009,Maize,Maize,0.74
grenada,2010,Maize,Maize,0.74
grenada,2011,Maize,Maize,0.74
grenada,2012,Maize,Maize,0.74
grenada,2013,Maize,Maize,0.74
guam,1990,Maize,Maize,0.74
guam,1991,Maize,Maize,0.74
guam,1992,Maize,Maize,0.74
guam,1993,Maize,Maize,0.74
guam,1994,Maize,Maize,0.74
guam,1995,Maize,Maize,0.74
guam,1996,Maize,Maize,0.74
guam,1997,Maize,Maize,0.74
guam,1998,Maize,Maize,0.74
guam,1999,Maize,Maize,0.74
guam,2000,Maize,Maize,0.74
guam,2001,Maize,Maize,0.74
guam,2002,Maize,Maize,0.74
guam,2003,Maize,Maize,0.74
guam,2004,Maize,Maize,0.74
guam,2005,Maize,Maize,0.74
guam,2006,Maize,Maize,0.74
guam,2007,Maize,Maize,0.74
guam,2008,Maize,Maize,0.74
guam,2009,Maize,Maize,0.74
guam,2010,Maize,Maize,0.74
guam,2011,Maize,Maize,0.74
guam,2012,Maize,Maize,0.74
guam,2013,Maize,Maize,0.74
guatemala,1990,Potato,Maize,0.34
guatemala,1991,Potato,Maize,0.38
guatemala,1992,Potato,Maize,0.34
guatemala,1993,Potato,Maize,0.34
guatemala,1994,Potato,Maize,0.38
guatemala,1995,Potato,Maize,0.38
guatemala,1996,Potato,Maize,0.31
guatemala,1997,Potato,Maize,0.38
guatemala,1998,Potato,Maize,0.34
guatemala,1999,Potato,Maize,0.31
guatemala,2000,Potato,Maize,0.31
guatemala,2001,Potato,Maize,0.34
guatemala,2002,Potato,Maize,0.38
guatemala,2003,Potato,Maize,0.38
guatemala,2004,Potato,Maize,0.34
guatemala,2005,Potato,Maize,0.38
guatemala,2006,Potato,Maize,0.34
guatemala,2007,Potato,Maize,0.38
guatemala,2008,Potato,Maize,0.31
guatemala,2009,Potato,Maize,0.38
guatemala,2010,Potato,Maize,0.34
guatemala,2011,Potato,Maize,0.34
guatemala,2012,Potato,Maize,0.34
guatemala,2013,Potato,Maize,0.34
guinea,1990,Sorghum,Maize,0.59
guinea,1991,Sorghum,Maize,0.59
guinea,1992,Sorghum,Maize,0.59
guinea,1993,Sorghum,Maize,0.59
guinea,1994,Sorghum,Maize,0.59
guinea,1995,Sorghum,Maize,0.59
guinea,1996,Sorghum,Maize,0.59
guinea,1997,Maize,Maize,0.67
guinea,1998,Maize,Maize,0.67
guinea,1999,Maize,Maize,0.67
guinea,2000,Maize,Maize,0.67
guinea,2001,Maize,Maize,0.67
guinea,2002,Maize,Maize,0.67
guinea,2003,Potato,Maize,0.34
guinea,2004,Potato,Maize,0.34
guinea,2005,Potato,Maize,0.34
guinea,2006,Potato,Maize,0.34
guinea,2007,Potato,Maize,0.34
guinea,2008,Potato,Maize,0.34
guinea,2009,Potato,Maize,0.34
guinea,2010,Potato,Maize,0.34
guinea,2011,Potato,Maize,0.34
guinea,2012,Potato,Maize,0.34
guinea,2013,Potato,Maize,0.34
guineabissau,1990,Maize,Maize,0.67
guineabissau,1991,Maize,Maize,0.67
guineabissau,1992,Maize,Maize,0.67
guineabissau,1993,Maize,Maize,0.67
guineabissau,1994,Maize,Maize,0.67
guineabissau,1995,Maize,Maize,0.67
guineabissau,1996,Maize,Maize,0.67
guineabissau,1997,Maize,Maize,0.67
guineabissau,1998,Maize,Maize,0.67
guineabissau,1999,Maize,Maize,0.67
guineabissau,2000,Maize,Maize,0.67
guineabissau,2001,Maize,Maize,0.67
guineabissau,2002,Maize,Maize,0.67
guineabissau,2003,Maize,Maize,0.67
guineabissau,2004,Maize,Maize,0.67
guineabissau,2005,Maize,Maize,0.67
guineabissau,2006,Maize,Maize,0.67
guineabissau,2007,Maize,Maize,0.67
guineabissau,2008,Sorghum,Maize,0.59
guineabissau,2009,Maize,Maize,0.67
guineabissau,2010,Sorghum,Maize,0.59
guineabissau,2011,Sorghum,Maize,0.59
guineabissau,2012,Sorghum,Maize,0.59
guineabissau,2013,Sorghum,Maize,0.59
guyana,1990,Maize,Maize,0.67
guyana,1991,Maize,Maize,0.67
guyana,1992,Maize,Maize,0.67
guyana,1993,Maize,Maize,0.67
guyana,1994,Maize,Maize,0.67
guyana,1995,Maize,Maize,0.67
guyana,1996,Maize,Maize,0.67
guyana,1997,Maize,Maize,0.67
guyana,1998,Maize,Maize,0.67
guyana,1999,Maize,Maize,0.67
guyana,2000,Maize,Maize,0.67
guyana,2001,Maize,Maize,0.67
guyana,2002,Maize,Maize,0.67
guyana,2003,Maize,Maize,0.67
guyana,2004,Maize,Maize,0.67
guyana,2005,Maize,Maize,0.67
guyana,2006,Maize,Maize,0.67
guyana,2007,Maize,Maize,0.67
guyana,2008,Maize,Maize,0.67
guyana,2009,Maize,Maize,0.67
guyana,2010,Maize,Maize,0.67
guyana,2011,Maize,Maize,0.67
guyana,2012,Maize,Maize,0.67
guyana,2013,Maize,Maize,0.67
haiti,1990,Potato,Maize,0.34
haiti,1991,Potato,Maize,0.34
haiti,1992,Potato,Maize,0.34
haiti,1993,Potato,Maize,0.34
haiti,1994,Potato,Maize,0.34
haiti,1995,Potato,Maize,0.34
haiti,1996,Potato,Maize,0.34
haiti,1997,Potato,Maize,0.34
haiti,1998,Potato,Maize,0.34
haiti,1999,Potato,Maize,0.34
haiti,2000,Potato,Maize,0.34
haiti,2001,Potato,Maize,0.34
haiti,2002,Potato,Maize,0.34
haiti,2003,Potato,Maize,0.34
haiti,2004,Potato,Maize,0.34
haiti,2005,Potato,Maize,0.34
haiti,2006,Potato,Maize,0.34
haiti,2007,Potato,Maize,0.34
haiti,2008,Potato,Maize,0.34
haiti,2009,Potato,Maize,0.34
haiti,2010,Potato,Maize,0.34
haiti,2011,Potato,Maize,0.34
haiti,2012,Potato,Maize,0.34
haiti,2013,Potato,Maize,0.34
honduras,1990,Potato,Maize,0.34
honduras,1991,Potato,Maize,0.34
honduras,1992,Potato,Maize,0.34
honduras,1993,Potato,Maize,0.34
honduras,1994,Potato,Maize,0.34
honduras,1995,Potato,Maize,0.34
honduras,1996,Potato,Maize,0.34
honduras,1997,Potato,Maize,0.34
honduras,1998,Potato,Maize,0.34
honduras,1999,Potato,Maize,0.34
honduras,2000,Potato,Maize,0.34
honduras,2001,Potato,Maize,0.34
honduras,2002,Potato,Maize,0.34
honduras,2003,Potato,Maize,0.34
honduras,2004,Potato,Maize,0.34
honduras,2005,Potato,Maize,0.34
honduras,2006,Potato,Maize,0.34
honduras,2007,Potato,Maize,0.34
honduras,2008,Potato,Maize,0.34
honduras,2009,Potato,Maize,0.34
honduras,2010,Potato,Maize,0.34
honduras,2011,Potato,Maize,0.34
honduras,2012,Potato,Maize,0.34
honduras,2013,Potato,Maize,0.34
hungary,1990,Potato,Barley,0.28
hungary,1991,Potato,Barley,0.28
hungary,1992,Potato,Barley,0.28
hungary,1993,Potato,Barley,0.28
hungary,1994,Potato,Barley,0.28
hungary,1995,Potato,Barley,0.28
hungary,1996,Potato,Barley,0.28
hungary,1997,Potato,Barley,0.28
hungary,1998,Potato,Barley,0.28
hungary,1999,Potato,Barley,0.28
hungary,2000,Potato,Barley,0.28
hungary,2001,Potato,Barley,0.28
hungary,2002,Potato,Barley,0.28
hungary,2003,Potato,Barley,0.28
hungary,2004,Potato,Barley,0.28
hungary,2005,Potato,Barley,0.28
hungary,2006,Potato,Barley,0.28
hungary,2007,Potato,Barley,0.28
hungary,2008,Potato,Barley,0.28
hungary,2009,Potato,Barley,0.28
hungary,2010,Potato,Barley,0.28
hungary,2011,Potato,Barley,0.28
hungary,2012,Potato,Barley,0.28
hungary,2013,Potato,Barley,0.28
iceland,1990,Potato,Maize,0.34
iceland,1991,Potato,Maize,0.34
iceland,1992,Potato,Maize,0.34
iceland,1993,Potato,Maize,0.34
iceland,1994,Potato,Maize,0.34
iceland,1995,Potato,Maize,0.34
iceland,1996,Potato,Maize,0.34
iceland,1997,Potato,Maize,0.34
iceland,1998,Potato,Maize,0.34
iceland,1999,Potato,Maize,0.34
iceland,2000,Potato,Maize,0.34
iceland,2001,Potato,Maize,0.34
iceland,2002,Potato,Maize,0.34
iceland,2003,Potato,Maize,0.34
iceland,2004,Potato,Maize,0.34
iceland,2005,Potato,Maize,0.34
iceland,2006,Potato,Maize,0.34
iceland,2007,Potato,Maize,0.34
iceland,2008,Potato,Maize,0.34
iceland,2009,Potato,Maize,0.34
iceland,2010,Potato,Maize,0.34
iceland,2011,Potato,Maize,0.34
iceland,2012,Potato,Maize,0.34
iceland,2013,Potato,Maize,0.34
india,1990,Potato,Maize,0.34
india,1991,Potato,Maize,0.34
india,1992,Potato,Maize,0.34
india,1993,Potato,Maize,0.34
india,1994,Potato,Maize,0.34
india,1995,Potato,Maize,0.34
india,1996,Potato,Maize,0.34
india,1997,Potato,Maize,0.34
india,1998,Potato,Maize,0.34
india,1999,Potato,Maize,0.34
india,2000,Potato,Maize,0.34
india,2001,Potato,Maize,0.34
india,2002,Potato,Maize,0.34
india,2003,Potato,Maize,0.34
india,2004,Potato,Maize,0.34
india,2005,Potato,Maize,0.34
india,2006,Potato,Maize,0.34
india,2007,Potato,Maize,0.34
india,2008,Potato,Maize,0.34
india,2009,Potato,Maize,0.34
india,2010,Potato,Maize,0.34
india,2011,Potato,Maize,0.34
india,2012,Potato,Maize,0.34
india,2013,Potato,Maize,0.34
indonesia,1990,Potato,Maize,0.34
indonesia,1991,Potato,Maize,0.34
indonesia,1992,Potato,Maize,0.34
indonesia,1993,Potato,Maize,0.34
indonesia,1994,Potato,Maize,0.34
indonesia,1995,Potato,Maize,0.34
indonesia,1996,Potato,Maize,0.34
indonesia,1997,Potato,Maize,0.34
indonesia,1998,Potato,Maize,0.34
indonesia,1999,Potato,Maize,0.34
indonesia,2000,Potato,Maize,0.34
indonesia,2001,Potato,Maize,0.34
indonesia,2002,Potato,Maize,0.34
indonesia,2003,Potato,Maize,0.34
indonesia,2004,Potato,Maize,0.34
indonesia,2005,Potato,Maize,0.34
indonesia,2006,Potato,Maize,0.34
indonesia,2007,Potato,Maize,0.34
indonesia,2008,Potato,Maize,0.34
indonesia,2009,Potato,Maize,0.34
indonesia,2010,Potato,Maize,0.34
indonesia,2011,Potato,Maize,0.34
indonesia,2012,Potato,Maize,0.34
indonesia,2013,Potato,Maize,0.34
iran,1990,Potato,Wheat,0.26
iran,1991,Potato,Wheat,0.26
iran,1992,Potato,Barley,0.28
iran,1993,Potato,Barley,0.28
iran,1994,Potato,Wheat,0.26
iran,1995,Potato,Wheat,0.26
iran,1996,Potato,Wheat,0.26
iran,1997,Potato,Wheat,0.26
iran,1998,Potato,Barley,0.33
iran,1999,Potato,Barley,0.33
iran,2000,Potato,Wheat,0.26
iran,2001,Potato,Barley,0.33
iran,2002,Potato,Wheat,0.26
iran,2003,Potato,Wheat,0.26
iran,2004,Potato,Wheat,0.26
iran,2005,Potato,Wheat,0.26
iran,2006,Potato,Barley,0.33
iran,2007,Potato,Wheat,0.26
iran,2008,Potato,Wheat,0.26
iran,2009,Potato,Wheat,0.26
iran,2010,Potato,Barley,0.33
iran,2011,Potato,Wheat,0.26
iran,2012,Potato,Wheat,0.26
iran,2013,Potato,Potato,0.24
iraq,1990,Potato,Maize,0.34
iraq,1991,Potato,Maize,0.34
iraq,1992,Potato,Maize,0.34
iraq,1993,Potato,Maize,0.33
iraq,1994,Potato,Maize,0.34
iraq,1995,Potato,Maize,0.34
iraq,1996,Potato,Maize,0.34
iraq,1997,Potato,Maize,0.33
iraq,1998,Potato,Maize,0.34
iraq,1999,Potato,Maize,0.34
iraq,2000,Potato,Maize,0.34
iraq,2001,Potato,Maize,0.34
iraq,2002,Potato,Maize,0.34
iraq,2003,Potato,Maize,0.34
iraq,2004,Potato,Maize,0.34
iraq,2005,Potato,Maize,0.34
iraq,2006,Potato,Maize,0.34
iraq,2007,Potato,Maize,0.34
iraq,2008,Potato,Maize,0.34
iraq,2009,Potato,Maize,0.34
iraq,2010,Potato,Maize,0.34
iraq,2011,Potato,Maize,0.34
iraq,2012,Potato,Maize,0.34
iraq,2013,Potato,Maize,0.34
ireland,1990,Potato,Barley,0.28
ireland,1991,Potato,Barley,0.28
ireland,1992,Potato,Barley,0.28
ireland,1993,Potato,Barley,0.28
ireland,1994,Potato,Barley,0.28
ireland,1995,Potato,Barley,0.28
ireland,1996,Potato,Barley,0.28
ireland,1997,Potato,Barley,0.28
ireland,1998,Potato,Barley,0.28
ireland,1999,Potato,Barley,0.28
ireland,2000,Potato,Barley,0.28
ireland,2001,Potato,Barley,0.28
ireland,2002,Potato,Barley,0.28
ireland,2003,Potato,Barley,0.28
ireland,2004,Potato,Barley,0.28
ireland,2005,Potato,Barley,0.28
ireland,2006,Potato,Barley,0.28
ireland,2007,Potato,Barley,0.28
ireland,2008,Potato,Barley,0.28
ireland,2009,Potato,Barley,0.28
ireland,2010,Potato,Barley,0.28
ireland,2011,Potato,Barley,0.28
ireland,2012,Potato,Barley,0.28
ireland,2013,Potato,Barley,0.28
israel,1990,Potato,Maize,0.34
israel,1991,Potato,Maize,0.34
israel,1992,Potato,Maize,0.34
israel,1993,Potato,Maize,0.34
israel,1994,Potato,Maize,0.34
israel,1995,Potato,Maize,0.34
israel,1996,Potato,Maize,0.34
israel,1997,Potato,Maize,0.34
israel,1998,Potato,Maize,0.34
israel,1999,Potato,Maize,0.34
israel,2000,Potato,Maize,0.34
israel,2001,Potato,Maize,0.34
israel,2002,Potato,Maize,0.34
israel,2003,Potato,Maize,0.34
israel,2004,Potato,Maize,0.34
israel,2005,Potato,Maize,0.34
israel,2006,Potato,Maize,0.34
israel,2007,Potato,Maize,0.34
israel,2008,Potato,Maize,0.34
israel,2009,Potato,Maize,0.34
israel,2010,Potato,Maize,0.34
israel,2011,Potato,Maize,0.34
israel,2012,Potato,Maize,0.34
israel,2013,Potato,Maize,0.34
italy,1990,Potato,Barley,0.28
italy,1991,Potato,Barley,0.28
italy,1992,Potato,Barley,0.28
italy,1993,Potato,Barley,0.28
italy,1994,Potato,Barley,0.28
italy,1995,Potato,Barley,0.28
italy,1996,Potato,Barley,0.28
italy,1997,Potato,Barley,0.28
italy,1998,Potato,Barley,0.28
italy,1999,Potato,Barley,0.28
italy,2000,Potato,Barley,0.28
italy,2001,Potato,Barley,0.28
italy,2002,Potato,Barley,0.28
italy,2003,Potato,Barley,0.28
italy,2004,Potato,Barley,0.28
italy,2005,Potato,Barley,0.28
italy,2006,Potato,Barley,0.28
italy,2007,Potato,Barley,0.28
italy,2008,Potato,Barley,0.28
italy,2009,Potato,Barley,0.28
italy,2010,Potato,Barley,0.28
italy,2011,Potato,Barley,0.28
italy,2012,Potato,Barley,0.28
italy,2013,Potato,Barley,0.28
jamaica,1990,Potato,Maize,0.34
jamaica,1991,Potato,Maize,0.34
jamaica,1992,Potato,Maize,0.34
jamaica,1993,Potato,Maize,0.34
jamaica,1994,Potato,Maize,0.34
jamaica,1995,Potato,Maize,0.34
jamaica,1996,Potato,Maize,0.34
jamaica,1997,Potato,Maize,0.34
jamaica,1998,Potato,Maize,0.34
jamaica,1999,Potato,Maize,0.34
jamaica,2000,Potato,Maize,0.34
jamaica,2001,Potato,Maize,0.34
jamaica,2002,Potato,Maize,0.34
jamaica,2003,Potato,Maize,0.34
jamaica,2004,Potato,Maize,0.34
jamaica,2005,Potato,Maize,0.34
jamaica,2006,Potato,Maize,0.34
jamaica,2007,Potato,Maize,0.34
jamaica,2008,Potato,Maize,0.34
jamaica,2009,Potato,Maize,0.34
jamaica,2010,Potato,Maize,0.34
jamaica,2011,Potato,Maize,0.34
jamaica,2012,Potato,Maize,0.34
jamaica,2013,Potato,Maize,0.34
japan,1990,Potato,Barley,0.33
japan,1991,Potato,Wheat,0.26
japan,1992,Potato,Wheat,0.26
japan,1993,Potato,Wheat,0.26
japan,1994,Potato,Barley,0.33
japan,1995,Potato,Wheat,0.26
japan,1996,Potato,Wheat,0.26
japan,1997,Potato,Wheat,0.26
japan,1998,Potato,Barley,0.33
japan,1999,Potato,Wheat,0.26
japan,2000,Potato,Wheat,0.26
japan,2001,Potato,Wheat,0.26
japan,2002,Potato,Wheat,0.26
japan,2003,Potato,Wheat,0.26
japan,2004,Potato,Barley,0.33
japan,2005,Potato,Wheat,0.26
japan,2006,Potato,Wheat,0.26
japan,2007,Potato,Barley,0.33
