,,a days tech,acer,airbar,alienware,amiamo,apple,arkon,as seen on tv,asus,auusda,belkin,blackberry,blue ant,body glove,boxwave,boxwave corporation,cardo,cellular innovations,chuwi,cingular,clevo,computers_accessories,consoles_games,dell,dell 16gb,dell inc.,dell inspiron,dell/hp/lenovo/fujitsu/toshiba,dell/hp/lenovo/stone,different,durabook,electronics,fujitsu,fujitsu pc corp.,fujitsu siemens,fusion5,gateway,generic,getac,gigabyte,goldbook,google,gpd,hp,hp dell lenovo select from above,htc,huawei,hyundai,ibm,intel,jabra,jumper,kano,krusell international,lenovo,lenovo t440,lg,logitech,major brand,metabox,microsoft,mixt,motorola,msi,nokia,olpc,otterbox,palm,palm treo 650,panasonic,plantronics,probook,razer,samsung,sgin,simpletek,sony,sony ericsson,soyo,t-mobile,telephony,toshiba,universal,vaio,virgin mobile slice,vxi,wireless extenders,xplore,zebra,zzetze
panasonic,0.0,0.0,0.08098295607773562,0.012422716818078546,0.019340705452488637,0.011670340626248972,0.0806271174218309,0.0,0.0,0.05697645244340135,0.014331397309733877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021755836344639495,0.0,0.01103851058996878,0.0,0.0,0.10282791071589971,0.01186262291044661,0.020846855710044965,0.009138734912035049,0.008090468492254543,0.0063533008031164745,0.015537423901137359,0.01631812095413046,0.0,0.03311175036078581,0.01869947539508612,0.03695743209837907,0.021693969444673816,0.0515032685150751,0.0,0.0319062554713774,0.005288718961968969,0.012422716818078546,0.009449562964940102,0.0065853749162443145,0.09714527665911868,0.009335563254062207,0.0,0.013028068737589929,0.012422716818078546,0.010839870887230818,0.03627749535997179,0.0,0.00750949662327784,0.01797403884228073,0.0,0.09445530587892628,0.016523854109879218,0.027615910162232103,0.0,0.015000714890201949,0.014331397309733877,0.07030324474544611,0.012422716818078546,0.0,0.0210615849608546,0.0,0.012422716818078546,0.0,0.0,0.0,0.0,0.0,0.027323084005119354,0.00750949662327784,0.0688426417831731,0.024869529611798627,0.002766032616553699,0.017766747506755647,0.0,0.0,0.0,0.0,0.06304307588401475,0.012422716818078546,0.009098444248306518,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
plantronics,108.5,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,113.0,106.5,106.5,154.0,159.0,109.0,0.0,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.5,0.0,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,116.5,111.0,107.5,0.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,109.0,0.0,108.5,0.0,0.0,0.0,0.0,0.0,106.5,107.5,0.0,0.0,0.0
probook,0.0,0.0,0.027323084005119354,0.009656684201524848,0.008478102649499449,0.007143106453916866,0.027323084005119354,0.0,0.0,0.02095630129322646,0.007143106453916866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002982262450945733,0.0,0.007143106453916866,0.0,0.0,0.027323084005119354,0.01186262291044661,0.002982262450945733,0.002982262450945733,0.004160844002971132,0.0,0.002982262450945733,0.009656684201524848,0.0,0.012638946652470581,0.007143106453916866,0.009656684201524848,0.0,0.02095630129322646,0.0,0.007143106453916866,0.002982262450945733,0.009656684201524848,0.007143106453916866,0.0,0.027323084005119354,0.002982262450945733,0.0,0.002982262450945733,0.009656684201524848,0.005495840198553715,0.02095630129322646,0.0,0.002982262450945733,0.01797403884228073,0.0,0.027323084005119354,0.002982262450945733,0.007143106453916866,0.0,0.009656684201524848,0.007143106453916866,0.02095630129322646,0.009656684201524848,0.0,0.012638946652470581,0.0,0.009656684201524848,0.0,0.0,0.0,0.027323084005119354,0.0,0.0,0.002982262450945733,0.027323084005119354,0.015460461094672747,0.0,0.009656684201524848,0.0,0.0,0.0,0.0,0.02095630129322646,0.009656684201524848,0.002982262450945733,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733
razer,0.0,0.0,0.00750949662327784,0.0,0.002982262450945733,0.00750949662327784,0.012317210331019778,0.0,0.0,0.00904796999614994,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00750949662327784,0.0,0.002982262450945733,0.0,0.0,0.013696530188398105,0.0,0.00750949662327784,0.005288718961968969,0.002306456511023236,0.0,0.005288718961968969,0.0,0.0,0.00750949662327784,0.002982262450945733,0.0,0.0,0.00750949662327784,0.0,0.005288718961968969,0.005288718961968969,0.0,0.005288718961968969,0.0,0.012317210331019778,0.002982262450945733,0.0,0.00750949662327784,0.0,0.0,0.005288718961968969,0.0,0.00750949662327784,0.0,0.0,0.010731361866049007,0.002982262450945733,0.00750949662327784,0.0,0.0,0.002982262450945733,0.010731361866049007,0.0,0.0,0.00750949662327784,0.0,0.0,0.0,0.0,0.0,0.00750949662327784,0.0,0.002982262450945733,0.0,0.00750949662327784,0.005203040112254604,0.0,0.0,0.0,0.0,0.0,0.0,0.006204127693716898,0.0,0.005203040112254604,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733
samsung,66.5,0.0,0.19323277558552512,0.012422716818078546,0.01922072328866393,0.011670340626248972,0.07123504668454064,64.5,0.0,0.15001450941277986,0.02243606247969286,0.0,0.0,64.5,0.0,112.0,117.0,0.0,0.0,0.04102310722652363,0.0,0.01103851058996878,0.0,0.0,0.16579761858934383,0.01186262291044661,0.018066302875887227,0.005288718961968969,0.006467300513994368,0.0063533008031164745,0.015537423901137359,0.01631812095413046,0.0,0.03575169357915435,0.014331397309733877,0.041212081318271976,0.04111651761867273,0.07456942603089607,0.0,0.03317537165510765,0.00705897916166574,0.012422716818078546,0.01460800048286135,0.01892873109814569,0.20400637644228106,0.009335563254062207,65.5,0.015701144228450203,0.012422716818078546,0.010839870887230818,0.06155255607764678,95.0,0.010207484895302687,0.044174735603248416,64.5,0.19108497711535105,0.016523854109879218,0.030398014872531597,0.0,0.015000714890201949,0.014331397309733877,0.06481499466444497,0.012422716818078546,218.0,0.0210615849608546,69.0,0.012422716818078546,0.0,0.0,65.5,0.0688426417831731,166.0,0.027323084005119354,0.00750949662327784,0.0,0.055935309177100455,0.0043642878136493,0.020026494403514766,67.0,64.5,66.5,0.0,0.08447231060666299,0.012422716818078546,0.011796432520331366,64.5,0.0,65.5,0.012036104104918895,0.0,0.02455653535159192
sgin,0.0,0.0,0.061913208393259714,0.004160844002971132,0.006877666586997648,0.009363884115225736,0.030027967129719876,0.0,0.0,0.05873861865607342,0.02243606247969286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0354830008980639,0.0,0.01103851058996878,0.0,0.0,0.0677406323437563,0.0021144033153843982,0.012391330968071617,0.002982262450945733,0.004160844002971132,0.0,0.006877666586997648,0.008056248139023047,0.0,0.01935548445001571,0.014331397309733877,0.012265509172930117,0.0,0.03813263229967886,0.0,0.019489834827655123,0.002982262450945733,0.004160844002971132,0.012301543971838113,0.009053841653973162,0.06402761170864411,0.002982262450945733,0.0,0.009098444248306518,0.004160844002971132,0.0,0.037042065131269064,0.0,0.005203040112254604,0.028804005960522176,0.0,0.0677406323437563,0.010170553306762744,0.01655217497104275,0.0,0.004160844002971132,0.014331397309733877,0.032831276608692846,0.004160844002971132,0.0,0.018177001045635015,0.0,0.004160844002971132,0.0,0.0,0.0,0.024869529611798627,0.0,0.015460461094672747,0.005203040112254604,0.055935309177100455,0.0,0.0,0.004160844002971132,0.0,0.0,0.0,0.0,0.03591185463836999,0.004160844002971132,0.009098444248306518,0.0,0.0,0.0,0.012036104104918895,0.0,0.016245365138825966
simpletek,0.0,0.0,0.007749194422162658,0.004814533449663606,0.0,0.0,0.0020485008331099066,0.0,0.0,0.00777510603946536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023557124019978827,0.0,0.0,0.018949780855345606,0.0020485008331099066,0.0015982551970956016,0.0,0.0,0.0,0.0,0.002766032616553699,0.0,0.004814533449663606,0.0,0.015528512928259955,0.0,0.006412788646759208,0.0,0.002766032616553699,0.0,0.004814533449663606,0.0,0.0,0.010104906824160542,0.0,0.0,0.0015982551970956016,0.004814533449663606,0.0,0.004814533449663606,0.0,0.0,0.0,0.0,0.018949780855345606,0.0,0.006412788646759208,0.0,0.0020485008331099066,0.0,0.011519742804357887,0.004814533449663606,0.0,0.0,0.0,0.004814533449663606,0.0,0.0,0.0,0.002766032616553699,0.0,0.0,0.0,0.0043642878136493,0.0,0.0,0.004814533449663606,0.0,0.0,0.0,0.0,0.010723804556439263,0.004814533449663606,0.0,0.0,0.0,0.0,0.0,0.006253137582400537,0.0
sony,0.0,0.0,0.02207499523662467,0.014471217651188452,0.010839870887230818,0.004160844002971132,0.017049215723311854,0.0,0.0,0.02207499523662467,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160844002971132,0.0,0.0,0.03587285656811829,0.007544341031663622,0.0,0.0,0.004160844002971132,0.0,0.0,0.012422716818078546,0.0,0.014471217651188452,0.004160844002971132,0.019815248339865553,0.0,0.019815248339865553,0.0,0.00918662351628395,0.0,0.014471217651188452,0.004160844002971132,0.0,0.02207499523662467,0.0,0.0,0.0,0.014471217651188452,0.010839870887230818,0.014471217651188452,0.0,0.0,0.009656684201524848,0.0,0.02207499523662467,0.0,0.008975377452634738,0.0,0.017049215723311854,0.004160844002971132,0.014471217651188452,0.014471217651188452,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.0,0.0,0.017766747506755647,0.0,0.009656684201524848,0.0,0.020026494403514766,0.004160844002971132,0.004814533449663606,0.0,0.0,0.0,0.0,0.0,0.02207499523662467,0.014471217651188452,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
sony ericsson,9.5,8.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,7.5,14.0,7.5,7.5,55.0,60.0,10.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,161.0,0.0,12.0,0.0,17.5,12.0,8.5,0.0,109.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,7.5,8.5,0.0,0.0,0.0
soyo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0
t-mobile,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,54.5,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,37.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.5,0.0,11.5,0.0,0.0,0.0,8.0,0.0,108.5,0.0,0.0,66.5,0.0,0.0,0.0,9.5,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0
telephony,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.41400000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toshiba,0.0,0.0,0.09857635666524706,0.014471217651188452,0.017717537474228464,0.007143106453916866,0.0687459627619158,0.0,0.0,0.10454561522600274,0.02243606247969286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01453863139211499,0.0,0.01103851058996878,0.0,0.0,0.14100865767927145,0.007544341031663622,0.010170553306762744,0.009255385929800753,0.004160844002971132,0.0063533008031164745,0.013230967390114123,0.01631812095413046,0.0,0.02900984904330344,0.01869947539508612,0.03767920056666628,0.0063533008031164745,0.07001651274460206,0.0,0.030868915144084415,0.002982262450945733,0.014471217651188452,0.012301543971838113,0.009053841653973162,0.14537371103566232,0.009335563254062207,0.0,0.006877666586997648,0.014471217651188452,0.010839870887230818,0.04412420485201744,0.0,0.002982262450945733,0.026078704012239717,0.0,0.1485193249924274,0.016523854109879218,0.023514008844749724,0.0,0.017049215723311854,0.014331397309733877,0.07214253158984041,0.014471217651188452,0.0,0.024221817928644404,0.0,0.014471217651188452,0.0,0.0,0.0,0.06304307588401475,0.0,0.02095630129322646,0.006204127693716898,0.08447231060666299,0.03591185463836999,0.010723804556439263,0.02207499523662467,0.0,0.0,0.0,0.0,0.0,0.014471217651188452,0.006877666586997648,0.0,0.0,0.0,0.017625407095990996,0.0020485008331099066,0.02455653535159192
universal,0.0,0.0,0.014471217651188452,0.014471217651188452,0.005495840198553715,0.004160844002971132,0.011705185034634753,0.0,0.0,0.014471217651188452,0.004160844002971132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004160844002971132,0.0,0.0,0.016971217651188454,0.007544341031663622,0.0,0.0,0.004160844002971132,0.0,0.0,0.012422716818078546,0.0,0.014471217651188452,0.004160844002971132,0.014471217651188452,0.0,0.014471217651188452,0.0,0.006926876619524831,0.0,0.014471217651188452,0.004160844002971132,0.0,0.014471217651188452,0.0,0.0,0.0,0.014471217651188452,0.005495840198553715,0.014471217651188452,0.0,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.008975377452634738,0.0,0.011705185034634753,0.004160844002971132,0.014471217651188452,0.014471217651188452,0.0,0.009656684201524848,0.0,0.014471217651188452,0.0,0.0,0.0,0.012422716818078546,0.0,0.009656684201524848,0.0,0.012422716818078546,0.004160844002971132,0.004814533449663606,0.014471217651188452,0.0,0.0,0.0,0.0,0.014471217651188452,0.0,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0
vaio,0.0,0.0,0.013475736616713826,0.0,0.006877666586997648,0.005203040112254604,0.009098444248306518,0.0,0.0,0.013475736616713826,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011796432520331366,0.0,0.006877666586997648,0.0,0.0,0.013475736616713826,0.0,0.009098444248306518,0.002982262450945733,0.0,0.0,0.006877666586997648,0.0038954041360519144,0.0,0.009098444248306518,0.006877666586997648,0.0,0.0,0.013475736616713826,0.0,0.006877666586997648,0.002982262450945733,0.0,0.002982262450945733,0.0038954041360519144,0.013475736616713826,0.002982262450945733,0.0,0.011796432520331366,0.0,0.0,0.008556970683380107,0.0,0.007901028384279451,0.0,0.0,0.013475736616713826,0.006877666586997648,0.011796432520331366,0.0,0.0,0.006877666586997648,0.013475736616713826,0.0,0.0,0.009098444248306518,0.0,0.0,0.0,0.0,0.0,0.009098444248306518,0.0,0.002982262450945733,0.005203040112254604,0.011796432520331366,0.009098444248306518,0.0,0.0,0.0,0.0,0.0,0.0,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733
virgin mobile slice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,158.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vxi,7.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.5,5.0,5.0,52.5,57.5,7.5,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,15.0,9.5,6.0,0.0,106.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wireless extenders,8.0,6.5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,53.5,58.5,8.5,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,36.5,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,159.5,0.0,10.5,0.0,0.0,10.5,7.0,0.0,107.5,0.0,0.0,65.5,0.0,0.0,0.0,8.5,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xplore,0.0,0.0,0.012036104104918895,0.0,0.006877666586997648,0.002982262450945733,0.012036104104918895,0.0,0.0,0.012036104104918895,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006877666586997648,0.0,0.006877666586997648,0.0,0.0,0.017625407095990996,0.0,0.006877666586997648,0.005405369979734674,0.0,0.0,0.006877666586997648,0.0038954041360519144,0.0,0.006877666586997648,0.006877666586997648,0.0,0.0,0.017625407095990996,0.0,0.012036104104918895,0.002982262450945733,0.0,0.008140699968866981,0.009053841653973162,0.017625407095990996,0.002982262450945733,0.0,0.006877666586997648,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733,0.0,0.0,0.017625407095990996,0.006877666586997648,0.006877666586997648,0.0,0.0,0.006877666586997648,0.012036104104918895,0.0,0.0,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.006877666586997648,0.0,0.002982262450945733,0.002982262450945733,0.012036104104918895,0.012036104104918895,0.0,0.0,0.0,0.0,0.0,0.0,0.017625407095990996,0.0,0.006877666586997648,0.0,0.0,0.0,0.0,0.0,0.008140699968866981
zebra,0.0,0.0,0.0020485008331099066,0.0020485008331099066,0.0,0.0,0.0020485008331099066,0.0,0.0,0.003410818225816059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023557124019978827,0.0,0.0,0.010737334855727988,0.0020485008331099066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0,0.010250727901141394,0.0,0.0020485008331099066,0.0,0.0023676047755895593,0.0,0.0020485008331099066,0.0,0.0,0.006771818010697349,0.0,0.0,0.0,0.0020485008331099066,0.0,0.0020485008331099066,0.0,0.0,0.0,0.0,0.010737334855727988,0.0,0.0020485008331099066,0.0,0.0020485008331099066,0.0,0.003410818225816059,0.0020485008331099066,0.0,0.0,0.0,0.0020485008331099066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006253137582400537,0.0020485008331099066,0.0,0.0,0.0,0.0,0.0020485008331099066,0.0020485008331099066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
zzetze,0.0,0.0,0.02455653535159192,0.0,0.002982262450945733,0.002982262450945733,0.008140699968866981,0.0,0.0,0.034821935425818656,0.011086927620904718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733,0.0,0.0,0.02455653535159192,0.0,0.002982262450945733,0.002982262450945733,0.0,0.0,0.002982262450945733,0.0,0.0,0.002982262450945733,0.002982262450945733,0.008104665169958985,0.0,0.016245365138825966,0.0,0.008140699968866981,0.002982262450945733,0.0,0.008140699968866981,0.005158437517921248,0.034821935425818656,0.002982262450945733,0.0,0.002982262450945733,0.0,0.0,0.011086927620904718,0.0,0.002982262450945733,0.008104665169958985,0.0,0.026510765213052703,0.002982262450945733,0.002982262450945733,0.0,0.0,0.002982262450945733,0.008140699968866981,0.0,0.0,0.002982262450945733,0.0,0.0,0.0,0.0,0.0,0.002982262450945733,0.0,0.002982262450945733,0.002982262450945733,0.02455653535159192,0.016245365138825966,0.0,0.0,0.0,0.0,0.0,0.0,0.02455653535159192,0.0,0.002982262450945733,0.0,0.0,0.0,0.008140699968866981,0.0,0.0
