Username,gender,Retweet Count,Follower Count,max_jaccard_score
dustin27,unknown,69,9245,0.125
fergusoncharles,unknown,38,9466,0.0833
debra46,unknown,14,4734,0.0741
nmontgomery,unknown,74,3274,0.125
leechristopher,unknown,0,1680,0.0833
catherinehoward,unknown,43,7374,0.125
elizabethturner,unknown,19,8640,0.1
daniel37,unknown,18,7236,0.1
hjimenez,unknown,7,9617,0.1
barnescameron,unknown,71,3822,0.0909
jorge87,unknown,64,4358,0.1667
gardnercarolyn,unknown,87,7075,0.1538
whitesharon,unknown,11,6276,0.0909
khamilton,unknown,75,8839,0.0769
alex06,unknown,94,3730,0.0909
darrenalexander,unknown,70,4340,0.0714
yward,unknown,79,7375,0.0667
christineberg,unknown,69,9801,0.0909
andrewlambert,unknown,30,2689,0.125
carterdavid,unknown,20,8376,0.1053
wuryan,unknown,16,181,0.12
yolandamitchell,unknown,20,9828,0.1053
gordoncaroline,unknown,84,6688,0.1053
tiffanyjordan,unknown,77,8815,0.0833
christinehenderson,unknown,75,9289,0.1
riveracarla,unknown,26,4468,0.0952
morrisalexander,unknown,99,6104,0.1
staceyrichardson,unknown,35,7778,0.0833
iscott,unknown,30,6156,0.125
bhayden,unknown,67,7801,0.0909
hconner,unknown,75,5793,0.1429
bishopdonald,unknown,81,3559,0.1538
tammyfrazier,unknown,67,1279,0.087
jillian84,unknown,10,2996,0.1
svargas,unknown,94,452,0.1429
bensonsusan,unknown,42,527,0.0833
yjackson,unknown,5,6561,0.1429
bmann,unknown,60,233,0.1
garnerwilliam,unknown,20,4919,0.1
fosterdebra,unknown,19,113,0.1
fgarcia,unknown,49,7890,0.1176
rebeccajones,unknown,94,1007,0.1
dawnmiller,unknown,88,2716,0.1
mhebert,unknown,40,9626,0.0769
amanda95,unknown,56,9552,0.125
carly07,unknown,44,1208,0.1
christensenphillip,unknown,89,2593,0.1
martinandrea,unknown,44,3654,0.1176
rachelnoble,unknown,1,5241,0.1429
dvelez,unknown,72,7336,0.125
nclark,unknown,8,154,0.0833
simpsonchristopher,unknown,22,1319,0.1
richmondleslie,unknown,35,392,0.08
tracy52,unknown,82,5534,0.1304
piercejack,unknown,46,7990,0.1111
phamanthony,unknown,40,7069,0.0833
jamiegalloway,unknown,13,9634,0.1333
paula35,unknown,79,2420,0.0952
hensonphillip,unknown,40,2943,0.0952
jennifergraham,unknown,25,7796,0.2222
reeveslarry,unknown,38,4765,0.0625
nthomas,unknown,33,9182,0.1
jamie51,unknown,96,4430,0.125
mbeck,unknown,38,6844,0.1
grahambrian,unknown,97,8001,0.1667
phall,unknown,48,9671,0.0833
schwartzkevin,unknown,61,2448,0.125
craigmolina,unknown,0,3914,0.1176
sydneyhunter,unknown,91,8039,0.1667
mitchellmcdonald,unknown,73,1028,0.0833
burgessjames,unknown,29,962,0.0909
jacob21,unknown,97,300,0.1
hughescathy,unknown,86,1564,0.1429
morrissteve,unknown,25,8809,0.0769
kbradshaw,unknown,90,1953,0.0909
rodriguezmario,unknown,91,3991,0.1
thompsonjennifer,unknown,45,4772,0.08
obrienbrooke,unknown,62,3946,0.0667
thomasnielsen,unknown,49,5727,0.1111
josephgonzalez,unknown,34,6064,0.0833
ywilson,unknown,18,6259,0.0952
jessica61,unknown,99,1201,0.0833
andrewjohnson,unknown,96,9968,0.1304
jason68,unknown,6,4743,0.0952
jondavis,unknown,96,2798,0.1053
sergio81,unknown,27,5669,0.0714
eadams,unknown,11,1316,0.1
jeffrey14,unknown,13,7267,0.0909
raymonderica,unknown,59,4676,0.1071
bennettsydney,unknown,84,9999,0.0909
jenniferlewis,unknown,30,6647,0.0667
chall,unknown,9,392,0.1333
robinsonallison,unknown,57,2049,0.0909
marksimmons,unknown,87,3652,0.1538
nboyd,unknown,71,5356,0.1154
eryan,unknown,94,7232,0.1111
lunaandrew,unknown,39,6711,0.1
jasonchapman,unknown,75,4919,0.125
georgerobinson,unknown,50,7799,0.0833
rachel42,unknown,51,4643,0.1053
ohunt,unknown,58,64,0.125
kaiseralex,unknown,59,4526,0.1034
allenashley,unknown,30,3073,0.1111
greenerebecca,unknown,51,4216,0.0833
edawson,unknown,31,5003,0.1818
howedana,unknown,80,6727,0.069
hhernandez,unknown,2,3814,0.1538
sanderspamela,unknown,80,5493,0.0909
pamelastewart,unknown,53,9752,0.0952
westtracy,unknown,6,1628,0.0909
smithdaniel,unknown,34,337,0.0909
mistyhardin,unknown,28,4008,0.1111
marissabaker,unknown,52,1951,0.125
summersanthony,unknown,84,3886,0.1111
costajennifer,unknown,24,4632,0.1176
moonnatalie,unknown,88,2535,0.1111
adunn,unknown,60,5374,0.1333
castillozachary,unknown,2,4342,0.1176
hayneschristopher,unknown,68,5697,0.1429
andersonashley,unknown,15,7583,0.1333
ryankrueger,unknown,12,4585,0.1
katherine50,unknown,75,7417,0.1053
alec61,unknown,55,8753,0.0625
brendachristensen,unknown,95,336,0.12
ochristensen,unknown,20,2805,0.1176
kimberlyallen,unknown,87,6599,0.1538
ashannon,unknown,38,9087,0.1111
justin35,unknown,17,9033,0.0909
browncarmen,unknown,57,8492,0.1333
turnerhannah,unknown,26,3044,0.1176
adamshannah,unknown,77,3094,0.0833
markshelton,unknown,8,2129,0.0833
jmays,unknown,34,2164,0.1053
marshallryan,unknown,87,4207,0.087
groberts,unknown,87,5471,0.0769
perezrobert,unknown,35,1887,0.1111
nixonmichael,unknown,40,9404,0.0833
ann27,unknown,18,9633,0.1111
ashley36,unknown,100,6927,0.1053
brooke60,unknown,87,5970,0.1053
lewisgary,unknown,7,8035,0.087
zdavis,unknown,6,1433,0.1429
aaguirre,unknown,17,8073,0.1429
sarahestes,unknown,27,4675,0.1
edward97,unknown,68,6875,0.0909
srodriguez,unknown,20,2528,0.1176
mullinslori,unknown,59,3004,0.1176
ericfisher,unknown,22,2198,0.069
qbaker,unknown,98,1573,0.0952
sward,unknown,3,277,0.125
leedavid,unknown,39,5519,0.1
kevinburns,unknown,88,757,0.1111
michelle06,unknown,60,7989,0.1304
ymays,unknown,62,3679,0.1111
mooreemily,unknown,29,3448,0.1667
jessicamadden,unknown,15,2705,0.1364
ijones,unknown,93,8602,0.087
davisjason,unknown,39,3323,0.0909
adrianenglish,unknown,58,2100,0.1333
pcontreras,unknown,35,2061,0.0714
bhernandez,unknown,0,1278,0.1429
ujoseph,unknown,9,378,0.0769
vhoward,unknown,43,1425,0.1538
amy01,unknown,0,7893,0.0714
john17,unknown,3,4221,0.1667
rebekahvasquez,unknown,78,5766,0.1333
harristyler,unknown,79,9840,0.1538
loweanne,unknown,33,9235,0.1111
torreslaura,unknown,16,3575,0.0833
wardcharles,unknown,1,2212,0.0769
hcarter,unknown,99,3336,0.0909
chatfield,unknown,7,4759,0.0909
diane76,unknown,68,7152,0.1154
lewisjudy,unknown,97,7103,0.1429
alvarezzachary,unknown,34,6361,0.1176
lcunningham,unknown,64,1395,0.1
kimberlymcdaniel,unknown,37,1431,0.1333
andrea08,unknown,58,6547,0.0909
michaeldyer,unknown,100,6562,0.1053
kathrynrussell,unknown,24,7910,0.1111
elaine93,unknown,27,4689,0.1111
alexandriapitts,unknown,59,211,0.0833
karen96,unknown,40,2408,0.125
raymond14,unknown,7,4386,0.0909
gwolf,unknown,91,7983,0.1333
kcuevas,unknown,58,8994,0.0909
susancruz,unknown,21,5635,0.1818
cweaver,unknown,54,5174,0.0714
gayjimmy,unknown,24,6679,0.1538
adam07,unknown,21,5119,0.1071
molinaadrian,unknown,39,4425,0.0645
vargasdustin,unknown,79,6542,0.1111
brookethomas,unknown,92,3511,0.0952
shawnvargas,unknown,31,3071,0.0714
suttonmckenzie,unknown,100,2442,0.1176
williamhughes,unknown,36,6333,0.1111
beverlyshelton,unknown,25,3936,0.1667
nicholasmiranda,unknown,69,7206,0.125
mirandajose,unknown,15,6950,0.0833
gutierrezkaren,unknown,54,1862,0.0833
leebethany,unknown,70,6961,0.0909
ffrank,unknown,35,3880,0.125
ifernandez,unknown,64,869,0.0909
erobertson,unknown,12,4775,0.125
bradleyheath,unknown,25,2927,0.1
mullinsjames,unknown,86,8202,0.0909
jeffrey13,unknown,79,6246,0.0909
nkennedy,unknown,27,6384,0.0769
paulhartman,unknown,53,1372,0.1
hcox,unknown,52,7847,0.0909
suzannecarr,unknown,27,8918,0.1429
donald97,unknown,88,8738,0.15
ann73,unknown,75,8696,0.0909
shawn10,unknown,64,7947,0.1176
bbrowning,unknown,52,6738,0.1
patelgail,unknown,82,7633,0.0909
watsonbrooke,unknown,38,3948,0.087
kimberlyvincent,unknown,83,2124,0.1333
huynhmichael,unknown,94,8144,0.1053
sharonbishop,unknown,68,6594,0.1176
kristenjames,unknown,72,8243,0.087
lparker,unknown,97,1848,0.1
ochoavictor,unknown,80,9149,0.0909
kellyrichardson,unknown,68,723,0.0833
breanna73,unknown,83,8273,0.1333
iwest,unknown,80,4271,0.1429
wmassey,unknown,6,6309,0.2
whitemelissa,unknown,72,4182,0.1
denisereynolds,unknown,41,1,0.1176
wendybennett,unknown,68,1962,0.0667
jeffreyflores,unknown,70,8295,0.1333
michelle50,unknown,92,2759,0.125
hannah90,unknown,28,6530,0.0769
youngmicheal,unknown,3,8564,0.125
fischertoni,unknown,57,6201,0.0833
blackwilliam,unknown,67,3028,0.087
vgarcia,unknown,19,1946,0.1053
wlester,unknown,37,9478,0.1053
robert85,unknown,5,5252,0.0909
phammichael,unknown,94,415,0.1111
tsanchez,unknown,15,6105,0.0714
maureenhoward,unknown,12,4631,0.0833
mariameza,unknown,85,3356,0.1176
erin81,unknown,78,1854,0.1333
sgreene,unknown,59,966,0.125
scottfarrell,unknown,29,6509,0.1
wlarson,unknown,72,7417,0.1429
justin85,unknown,14,9526,0.087
robert90,unknown,20,3475,0.16
lewisjeffrey,unknown,81,5106,0.1
gcarter,unknown,35,3859,0.125
wagnerbethany,unknown,26,623,0.0909
phillipsdiane,unknown,58,1760,0.1111
mckenzieamy,unknown,98,4606,0.1
ylopez,unknown,31,7293,0.125
wedwards,unknown,76,8336,0.0833
josepharmstrong,unknown,18,9795,0.1667
kayla99,unknown,21,8016,0.0909
melissatodd,unknown,57,2661,0.1176
andersonisaiah,unknown,52,8437,0.0952
jeremywilson,unknown,93,6490,0.0938
nguyenpaul,unknown,80,7735,0.1176
cervanteskevin,unknown,90,7527,0.1053
frenchsarah,unknown,35,4604,0.1
williamsshannon,unknown,61,4182,0.0833
martineznicole,unknown,0,9201,0.1111
tmartin,unknown,64,466,0.1053
patricia84,unknown,64,2687,0.1818
janetnguyen,unknown,36,2873,0.1333
sophiawhite,unknown,49,9194,0.1111
robertjohnson,unknown,42,6257,0.1667
jroman,unknown,83,6898,0.1176
morrisnina,unknown,76,8129,0.1111
masonrichard,unknown,0,8805,0.1111
eorr,unknown,61,3542,0.0909
dominguezkelsey,unknown,33,4700,0.0952
colliertanya,unknown,20,6517,0.1667
foleykathy,unknown,93,9589,0.0952
angela15,unknown,23,2605,0.1176
sean01,unknown,65,3722,0.1333
jeremyarmstrong,unknown,60,4786,0.125
lorozco,unknown,23,828,0.0714
epatel,unknown,11,7206,0.1176
farmerlisa,unknown,89,5301,0.1429
kelly17,unknown,96,6836,0.1875
clarkmichael,unknown,55,1306,0.0952
john13,unknown,40,5599,0.1176
olsonrebecca,unknown,8,122,0.1
jhaley,unknown,32,3919,0.1667
ldaniels,unknown,73,7590,0.1176
ldurham,unknown,64,1148,0.1429
jonesjennifer,unknown,3,5536,0.0952
angelaestrada,unknown,55,7424,0.0909
nathanholloway,unknown,22,3171,0.1667
leonard62,unknown,35,9430,0.1053
melissasoto,unknown,33,1177,0.1
whitejon,unknown,49,2540,0.1
crystalguzman,unknown,54,6421,0.1538
rodriguezemily,unknown,51,4276,0.1
patrick40,unknown,12,7831,0.1053
erin83,unknown,75,6493,0.1538
pwalls,unknown,77,1435,0.1
rward,unknown,68,262,0.0833
gblackburn,unknown,61,9640,0.1111
jack16,unknown,96,9770,0.0909
martinezryan,unknown,0,246,0.0909
carol11,unknown,57,5446,0.1538
pbass,unknown,56,1666,0.1429
richardsonruth,unknown,68,6686,0.2308
sandramercado,unknown,10,7919,0.1333
yewing,unknown,29,2315,0.0714
carsonsamuel,unknown,39,8305,0.1176
arosario,unknown,88,6221,0.1333
alee,unknown,39,7301,0.1
frances94,unknown,16,1418,0.1538
clarkedaniel,unknown,57,7739,0.0909
travis82,unknown,73,3223,0.1
gomezjay,unknown,70,8560,0.1176
johnchavez,unknown,85,4317,0.1333
kevin21,unknown,42,6272,0.0909
josephfisher,unknown,72,5897,0.1
nicole03,unknown,68,1432,0.1143
alexmurphy,unknown,43,8623,0.0909
william09,unknown,73,1379,0.1111
kevin30,unknown,77,5077,0.0909
martinbrent,unknown,6,9294,0.1111
nancy80,unknown,17,7135,0.0769
jnguyen,unknown,1,5433,0.0769
atkinslarry,unknown,17,5452,0.0833
ivan10,unknown,16,8413,0.1176
uhorn,unknown,85,9229,0.1667
dawn63,unknown,31,888,0.1111
michaelryan,unknown,81,1723,0.125
chamberspatricia,unknown,55,2249,0.1111
ann77,unknown,95,853,0.0909
smithsean,unknown,84,9908,0.1
scollins,unknown,8,8249,0.125
elizabeth82,unknown,12,5023,0.1333
tiffanyhunt,unknown,26,2454,0.1111
paulelizabeth,unknown,62,9651,0.08
melissacannon,unknown,63,8534,0.1
cindyrodriguez,unknown,52,122,0.1111
garciaelizabeth,unknown,28,6788,0.1333
lewisterrance,unknown,33,1865,0.1
mcguiredawn,unknown,88,9798,0.1
karen01,unknown,10,4352,0.0769
jonesandrew,unknown,27,4371,0.1818
heatherjones,unknown,42,6419,0.0909
greenpamela,unknown,32,8411,0.0909
justin94,unknown,69,1546,0.1111
sanchezchristine,unknown,63,3875,0.125
johnmoyer,unknown,2,9335,0.1
daniel86,unknown,85,8336,0.1111
dawsonjames,unknown,94,6633,0.1429
njackson,unknown,13,8286,0.1111
garrisonkayla,unknown,37,3157,0.1
cindy47,unknown,10,7436,0.125
fred28,unknown,46,5270,0.1304
james09,unknown,78,6601,0.1667
josephrodriguez,unknown,5,9192,0.0952
qzuniga,unknown,59,2978,0.1333
hodgeskim,unknown,93,4127,0.0833
christinatapia,unknown,84,795,0.1111
hschneider,unknown,85,5251,0.1154
michaelwallace,unknown,93,8721,0.1
davidroberson,unknown,78,5769,0.0909
chelsea10,unknown,36,3449,0.1333
thomas78,unknown,5,2928,0.087
cohenjoseph,unknown,86,7097,0.1111
yparker,unknown,83,1018,0.1053
anna00,unknown,31,6400,0.1429
kim23,unknown,40,2221,0.1364
ericabryant,unknown,71,9859,0.087
thomasward,unknown,97,7419,0.0769
michael12,unknown,23,184,0.0769
bhopkins,unknown,83,4914,0.1111
tara40,unknown,58,9628,0.0714
williamhuerta,unknown,18,2871,0.0952
kathleen40,unknown,96,3436,0.1667
wolferyan,unknown,10,9379,0.0769
kristen57,unknown,100,5500,0.0833
robertssamuel,unknown,87,6724,0.1
stephaniemendez,unknown,12,5821,0.1667
allison04,unknown,69,2014,0.1429
letamara,unknown,58,4159,0.1
johntate,unknown,15,293,0.125
faithsimmons,unknown,65,6232,0.1053
kelleymelissa,unknown,11,7277,0.1333
martinpaul,unknown,43,7864,0.087
russellcisneros,unknown,81,4631,0.1034
dallen,unknown,68,5760,0.087
allenkelly,unknown,88,3470,0.1111
crystalsanders,unknown,90,6484,0.1053
robinsonalyssa,unknown,96,5261,0.0909
joshua91,unknown,12,8321,0.08
rmedina,unknown,72,3698,0.0833
samuel26,unknown,55,5771,0.0909
seanmartin,unknown,73,3807,0.0909
kennedykeith,unknown,29,2484,0.1
jamie91,unknown,50,8855,0.1176
mejianicole,unknown,98,4638,0.125
kfoster,unknown,70,1758,0.1
michellehampton,unknown,69,8985,0.1111
garrettsharon,unknown,41,4113,0.1111
dawnmccall,unknown,14,3976,0.0833
heather47,unknown,57,1326,0.1
brussell,unknown,98,8786,0.0769
laceyschneider,unknown,66,5070,0.0833
patrickdavis,unknown,97,7676,0.0952
richard42,unknown,18,3123,0.1176
kirkcraig,unknown,56,5015,0.1429
ryork,unknown,76,7513,0.0909
jim81,unknown,53,8838,0.125
smithkevin,unknown,4,3632,0.0909
nhenderson,unknown,90,2046,0.0714
rick89,unknown,27,9361,0.1111
xbruce,unknown,30,8299,0.125
wilsonalicia,unknown,11,7166,0.08
christine43,unknown,20,1336,0.087
eric35,unknown,13,7207,0.0909
thomas00,unknown,58,3822,0.1176
burnettrhonda,unknown,95,2,0.0741
charris,unknown,89,9857,0.1429
campbellbianca,unknown,20,1647,0.0769
leah06,unknown,57,8926,0.0909
millerdalton,unknown,61,4151,0.069
luisortega,unknown,32,4081,0.125
justincase,unknown,69,4849,0.0833
perezruth,unknown,11,7212,0.125
davidsanchez,unknown,51,7195,0.0833
larsonchristopher,unknown,73,3853,0.125
ahale,unknown,61,8447,0.0909
uyang,unknown,47,1185,0.0833
jodynelson,unknown,11,6356,0.0909
kimberly73,unknown,7,9287,0.1667
nicole15,unknown,45,4180,0.1364
timothy79,unknown,80,1264,0.0909
zlucas,unknown,73,6402,0.125
richvictor,unknown,28,5571,0.1333
whitepaul,unknown,2,1164,0.1111
laura29,unknown,92,3702,0.0714
christinejordan,unknown,56,8297,0.12
brittanywolf,unknown,50,99,0.0909
jacobmays,unknown,98,6457,0.1053
xfigueroa,unknown,18,1268,0.1
jamesnelson,unknown,34,7134,0.125
veronica85,unknown,75,1422,0.0833
tanya91,unknown,68,5941,0.0833
fwagner,unknown,32,2098,0.125
robinmyers,unknown,13,2885,0.1053
jacobnunez,unknown,66,2993,0.0938
joel49,unknown,49,2577,0.0909
brookelozano,unknown,65,3202,0.1111
rnewman,unknown,19,4282,0.1538
jonathan45,unknown,43,6284,0.0769
hdavis,unknown,70,5378,0.1538
richardbartlett,unknown,37,6700,0.0909
brandon36,unknown,55,5035,0.1
holmessara,unknown,52,825,0.1818
richard93,unknown,64,5243,0.0667
elizabeth21,unknown,20,6103,0.1
smaxwell,unknown,59,5818,0.1
mathewsbrooke,unknown,2,852,0.1176
debrabrady,unknown,96,8260,0.0909
tonya82,unknown,34,5382,0.0833
tammy47,unknown,16,1396,0.0952
xcantu,unknown,47,2440,0.0667
gilbertjames,unknown,97,5755,0.1304
duncanjacob,unknown,88,8327,0.125
diazsarah,unknown,53,8341,0.1111
patriciawoods,unknown,80,6465,0.0769
autumnjones,unknown,72,7773,0.1111
gsilva,unknown,77,4407,0.125
wrightdeborah,unknown,83,5317,0.1111
ureid,unknown,13,8739,0.1429
jamie20,unknown,95,1727,0.0667
qphillips,unknown,55,3119,0.0909
kimsusan,unknown,69,8412,0.0741
curtisangel,unknown,36,8441,0.0909
ichavez,unknown,29,5807,0.1176
maria10,unknown,82,5826,0.1364
ronaldkeller,unknown,63,5841,0.0909
trevorbryan,unknown,87,3339,0.0769
ekennedy,unknown,80,7620,0.1333
mccartytodd,unknown,23,7386,0.0833
timothy82,unknown,100,8346,0.1071
holdershawn,unknown,72,6664,0.0909
reyeserin,unknown,62,866,0.0833
zhaney,unknown,98,9058,0.1111
montoyajustin,unknown,1,4491,0.1111
jaderoberts,unknown,32,3662,0.087
kaitlyndunn,unknown,88,9774,0.1111
pamela30,unknown,27,1525,0.1667
kpotts,unknown,90,1775,0.0667
wilsonheidi,unknown,85,2310,0.1111
connor36,unknown,90,7836,0.1333
donald60,unknown,91,7921,0.0625
pamela84,unknown,95,1363,0.08
john53,unknown,11,9212,0.1429
isanchez,unknown,97,7128,0.1111
erinlopez,unknown,79,6999,0.0909
cookesavannah,unknown,63,7530,0.0714
qdavis,unknown,56,1708,0.125
yguzman,unknown,86,7794,0.1111
harrisdevon,unknown,33,3253,0.0952
jasmine10,unknown,2,7804,0.1667
darlenebowman,unknown,95,401,0.1
parkerchelsea,unknown,24,816,0.1
uedwards,unknown,42,4439,0.1429
davisisaac,unknown,53,6309,0.125
cberry,unknown,54,8289,0.125
tracey89,unknown,54,7370,0.1429
benjaminmarshall,unknown,93,1293,0.125
solismartin,unknown,75,4905,0.0909
sarah97,unknown,98,3128,0.0833
wrightelizabeth,unknown,30,7776,0.0833
ryan71,unknown,15,2726,0.087
floresaustin,unknown,54,7529,0.1333
deannolan,unknown,44,2187,0.0625
johncooley,unknown,13,7571,0.125
xflynn,unknown,76,790,0.0952
shawnbrown,unknown,60,9820,0.0833
htucker,unknown,76,7805,0.1176
dawnkennedy,unknown,18,5476,0.08
clarkseth,unknown,56,6279,0.087
perkinsvictoria,unknown,30,6828,0.0833
monicapetersen,unknown,89,5590,0.1053
kellymario,unknown,14,5985,0.1176
lmack,unknown,61,8863,0.1364
cristina93,unknown,26,2825,0.1111
tmaxwell,unknown,5,8814,0.0909
hansenanna,unknown,65,1808,0.1176
hoffmanjohn,unknown,40,1259,0.0909
matthew85,unknown,85,5357,0.0667
johngarrison,unknown,67,4256,0.129
johnsontyler,unknown,46,3776,0.1429
pshah,unknown,52,6199,0.087
leah92,unknown,100,3873,0.0952
jenniferwelch,unknown,87,268,0.1333
ryanhickman,unknown,98,4074,0.1053
bridget58,unknown,4,3083,0.1429
dawn89,unknown,24,6805,0.08
markbaker,unknown,0,4596,0.0833
walshjody,unknown,15,7847,0.1538
rbauer,unknown,64,5860,0.1667
sullivandana,unknown,13,1857,0.125
kristenwhite,unknown,61,8915,0.0833
markhinton,unknown,69,2893,0.1
michael52,unknown,34,9338,0.1333
martindonna,unknown,14,2971,0.1429
vbarnett,unknown,31,5388,0.0741
danielbentley,unknown,75,7633,0.1
gibsonthomas,unknown,45,6341,0.125
joseph91,unknown,78,5207,0.1111
bhale,unknown,6,7378,0.0667
millerwendy,unknown,7,2295,0.1818
clambert,unknown,75,9840,0.0833
tinahouston,unknown,74,9936,0.0909
cynthiahawkins,unknown,6,506,0.12
brittany53,unknown,13,7986,0.125
garrettsullivan,unknown,26,6022,0.0968
tmyers,unknown,92,8778,0.0769
hallsarah,unknown,61,5510,0.125
kaylascott,unknown,74,6114,0.1111
michaela66,unknown,35,4102,0.1053
ortizlee,unknown,97,1905,0.0714
elizabeth44,unknown,100,9448,0.1
charleslong,unknown,72,4334,0.1
katie46,unknown,80,5412,0.1
pallen,unknown,43,4343,0.087
hallwarren,unknown,85,4194,0.1053
jordan69,unknown,22,8838,0.1176
robertharris,unknown,53,8260,0.125
saramays,unknown,97,9507,0.0769
george84,unknown,17,5865,0.0909
lindseyherrera,unknown,12,9469,0.087
joseph33,unknown,69,9831,0.0625
zolson,unknown,61,6987,0.1538
stephenskinner,unknown,17,2687,0.1
rushandrew,unknown,15,7672,0.1053
joneal,unknown,23,2211,0.1071
fhernandez,unknown,75,8924,0.1053
emilymckee,unknown,89,5471,0.1111
tamaraross,unknown,5,1215,0.0769
alexisbrooks,unknown,83,1479,0.1538
robinsonjacob,unknown,3,4365,0.1111
cgray,unknown,55,4761,0.1538
fieldswilliam,unknown,75,5703,0.087
johnsonlisa,unknown,94,4680,0.1
mgarrison,unknown,23,8072,0.0909
dyoung,unknown,79,9767,0.1053
tking,unknown,40,2612,0.1111
loriwest,unknown,73,9989,0.125
michaelwang,unknown,56,8800,0.0833
seancarter,unknown,86,7322,0.0909
randolphjanet,unknown,7,2155,0.0833
jamesdaniel,unknown,89,2859,0.1667
kellywheeler,unknown,56,8253,0.0909
jadams,unknown,22,9513,0.1176
wellstodd,unknown,45,9217,0.1111
armstrongsusan,unknown,58,5170,0.0909
mcleanmeghan,unknown,75,7239,0.087
christinamitchell,unknown,4,3955,0.1176
johnstout,unknown,90,7941,0.1333
hendersonlisa,unknown,32,151,0.0769
sfoley,unknown,49,6171,0.1176
linda23,unknown,65,2633,0.0952
fred97,unknown,49,7221,0.1429
rebeccamartinez,unknown,65,9486,0.0741
larsonjohn,unknown,89,3631,0.1667
ohiggins,unknown,100,8448,0.125
maryvillanueva,unknown,64,1139,0.1154
jessicahayes,unknown,75,1676,0.0769
davidmarquez,unknown,79,6595,0.0741
kimberly31,unknown,56,1635,0.0909
estephenson,unknown,5,5549,0.0833
dmedina,unknown,45,7331,0.1176
rodriguezmichael,unknown,34,7927,0.2
lrios,unknown,87,6170,0.125
vangjerry,unknown,78,4393,0.0909
ewingdavid,unknown,93,9930,0.0741
robertbray,unknown,46,9081,0.125
jmonroe,unknown,76,1237,0.1111
haley35,unknown,87,9103,0.1
jordanbradley,unknown,69,1135,0.125
harrisgary,unknown,58,3392,0.0667
philip15,unknown,21,9532,0.0741
andersonian,unknown,21,6287,0.1538
zberry,unknown,29,4730,0.1333
sanchezbenjamin,unknown,48,8968,0.069
xmccarthy,unknown,1,162,0.1111
jeremiahnichols,unknown,96,2378,0.1176
traceyfitzpatrick,unknown,16,2304,0.1111
brandon76,unknown,60,1414,0.1429
lindasmith,unknown,69,5919,0.0909
thomasangela,unknown,12,2948,0.0714
marylam,unknown,7,1982,0.1053
qhorton,unknown,9,3041,0.1176
brownjared,unknown,13,8691,0.087
vasquezalexander,unknown,84,9308,0.1053
chavezjessica,unknown,38,6189,0.1
ashleykelly,unknown,64,5439,0.0833
emason,unknown,82,5648,0.1667
jholt,unknown,12,5234,0.1176
tinaali,unknown,38,8385,0.1
stevensrobert,unknown,32,5735,0.1053
tamaradouglas,unknown,86,7644,0.087
travisguerra,unknown,61,4241,0.1111
michael58,unknown,69,7050,0.0909
tracyclark,unknown,31,9574,0.0833
jyates,unknown,13,3823,0.1111
tammy68,unknown,19,7023,0.1
shannon96,unknown,96,4050,0.1333
joycerichard,unknown,14,8235,0.1053
pmccall,unknown,37,1338,0.1304
martha99,unknown,31,2631,0.1
proctorcynthia,unknown,14,9970,0.1176
matthewmyers,unknown,59,3030,0.1176
billyrussell,unknown,32,4652,0.0769
nsalas,unknown,11,4077,0.0667
emily36,unknown,8,4812,0.1
tracey88,unknown,13,5170,0.1053
ashleydougherty,unknown,19,1819,0.1176
abauer,unknown,12,1659,0.1429
alyssabrown,unknown,56,8621,0.1
kristy84,unknown,84,5318,0.1
jeremy36,unknown,34,6209,0.0909
npitts,unknown,34,4849,0.1176
jford,unknown,10,407,0.0909
brianamurphy,unknown,7,1266,0.0952
cameronnichols,unknown,90,4896,0.0741
tiffany97,unknown,62,3034,0.125
banksrachel,unknown,42,5144,0.1538
onealjeffrey,unknown,14,5501,0.1176
kathryn37,unknown,41,701,0.087
michael31,unknown,78,4790,0.0741
jacqueline31,unknown,78,9269,0.0833
ernest16,unknown,57,1725,0.1
cody39,unknown,74,5088,0.1111
lorihurst,unknown,18,1940,0.0625
rgould,unknown,10,2940,0.1
fgraham,unknown,35,4740,0.1364
pachecobrian,unknown,75,6575,0.1176
scott04,unknown,53,9848,0.125
kylie45,unknown,24,2391,0.125
lochoa,unknown,40,1458,0.125
chaveztroy,unknown,14,4853,0.0833
griffincurtis,unknown,41,3462,0.069
youngnathaniel,unknown,37,3817,0.0833
michellevaldez,unknown,7,1722,0.1176
millslauren,unknown,48,9893,0.1176
dgalvan,unknown,85,8892,0.1
tamaramarquez,unknown,24,8945,0.1333
tiffany27,unknown,40,2566,0.0769
rodriguezscott,unknown,5,6710,0.0952
micheleburgess,unknown,73,2031,0.1333
kristine01,unknown,89,6135,0.1333
cooperantonio,unknown,70,5689,0.125
james72,unknown,27,8126,0.1333
pbradley,unknown,37,7201,0.1111
ecopeland,unknown,31,3781,0.1111
matthewpatterson,unknown,42,8851,0.0667
jackie32,unknown,57,9028,0.08
millsedward,unknown,5,8780,0.1538
kevin22,unknown,11,2704,0.1176
lvilla,unknown,73,514,0.0769
parrishcarolyn,unknown,36,8672,0.1333
gonzalezmary,unknown,48,9940,0.0909
kimberlycole,unknown,96,5319,0.1429
edwardblack,unknown,37,4617,0.0909
richarddalton,unknown,25,4742,0.0769
brettfernandez,unknown,80,2722,0.1429
michael37,unknown,33,3553,0.1111
danielparker,unknown,13,4490,0.125
