data_type,feature,bins,sample_size,good,bad,bin_bad_rate,total_bad_rate,woe,bin_iv,bin_ks,iv,ksmax,lift,cum_lift
valid,aft_v5_f50,"(0.177, 0.198]",59753,48928,10825,18.116%,20.452%,-0.1502,0.0043,0.1000178307,0.0618,0.1012,0.8857725723,0.8005887115
valid,aft_v5_f50,"(0.198, 0.214]",59767,47603,12164,20.352%,20.452%,-0.0062,0,0.1012478487,0.0618,0.1012,0.9951051926,0.865486174
valid,aft_v5_f50,"(0.214, 0.235]",60268,46624,13644,22.639%,20.452%,0.1294,0.0035,0.0741786829,0.0618,0.1012,1.106901483,0.9262597429
valid,aft_v5_f50,"(0.235, 0.459]",59788,43949,15839,26.492%,20.452%,0.3377,0.025,0,0.0618,0.1012,1.295292262,1.000003342
valid,aft_v5_f51,"(0.0378, 0.151]",59819,51199,8620,14.410%,20.452%,-0.4234,0.0314,0.0742533518,0.0676,0.1055,0.7045667681,0.7045667681
valid,aft_v5_f51,"(0.151, 0.18]",59792,49012,10780,18.029%,20.452%,-0.1561,0.0046,0.1040195889,0.0676,0.1055,0.8815150235,0.7930209244
valid,aft_v5_f51,"(0.18, 0.206]",60063,47849,12214,20.335%,20.452%,-0.0072,0,0.10546528,0.0676,0.1055,0.9942713681,0.8602966872
valid,aft_v5_f51,"(0.206, 0.237]",59486,46031,13455,22.619%,20.452%,0.1283,0.0034,0.0789923145,0.0676,0.1055,1.105918119,0.9213898318
valid,aft_v5_f51,"(0.237, 0.544]",60036,43912,16124,26.857%,20.452%,0.3564,0.0282,0,0.0676,0.1055,1.313152239,1
valid,aft_v5_f52,"(0.0498, 0.217]",59517,50622,8895,14.945%,20.452%,-0.3807,0.0256,0.0673368219,0.0426,0.0821,0.7307333999,0.7307333999
valid,aft_v5_f52,"(0.217, 0.253]",60025,48466,11559,19.257%,20.452%,-0.0752,0.0011,0.0820804672,0.0426,0.0821,0.9415472798,0.8365882722
valid,aft_v5_f52,"(0.253, 0.288]",59993,47014,12979,21.634%,20.452%,0.0711,0.001,0.0675180292,0.0426,0.0821,1.057778391,0.9105006502
valid,aft_v5_f52,"(0.288, 0.344]",59710,46891,12819,21.469%,20.452%,0.0613,0.0008,0.0550534648,0.0426,0.0821,1.049690132,0.9452391147
valid,aft_v5_f52,"(0.344, 0.813]",59949,45008,14941,24.923%,20.452%,0.2555,0.0141,0,0.0426,0.0821,1.218573588,1.000006685
valid,aft_v5_f53,"(0.00155, 0.146]",60027,50980,9047,15.072%,20.452%,-0.3707,0.0246,0.0663552731,0.0449,0.0868,0.7369058248,0.7369058248
valid,aft_v5_f53,"(0.146, 0.179]",59427,48270,11157,18.774%,20.452%,-0.1065,0.0022,0.086843067,0.0449,0.0868,0.9179471216,0.8269718012
valid,aft_v5_f53,"(0.179, 0.205]",59963,47590,12373,20.634%,20.452%,0.0111,0,0.0846022001,0.0449,0.0868,1.008894369,0.8877721876
valid,aft_v5_f53,"(0.205, 0.225]",59889,46165,13724,22.916%,20.452%,0.1452,0.0044,0.054296325,0.0449,0.0868,1.120437629,0.9459993136
valid,aft_v5_f53,"(0.225, 0.921]",59890,44998,14892,24.866%,20.452%,0.2525,0.0137,0,0.0449,0.0868,1.215773723,1
valid,aft_v5_f54,"(0.0232, 0.384]",59949,51199,8750,14.596%,20.452%,-0.4084,0.0295,0.0721298297,0.0507,0.0916,0.713641583,0.713641583
valid,aft_v5_f54,"(0.384, 0.421]",59672,48416,11256,18.863%,20.452%,-0.1007,0.002,0.0916140838,0.0507,0.0916,0.9222900605,0.8177242436
valid,aft_v5_f54,"(0.421, 0.449]",59773,47298,12475,20.871%,20.452%,0.0255,0.0001,0.0864803193,0.0507,0.0916,1.020444851,0.8852695287
valid,aft_v5_f54,"(0.449, 0.473]",59780,46099,13681,22.886%,20.452%,0.1435,0.0043,0.0566006455,0.0507,0.0916,1.118963628,0.943679863
valid,aft_v5_f54,"(0.473, 0.749]",60021,44990,15031,25.043%,20.452%,0.2619,0.0148,0,0.0507,0.0916,1.224443319,1.000003342
valid,aft_v5_f55,"(0.00298, 0.153]",59953,51020,8933,14.900%,20.452%,-0.3842,0.0263,0.0683862964,0.0454,0.0871,0.7285182778,0.7285182778
valid,aft_v5_f55,"(0.153, 0.183]",59790,48473,11317,18.928%,20.452%,-0.0965,0.0018,0.0871123425,0.0454,0.0871,0.9254581843,0.8268541889
valid,aft_v5_f55,"(0.183, 0.204]",59708,47287,12421,20.803%,20.452%,0.0214,0.0001,0.082813979,0.0454,0.0871,1.017133775,0.8901651401
valid,aft_v5_f55,"(0.204, 0.223]",60050,46287,13763,22.919%,20.452%,0.1454,0.0044,0.0523833748,0.0454,0.0871,1.120609077,0.947944266
valid,aft_v5_f55,"(0.223, 0.733]",59695,44936,14759,24.724%,20.452%,0.2449,0.0128,0,0.0454,0.0871,1.208851668,1
valid,aft_v5_f56,"(0.000487, 0.161]",59977,50121,9856,16.433%,20.452%,-0.2681,0.0133,0.0495264933,0.0273,0.0715,0.8034706072,0.8034706072
valid,aft_v5_f56,"(0.161, 0.187]",59685,48546,11139,18.663%,20.452%,-0.1138,0.0025,0.0714689447,0.0273,0.0715,0.9125045607,0.8578545512
valid,aft_v5_f56,"(0.187, 0.204]",60290,47662,12628,20.945%,20.452%,0.03,0.0002,0.0653642932,0.0273,0.0715,1.024102267,0.9135531528
valid,aft_v5_f56,"(0.204, 0.223]",59187,46043,13144,22.208%,20.452%,0.1046,0.0022,0.0440248407,0.0273,0.0715,1.08581356,0.9561876738
valid,aft_v5_f56,"(0.223, 0.727]",60056,45630,14426,24.021%,20.452%,0.2067,0.0091,0,0.0273,0.0715,1.174474422,1.000003342
valid,aft_v5_f57,"(0.00626, 0.167]",59685,50710,8975,15.037%,20.452%,-0.3734,0.0248,0.0663974388,0.037,0.0788,0.7352301312,0.7352301312
valid,aft_v5_f57,"(0.167, 0.192]",60110,48420,11690,19.448%,20.452%,-0.0629,0.0008,0.0788053302,0.037,0.0788,0.9508714791,0.8434333235
valid,aft_v5_f57,"(0.192, 0.214]",59917,47079,12838,21.426%,20.452%,0.0588,0.0007,0.0668185232,0.037,0.0788,1.047614133,0.9115083635
valid,aft_v5_f57,"(0.214, 0.226]",94436,72501,21935,23.227%,20.452%,0.1627,0.0088,0.0129847013,0.037,0.0788,1.135675072,0.9887272646
valid,aft_v5_f57,"(0.226, 0.925]",25048,19293,5755,22.976%,20.452%,0.1486,0.0019,0,0.037,0.0788,1.123379027,1
valid,aft_v5_f58,"(0.0267, 0.181]",59900,51043,8857,14.786%,20.452%,-0.3932,0.0274,0.0697249059,0.0465,0.093,0.7229593191,0.7229593191
valid,aft_v5_f58,"(0.181, 0.2]",60082,48928,11154,18.565%,20.452%,-0.1203,0.0028,0.0930263961,0.0465,0.093,0.9076957399,0.8154676423
valid,aft_v5_f58,"(0.2, 0.211]",59448,46519,12929,21.748%,20.452%,0.0779,0.0012,0.0771995793,0.0465,0.093,1.063363441,0.8975994456
valid,aft_v5_f58,"(0.211, 0.226]",60082,46416,13666,22.746%,20.452%,0.1355,0.0038,0.0488961337,0.0465,0.093,1.112118521,0.9514119272
valid,aft_v5_f58,"(0.226, 0.501]",59684,45097,14587,24.440%,20.452%,0.2296,0.0112,0,0.0465,0.093,1.194984024,1
valid,aft_v5_f59,"(0.0133, 0.168]",60244,50887,9357,15.532%,20.452%,-0.3352,0.0204,0.0608969823,0.0331,0.0758,0.7594109721,0.7594233824
valid,aft_v5_f59,"(0.168, 0.192]",59460,48023,11437,19.235%,20.452%,-0.0766,0.0011,0.0757690808,0.0331,0.0758,0.9404620042,0.8493574723
valid,aft_v5_f59,"(0.192, 0.207]",59889,47262,12627,21.084%,20.452%,0.0384,0.0003,0.0679967407,0.0331,0.0758,1.030877728,0.9098947735
valid,aft_v5_f59,"(0.207, 0.217]",59719,45608,14111,23.629%,20.452%,0.1851,0.0072,0.029023343,0.0331,0.0758,1.15531205,0.9711420232
valid,aft_v5_f59,"(0.217, 0.7]",59882,46222,13660,22.812%,20.452%,0.1393,0.004,0,0.0331,0.0758,1.115342986,1.000006685
valid,aft_v5_f60,"(0.0511, 0.171]",59791,51032,8759,14.649%,20.452%,-0.4041,0.0288,0.0712810793,0.0496,0.0909,0.7162633792,0.7162633792
valid,aft_v5_f60,"(0.171, 0.191]",59696,48443,11253,18.851%,20.452%,-0.1015,0.002,0.0909278031,0.0496,0.0909,0.9216735517,0.8188868081
valid,aft_v5_f60,"(0.191, 0.207]",59934,47463,12471,20.808%,20.452%,0.0217,0.0001,0.086552677,0.0496,0.0909,1.017377324,0.8851908116
valid,aft_v5_f60,"(0.207, 0.219]",59975,46148,13827,23.055%,20.452%,0.153,0.0049,0.0544929899,0.0496,0.0909,1.127227938,0.9458274833
valid,aft_v5_f60,"(0.219, 0.286]",59799,44916,14883,24.888%,20.452%,0.2537,0.0138,0,0.0496,0.0909,1.216887971,1.000003342
valid,aft_v5_f61,"(0.0868, 0.164]",59943,50926,9017,15.043%,20.452%,-0.373,0.0248,0.0666186373,0.0426,0.0797,0.7354914579,0.7354914579
valid,aft_v5_f61,"(0.164, 0.186]",59781,48143,11638,19.468%,20.452%,-0.0616,0.0007,0.0787124483,0.0426,0.0797,0.9518515366,0.8435251175
valid,aft_v5_f61,"(0.186, 0.207]",59895,47691,12204,20.376%,20.452%,-0.0047,0,0.0796576996,0.0426,0.0797,0.9962438827,0.8944500778
valid,aft_v5_f61,"(0.207, 0.23]",60187,46653,13534,22.487%,20.452%,0.1207,0.003,0.0545071492,0.0426,0.0797,1.099455139,0.945902667
valid,aft_v5_f61,"(0.23, 0.265]",59390,44590,14800,24.920%,20.452%,0.2554,0.0139,0,0.0426,0.0797,1.218435175,1
valid,aft_v5_f62,"(9.0, 29.0]",63821,50917,12904,20.219%,20.452%,-0.0144,0,0.0030604854,0.0232,0.0278,0.9885867551,0.9885867551
valid,aft_v5_f62,"(29.0, 34.0]",59734,48230,11504,19.259%,20.452%,-0.075,0.0011,0.0177096309,0.0232,0.0278,0.9416322265,0.9658860808
valid,aft_v5_f62,"(34.0, 38.0]",57051,45666,11385,19.956%,20.452%,-0.0308,0.0002,0.0235304699,0.0232,0.0278,0.975716865,0.968991493
valid,aft_v5_f62,"(38.0, 44.0]",58951,47103,11848,20.098%,20.452%,-0.0219,0.0001,0.027822823,0.0232,0.0278,0.9826704736,0.972357663
valid,aft_v5_f62,"(44.0, 109.0]",56175,44205,11970,21.308%,20.452%,0.0518,0.0005,0.0179451668,0.0232,0.0278,1.041849787,0.985557858
valid,aft_v5_f62,NaN,3464,1882,1582,45.670%,20.452%,1.1846,0.0213,0,0.0232,0.0278,2.232968691,1
valid,aft_v5_f63,"(1.0, 2.0]",70381,56668,13713,19.484%,20.452%,-0.0606,0.0008,0.01400358,0.0011,0.014,0.9526449746,0.9526449746
valid,aft_v5_f63,NaN,228815,181335,47480,20.750%,20.452%,0.0182,0.0003,0,0.0011,0.014,1.01456589,1
valid,aft_v5_f64,"(0.0, 0.151]",58123,49050,9073,15.610%,20.452%,-0.3293,0.019,0.0578212464,0.0378,0.0778,0.7632326256,0.7632326256
valid,aft_v5_f64,"(0.151, 0.256]",57537,46741,10796,18.764%,20.452%,-0.1072,0.0021,0.0777841191,0.0378,0.0778,0.917423161,0.8399372843
valid,aft_v5_f64,"(0.256, 0.393]",58771,46505,12266,20.871%,20.452%,0.0255,0.0001,0.0727330521,0.0378,0.0778,1.020455141,0.9007591277
valid,aft_v5_f64,"(0.393, 0.622]",57370,44780,12590,21.945%,20.452%,0.0894,0.0016,0.0551394541,0.0378,0.0778,1.072988132,0.9433852507
valid,aft_v5_f64,"(0.622, 1.0]",57634,43983,13651,23.686%,20.452%,0.1883,0.0072,0.0168585743,0.0378,0.0778,1.158083149,0.9861371594
valid,aft_v5_f64,NaN,9761,6944,2817,28.860%,20.452%,0.456,0.0077,0,0.0378,0.0778,1.411063546,1
valid,aft_v5_f65,"(0.28, 0.345]",48137,39294,8843,18.370%,20.452%,-0.1332,0.0027,0.0205887663,0.0073,0.037,0.8982032918,0.8982032918
valid,aft_v5_f65,"(0.345, 0.374]",57989,46697,11292,19.473%,20.452%,-0.0613,0.0007,0.0322612651,0.0073,0.037,0.9520928153,0.9276494179
valid,aft_v5_f65,"(0.374, 0.392]",59145,47278,11867,20.064%,20.452%,-0.024,0.0001,0.03697841,0.0073,0.037,0.9810179282,0.9467482346
valid,aft_v5_f65,"(0.392, 0.417]",56675,44701,11974,21.127%,20.452%,0.041,0.0003,0.0291193943,0.0073,0.037,1.033003429,0.9687739216
valid,aft_v5_f65,"(0.417, 0.594]",57999,45240,12759,21.999%,20.452%,0.0925,0.0017,0.0106967912,0.0073,0.037,1.075598455,0.9909058265
valid,aft_v5_f65,NaN,19251,14793,4458,23.157%,20.452%,0.1588,0.0017,0,0.0073,0.037,1.132246034,1
valid,aft_v5_f66,"(27216.4, 40848.0]",56954,44876,12078,21.207%,20.452%,0.0457,0.0004,0.0088232717,0.012,0.0192,1.036871249,1.036871249
valid,aft_v5_f66,"(40848.0, 47435.0]",57997,46197,11800,20.346%,20.452%,-0.0066,0,0.0075531898,0.012,0.0192,0.9947879497,1.015638679
valid,aft_v5_f66,"(47435.0, 59459.0]",58549,47553,10996,18.781%,20.452%,-0.1061,0.0021,0.0125530568,0.012,0.0192,0.9182676556,0.9827800277
valid,aft_v5_f66,"(59459.0, 73879.0]",55599,43743,11856,21.324%,20.452%,0.0528,0.0005,0.0025972069,0.012,0.0192,1.042618071,0.9973018519
valid,aft_v5_f66,"(73879.0, 89477.0]",56862,46039,10823,19.034%,20.452%,-0.0896,0.0015,0.01916931,0.012,0.0192,0.9306353935,0.9840455402
valid,aft_v5_f66,NaN,13235,9595,3640,27.503%,20.452%,0.389,0.0075,0,0.012,0.0192,1.344718798,1
valid,aft_v5_f67,"(27216.4, 37498.0]",58800,46183,12617,21.457%,20.452%,0.0607,0.0007,0.0121399413,0.0202,0.0244,1.049138477,1.049138477
valid,aft_v5_f67,"(37498.0, 41210.0]",56567,44399,12168,21.511%,20.452%,0.0638,0.0008,0.0244381458,0.0202,0.0244,1.051744119,1.050416081
valid,aft_v5_f67,"(41210.0, 44294.0]",57145,45485,11660,20.404%,20.452%,-0.003,0,0.0238717795,0.0202,0.0244,0.9976411432,1.03293426
valid,aft_v5_f67,"(44294.0, 53832.0]",57806,46318,11488,19.873%,20.452%,-0.036,0.0002,0.0169946784,0.0202,0.0244,0.9716851069,1.017561738
valid,aft_v5_f67,"(53832.0, 89477.0]",56369,46725,9644,17.109%,20.452%,-0.2197,0.0085,0.0217266509,0.0202,0.0244,0.8365095613,0.981962879
valid,aft_v5_f67,NaN,12509,8893,3616,28.907%,20.452%,0.4584,0.01,0,0.0202,0.0244,1.413383013,1
valid,aft_v5_f68,"(2.0, 5.0]",98424,78450,19974,20.294%,20.452%,-0.0098,0,0.0032078104,0.0025,0.0175,0.9922430657,0.9922430657
valid,aft_v5_f68,"(5.0, 26.0]",32568,26604,5964,18.312%,20.452%,-0.1371,0.002,0.017525786,0.0025,0.0175,0.8953659683,0.968156913
valid,aft_v5_f68,NaN,168204,132949,35255,20.960%,20.452%,0.0309,0.0005,0,0.0025,0.0175,1.024798397,1
valid,aft_v5_f69,"(0.158, 0.405]",59734,49346,10388,17.390%,20.452%,-0.2,0.0075,0.0375755422,0.0317,0.0514,0.850284733,0.850284733
valid,aft_v5_f69,"(0.405, 0.446]",59121,47645,11476,19.411%,20.452%,-0.0653,0.0008,0.0502243042,0.0317,0.0514,0.9490799665,0.8994275793
valid,aft_v5_f69,"(0.446, 0.478]",59615,47478,12137,20.359%,20.452%,-0.0058,0,0.0513695052,0.0317,0.0514,0.9954279747,0.9314949496
valid,aft_v5_f69,"(0.478, 0.515]",58863,46307,12556,21.331%,20.452%,0.0532,0.0006,0.0407474118,0.0317,0.0514,1.042948713,0.9591375567
valid,aft_v5_f69,"(0.515, 0.974]",59390,45974,13416,22.590%,20.452%,0.1266,0.0033,0.0146722814,0.0317,0.0514,1.104495021,0.9882312898
valid,aft_v5_f69,NaN,2473,1253,1220,49.333%,20.452%,1.3316,0.0195,0,0.0317,0.0514,2.41206914,1
valid,aft_v5_f70,"(1.0, 2376.0]",58891,46826,12065,20.487%,20.452%,0.0021,0,0.000417655,0.019,0.0153,1.001687918,1.001687918
valid,aft_v5_f70,"(2376.0, 3162.0]",59095,47208,11887,20.115%,20.452%,-0.0209,0.0001,0.0036785412,0.019,0.0153,0.9835027163,0.9925795956
valid,aft_v5_f70,"(3162.0, 3817.0]",59737,47502,12235,20.481%,20.452%,0.0018,0,0.0033230909,0.019,0.0153,1.001416178,0.9955497847
valid,aft_v5_f70,"(3817.0, 4528.0]",59174,47072,12102,20.452%,20.452%,-0.0001,0,0.003334392,0.019,0.0153,0.9999545461,0.9966500407
valid,aft_v5_f70,"(4528.0, 7611.0]",59338,47786,11552,19.468%,20.452%,-0.0616,0.0007,0.0153336114,0.019,0.0153,0.9518714785,0.9876805728
valid,aft_v5_f70,NaN,2961,1609,1352,45.660%,20.452%,1.1842,0.0182,0,0.019,0.0153,2.232504393,1
valid,aft_v5_f71,"(0.0, 70.0]",60940,51723,9217,15.125%,20.452%,-0.3666,0.0245,0.0666989869,0.0614,0.079,0.7395051036,0.7395051036
valid,aft_v5_f71,"(70.0, 98.0]",57861,46627,11234,19.415%,20.452%,-0.065,0.0008,0.0790251926,0.0614,0.079,0.9492979047,0.8416828737
valid,aft_v5_f71,"(98.0, 125.0]",59921,47158,12763,21.300%,20.452%,0.0513,0.0005,0.0685959446,0.0614,0.079,1.041424414,0.908651198
valid,aft_v5_f71,"(125.0, 157.0]",58011,44610,13401,23.101%,20.452%,0.1556,0.0049,0.03703492,0.0614,0.079,1.129486107,0.962766399
valid,aft_v5_f71,"(157.0, 453.0]",58486,45836,12650,21.629%,20.452%,0.0708,0.001,0.0228977365,0.0614,0.079,1.057529872,0.9815400432
valid,aft_v5_f71,NaN,3977,2049,1928,48.479%,20.452%,1.2974,0.0297,0,0.0614,0.079,2.370311789,1
valid,aft_v5_f72,"(1.0, 2.0]",44935,35897,9038,20.113%,20.452%,-0.021,0.0001,0.003129198,0.0025,0.0161,0.9834258707,0.9834258707
valid,aft_v5_f72,"(2.0, 4.0]",56745,45121,11624,20.485%,20.452%,0.002,0,0.0027544743,0.0025,0.0161,1.001571686,0.993552585
valid,aft_v5_f72,"(4.0, 6.0]",30339,24027,6312,20.805%,20.452%,0.0215,0,0.0005579303,0.0025,0.0161,1.01723142,0.9989941668
valid,aft_v5_f72,"(6.0, 1117.0]",47491,36968,10523,22.158%,20.452%,0.1018,0.0017,0.01608041,0.0025,0.0161,1.083383692,1.021320182
valid,aft_v5_f72,NaN,119686,95990,23696,19.798%,20.452%,-0.0407,0.0007,0,0.0025,0.0161,0.968023112,1
valid,aft_v5_f73,"(0.0, 1.0]",87394,69218,18176,20.798%,20.452%,0.0211,0.0001,0.0061991709,0.0015,0.0174,1.016882409,1.016882409
valid,aft_v5_f73,"(1.0, 16.0]",44261,34663,9598,21.685%,20.452%,0.0741,0.0008,0.0174061551,0.0015,0.0174,1.060262892,1.031466463
valid,aft_v5_f73,NaN,167541,134122,33419,19.947%,20.452%,-0.0314,0.0005,0,0.0015,0.0174,0.9752734129,1
valid,aft_v5_f74,"(0.0, 1.0]",47348,38277,9071,19.158%,20.452%,-0.0815,0.001,0.0125897945,0.0046,0.0138,0.9367151966,0.9367151966
valid,aft_v5_f74,"(1.0, 2.0]",32969,26285,6684,20.274%,20.452%,-0.011,0,0.0138013992,0.0046,0.0138,0.9912534336,0.9591023766
valid,aft_v5_f74,"(2.0, 5.0]",61146,48387,12759,20.866%,20.452%,0.0253,0.0001,0.0086013186,0.0046,0.0138,1.02024065,0.9855287982
valid,aft_v5_f74,"(5.0, 24.0]",50423,39021,11402,22.613%,20.452%,0.1279,0.0029,0.0137754682,0.0046,0.0138,1.105621291,1.017086201
valid,aft_v5_f74,NaN,107310,86033,21277,19.828%,20.452%,-0.0389,0.0005,0,0.0046,0.0138,0.9694473698,1
valid,aft_v5_f75,"(0.0, 11.0]",60222,50688,9534,15.831%,20.452%,-0.3126,0.0179,0.0571699712,0.0458,0.0686,0.7740589046,0.7740589046
valid,aft_v5_f75,"(11.0, 17.0]",66366,53349,13017,19.614%,20.452%,-0.0523,0.0006,0.0686021987,0.0458,0.0686,0.9590015302,0.8710183501
valid,aft_v5_f75,"(17.0, 21.0]",53925,42205,11720,21.734%,20.452%,0.077,0.0011,0.0544067218,0.0458,0.0686,1.062653057,0.9282657592
valid,aft_v5_f75,"(21.0, 26.0]",64334,50129,14205,22.080%,20.452%,0.0972,0.0021,0.0328957228,0.0458,0.0686,1.079579729,0.9680237833
valid,aft_v5_f75,"(26.0, 49.0]",49263,38686,10577,21.470%,20.452%,0.0615,0.0006,0.022593325,0.0458,0.0686,1.049773696,0.9817167756
valid,aft_v5_f75,NaN,5086,2946,2140,42.076%,20.452%,1.0386,0.0235,0,0.0458,0.0686,2.057270769,1
valid,aft_v5_f76,"(0.0, 1.0]",61325,48740,12585,20.522%,20.452%,0.0043,0,0.0008734436,0.0055,0.0268,1.003389844,1.003389844
valid,aft_v5_f76,"(1.0, 2.0]",40048,31959,8089,20.198%,20.452%,-0.0157,0,0.0012180542,0.0055,0.0268,0.9875703468,0.9971402586
valid,aft_v5_f76,"(2.0, 3.0]",26867,21380,5487,20.423%,20.452%,-0.0018,0,0.0013817359,0.0055,0.0268,0.9985500157,0.9974356107
valid,aft_v5_f76,"(3.0, 27.0]",56026,45806,10220,18.242%,20.452%,-0.1418,0.0036,0.026828928,0.0055,0.0268,0.8918982604,0.9653470236
valid,aft_v5_f76,NaN,114930,90118,24812,21.589%,20.452%,0.0685,0.0018,0,0.0055,0.0268,1.055558734,1
valid,aft_v5_f77,"(0.0, 1.0]",70019,55467,14552,20.783%,20.452%,0.0202,0.0001,0.0047532935,0.0014,0.0178,1.016157016,1.016157016
valid,aft_v5_f77,"(1.0, 3.0]",68111,53697,14414,21.163%,20.452%,0.0431,0.0004,0.0146883081,0.0014,0.0178,1.03471632,1.025308488
valid,aft_v5_f77,"(3.0, 23.0]",48772,38646,10126,20.762%,20.452%,0.0189,0.0001,0.017788647,0.0014,0.0178,1.015129377,1.022652253
valid,aft_v5_f77,NaN,112294,90193,22101,19.681%,20.452%,-0.0481,0.0009,0,0.0014,0.0178,0.9622976175,1
valid,aft_v5_f78,"(0.0, 0.3]",66006,51193,14813,22.442%,20.452%,0.1182,0.0032,0.026976244,0.0181,0.0324,1.097270354,1.097270354
valid,aft_v5_f78,"(0.3, 0.4]",29902,23521,6381,21.340%,20.452%,0.0537,0.0003,0.0324263916,0.0181,0.0324,1.043380091,1.080468558
valid,aft_v5_f78,"(0.4, 0.9]",101192,81592,19600,19.369%,20.452%,-0.068,0.0015,0.0099052568,0.0181,0.0324,0.9470304208,1.011960836
valid,aft_v5_f78,"(0.9, 1.0]",55851,46277,9574,17.142%,20.452%,-0.2173,0.0083,0.028077665,0.0181,0.0324,0.8381398841,0.9735815691
valid,aft_v5_f78,NaN,46245,35420,10825,23.408%,20.452%,0.1728,0.0049,0,0.0181,0.0324,1.14450359,1
valid,aft_v5_f79,"(0.0, 0.1]",39880,31234,8646,21.680%,20.452%,0.0738,0.0007,0.0100570306,0.0169,0.041,1.060020147,1.060020147
valid,aft_v5_f79,"(0.1, 0.3]",65522,51973,13549,20.679%,20.452%,0.0138,0,0.0131000476,0.0169,0.041,1.011053496,1.029580564
valid,aft_v5_f79,"(0.3, 0.4]",27406,21931,5475,19.977%,20.452%,-0.0295,0.0001,0.0104251682,0.0169,0.041,0.97677044,1.01868277
valid,aft_v5_f79,"(0.4, 0.7]",59270,48307,10963,18.497%,20.452%,-0.1248,0.003,0.0133883831,0.0169,0.041,0.9043749508,0.9834105137
valid,aft_v5_f79,"(0.7, 1.0]",43089,35621,7468,17.332%,20.452%,-0.2041,0.0056,0.0410144612,0.0169,0.041,0.8474067754,0.9584909243
valid,aft_v5_f79,NaN,64029,48937,15092,23.571%,20.452%,0.1819,0.0075,0,0.0169,0.041,1.152455369,1
valid,pac_v5_x0,"(0.00434, 0.115]",59914,51429,8485,14.162%,20.452%,-0.4437,0.0344,0.0774285847,0.0692,0.1055,0.6924327006,0.6924327006
valid,pac_v5_x0,"(0.115, 0.15]",59425,48638,10787,18.152%,20.452%,-0.1478,0.0042,0.1055115967,0.0692,0.1055,0.8875350773,0.7895841661
valid,pac_v5_x0,"(0.15, 0.183]",59819,47524,12295,20.554%,20.452%,0.0062,0,0.104270595,0.0692,0.1055,1.004947612,0.8614917893
valid,pac_v5_x0,"(0.183, 0.225]",60053,46477,13576,22.607%,20.452%,0.1276,0.0034,0.0776966666,0.0692,0.1055,1.105327969,0.9227059228
valid,pac_v5_x0,"(0.225, 0.834]",59982,43932,16050,26.758%,20.452%,0.3513,0.0273,0,0.0692,0.1055,1.308302382,1.000010027
valid,pac_v5_x1,"(0.0, 0.288]",59710,51339,8371,14.019%,20.452%,-0.4554,0.0359,0.0789152043,0.0707,0.107,0.6854634599,0.6854634599
valid,pac_v5_x1,"(0.288, 0.329]",59782,48922,10860,18.166%,20.452%,-0.1469,0.0041,0.1070002741,0.0707,0.107,0.8882054282,0.7868955252
valid,pac_v5_x1,"(0.329, 0.364]",59940,47572,12368,20.634%,20.452%,0.0111,0,0.1047696858,0.0707,0.107,1.008873642,0.8610482312
valid,pac_v5_x1,"(0.364, 0.403]",59801,46223,13578,22.705%,20.452%,0.1332,0.0037,0.0770974791,0.0707,0.107,1.110149317,0.9233159535
valid,pac_v5_x1,"(0.403, 0.867]",59958,43942,16016,26.712%,20.452%,0.3489,0.0269,0,0.0707,0.107,1.306053479,1.000016712
valid,pac_v5_x2,"(0.00778, 0.131]",59847,51823,8024,13.408%,20.452%,-0.5071,0.0439,0.0866148436,0.0832,0.1157,0.6555450961,0.6555450961
valid,pac_v5_x2,"(0.131, 0.163]",59911,49074,10837,18.088%,20.452%,-0.1521,0.0044,0.1157101025,0.0832,0.1157,0.884415902,0.7700416546
valid,pac_v5_x2,"(0.163, 0.191]",59489,47197,12292,20.663%,20.452%,0.0129,0,0.1131416767,0.0832,0.1157,1.010275732,0.849771218
valid,pac_v5_x2,"(0.191, 0.226]",60223,46372,13851,23.000%,20.452%,0.1499,0.0047,0.0816301379,0.0832,0.1157,1.124534493,0.9188699307
valid,pac_v5_x2,"(0.226, 0.819]",59726,43537,16189,27.105%,20.452%,0.369,0.0301,0,0.0832,0.1157,1.325289115,1
valid,pac_v5_x3,"(0.00468, 0.116]",59653,51100,8553,14.338%,20.452%,-0.4293,0.0322,0.0749349935,0.065,0.104,0.7010358382,0.7010358382
valid,pac_v5_x3,"(0.116, 0.147]",60147,49260,10887,18.101%,20.452%,-0.1513,0.0044,0.1039972771,0.065,0.104,0.885010229,0.7934023464
valid,pac_v5_x3,"(0.147, 0.175]",59749,47385,12364,20.693%,20.452%,0.0147,0,0.1010446618,0.065,0.104,1.011771387,0.8660695949
valid,pac_v5_x3,"(0.175, 0.211]",59973,46372,13601,22.679%,20.452%,0.1317,0.0036,0.0736210135,0.065,0.104,1.108840563,0.9268560917
valid,pac_v5_x3,"(0.211, 0.877]",59671,43883,15788,26.458%,20.452%,0.336,0.0247,0,0.065,0.104,1.293653118,1.000010027
valid,pac_v5_x4,"(0.0154, 0.257]",59772,51149,8623,14.426%,20.452%,-0.4221,0.0312,0.0739942452,0.0651,0.1028,0.7053661856,0.7053661856
valid,pac_v5_x4,"(0.257, 0.285]",59761,48854,10907,18.251%,20.452%,-0.1412,0.0038,0.1010212243,0.0651,0.1028,0.8923628771,0.7988559272
